temperature,wind_speed,humidity,solar_dir,solar_diff,solar_global
7:6:21:0:0,91.0,3.69,0.1,47,16,63
7:6:22:0:0,87.3,5.65,0.13,18,6,24
7:6:23:0:0,86.0,3.33,0.12,25,8,33
7:7:0:0:0,85.6,1.64,0.12,12,4,16
7:7:1:0:0,81.3,2.77,0.18,7,2,9
7:7:2:0:0,77.9,2.08,0.21,1,0,2
7:7:3:0:0,76.6,2.99,0.21,0,0,0
7:7:4:0:0,75.6,2.88,0.22,0,0,0
7:7:5:0:0,75.0,2.78,0.22,0,0,0
7:7:6:0:0,70.7,1.74,0.24,0,0,0
7:7:7:0:0,70.0,1.55,0.27,0,0,0
7:7:8:0:0,70.2,2.79,0.28,0,0,0
7:7:9:0:0,65.7,2.86,0.28,0,0,0
7:7:10:0:0,67.6,2.15,0.3,0,0,0
7:7:11:0:0,64.0,1.79,0.32,0,0,0
7:7:12:0:0,66.2,2.01,0.33,3,1,4
7:7:13:0:0,69.1,2.48,0.33,15,5,20
7:7:14:0:0,72.5,3.47,0.3,28,9,37
7:7:15:0:0,78.3,2.71,0.26,40,13,54
7:7:16:0:0,81.7,2.39,0.22,51,17,68
7:7:17:0:0,85.5,1.85,0.18,59,20,79
7:7:18:0:0,89.4,1.84,0.16,64,21,86
7:7:19:0:0,88.5,2.45,0.15,55,18,73
7:7:20:0:0,90.9,2.33,0.11,56,19,74
7:7:21:0:0,90.5,2.3,0.1,35,12,46
7:7:22:0:0,89.1,2.82,0.1,32,11,43
7:7:23:0:0,90.9,2.23,0.1,37,12,49
7:8:0:0:0,88.5,2.3,0.1,14,5,18
7:8:1:0:0,87.4,1.6,0.11,5,2,7
7:8:2:0:0,82.8,1.49,0.13,1,0,1
7:8:3:0:0,80.6,2.08,0.16,0,0,0
7:8:4:0:0,77.2,2.77,0.13,0,0,0
7:8:5:0:0,77.0,3.03,0.12,0,0,0
7:8:6:0:0,76.6,3.27,0.16,0,0,0
7:8:7:0:0,72.0,0.49,0.19,0,0,0
7:8:8:0:0,68.9,1.12,0.22,0,0,0
7:8:9:0:0,66.7,1.33,0.26,0,0,0
7:8:10:0:0,68.2,2.75,0.23,0,0,0
7:8:11:0:0,67.6,2.89,0.25,0,0,0
7:8:12:0:0,68.0,2.55,0.26,3,1,4
7:8:13:0:0,71.1,1.79,0.25,10,3,14
7:8:14:0:0,77.0,2.62,0.2,28,9,37
7:8:15:0:0,81.7,2.14,0.18,40,13,53
7:8:16:0:0,84.6,1.49,0.17,51,17,67
7:8:17:0:0,86.5,1.94,0.15,58,19,78
7:8:18:0:0,91.8,2.4,0.12,64,21,85
7:8:19:0:0,93.6,2.5,0.1,62,21,83
7:8:20:0:0,93.7,2.71,0.09,57,19,76
7:8:21:0:0,95.7,2.6,0.09,50,17,66
7:8:22:0:0,91.4,3.23,0.1,32,11,43
7:8:23:0:0,90.0,2.99,0.11,21,7,28
7:9:0:0:0,90.1,2.41,0.1,22,7,29
7:9:1:0:0,88.0,2.49,0.11,6,2,7
7:9:2:0:0,81.5,1.49,0.12,0,0,1
7:9:3:0:0,82.4,2.48,0.15,0,0,0
7:9:4:0:0,79.5,3.51,0.19,0,0,0
7:9:5:0:0,76.5,1.69,0.24,0,0,0
7:9:6:0:0,76.3,1.58,0.25,0,0,0
7:9:7:0:0,75.6,1.59,0.27,0,0,0
7:9:8:0:0,73.9,1.7,0.27,0,0,0
7:9:9:0:0,72.0,2.28,0.27,0,0,0
7:9:10:0:0,70.9,1.27,0.31,0,0,0
7:9:11:0:0,69.6,2.11,0.34,0,0,0
7:9:12:0:0,71.2,2.68,0.35,2,1,2
7:9:13:0:0,71.2,0.7,0.36,4,1,5
7:9:14:0:0,74.7,0.7,0.33,10,3,14
7:9:15:0:0,78.1,1.31,0.29,26,9,35
7:9:16:0:0,81.3,2.23,0.24,44,15,59
7:9:17:0:0,86.7,1.8,0.21,51,17,67
7:9:18:0:0,86.5,2.06,0.18,62,21,83
7:9:19:0:0,88.9,2.39,0.18,61,20,81
7:9:20:0:0,87.6,3.27,0.16,46,15,61
7:9:21:0:0,88.2,3.26,0.17,43,14,57
7:9:22:0:0,87.1,2.52,0.17,29,10,39
7:9:23:0:0,87.6,2.23,0.17,33,11,45
7:10:0:0:0,83.3,2.52,0.2,9,3,12
7:10:1:0:0,79.5,3.56,0.25,1,0,1
7:10:2:0:0,72.5,2.56,0.4,0,0,0
7:10:3:0:0,66.9,3.3,0.41,0,0,0
7:10:4:0:0,67.8,4.18,0.59,0,0,0
7:10:5:0:0,67.1,2.98,0.54,0,0,0
7:10:6:0:0,65.7,1.74,0.64,0,0,0
7:10:7:0:0,64.6,2.84,0.59,0,0,0
7:10:8:0:0,65.5,0.82,0.55,0,0,0
7:10:9:0:0,64.4,0.61,0.54,0,0,0
7:10:10:0:0,63.7,0.98,0.55,0,0,0
7:10:11:0:0,63.1,1.03,0.53,0,0,0
7:10:12:0:0,64.9,0.73,0.57,4,1,5
7:10:13:0:0,69.1,1.51,0.54,15,5,21
7:10:14:0:0,70.2,1.68,0.51,25,8,33
7:10:15:0:0,75.4,0.78,0.45,35,12,46
7:10:16:0:0,79.2,1.62,0.38,40,13,53
7:10:17:0:0,82.2,2.36,0.32,52,17,69
7:10:18:0:0,79.7,2.4,0.31,45,15,60
7:10:19:0:0,82.9,2.43,0.27,52,17,69
7:10:20:0:0,83.5,2.0,0.24,24,8,32
7:10:21:0:0,84.7,2.17,0.21,17,6,22
7:10:22:0:0,79.2,2.65,0.25,10,3,13
7:10:23:0:0,77.5,3.69,0.27,5,2,6
7:11:0:0:0,61.0,3.23,0.73,0,0,0
7:11:1:0:0,59.9,2.89,0.82,0,0,0
7:11:2:0:0,61.5,2.82,0.76,0,0,0
7:11:3:0:0,59.0,3.62,0.86,0,0,0
7:11:4:0:0,60.6,1.65,0.79,0,0,0
7:11:5:0:0,59.0,1.21,0.8,0,0,0
7:11:6:0:0,61.7,2.4,0.77,0,0,0
7:11:7:0:0,60.6,2.48,0.71,0,0,0
7:11:8:0:0,61.0,1.85,0.77,0,0,0
7:11:9:0:0,61.7,2.51,0.7,0,0,0
7:11:10:0:0,57.4,1.02,0.76,0,0,0
7:11:11:0:0,57.2,1.8,0.86,0,0,0
7:11:12:0:0,57.9,1.43,0.85,1,0,1
7:11:13:0:0,63.0,1.59,0.78,14,5,18
7:11:14:0:0,64.8,1.3,0.68,28,9,37
7:11:15:0:0,66.4,0.93,0.65,23,8,30
7:11:16:0:0,70.7,0.89,0.57,44,15,59
7:11:17:0:0,74.3,1.21,0.5,47,16,63
7:11:18:0:0,75.4,1.65,0.44,53,18,71
7:11:19:0:0,80.1,2.0,0.41,44,15,59
7:11:20:0:0,83.5,1.79,0.31,57,19,76
7:11:21:0:0,88.7,2.23,0.24,61,20,81
7:11:22:0:0,79.0,2.56,0.28,22,7,29
7:11:23:0:0,68.4,1.91,0.49,1,0,1
7:12:0:0:0,73.9,2.04,0.42,3,1,4
7:12:1:0:0,72.0,1.83,0.38,4,1,5
7:12:2:0:0,70.0,1.89,0.36,0,0,0
7:12:3:0:0,68.5,1.91,0.4,0,0,0
7:12:4:0:0,68.2,2.23,0.46,0,0,0
7:12:5:0:0,67.3,1.64,0.45,0,0,0
7:12:6:0:0,64.2,1.52,0.46,0,0,0
7:12:7:0:0,65.5,2.13,0.51,0,0,0
7:12:8:0:0,63.9,1.91,0.5,0,0,0
7:12:9:0:0,63.1,2.01,0.5,0,0,0
7:12:10:0:0,62.1,2.07,0.54,0,0,0
7:12:11:0:0,60.4,2.36,0.57,0,0,0
7:12:12:0:0,64.4,1.24,0.53,3,1,3
7:12:13:0:0,64.8,1.49,0.52,12,4,16
7:12:14:0:0,69.3,2.81,0.5,25,8,33
7:12:15:0:0,73.4,1.83,0.42,37,12,49
7:12:16:0:0,78.4,1.13,0.35,49,16,66
7:12:17:0:0,79.7,1.86,0.32,58,19,78
7:12:18:0:0,82.9,1.63,0.29,63,21,85
7:12:19:0:0,86.5,1.92,0.25,66,22,89
7:12:20:0:0,88.2,2.59,0.16,61,20,81
7:12:21:0:0,87.8,2.65,0.14,40,13,54
7:12:22:0:0,82.6,2.45,0.16,13,4,17
7:12:23:0:0,80.4,2.19,0.24,5,2,6
7:13:0:0:0,81.0,1.87,0.22,7,2,10
7:13:1:0:0,78.3,1.49,0.23,2,1,3
7:13:2:0:0,75.9,1.87,0.26,0,0,0
7:13:3:0:0,72.9,1.69,0.3,0,0,0
7:13:4:0:0,72.9,1.21,0.33,0,0,0
7:13:5:0:0,69.6,1.23,0.36,0,0,0
7:13:6:0:0,70.5,2.48,0.39,0,0,0
7:13:7:0:0,71.2,1.38,0.37,0,0,0
7:13:8:0:0,67.3,2.39,0.34,0,0,0
7:13:9:0:0,67.6,2.47,0.4,0,0,0
7:13:10:0:0,66.0,2.1,0.4,0,0,0
7:13:11:0:0,63.3,2.1,0.44,0,0,0
7:13:12:0:0,65.5,1.16,0.44,1,0,2
7:13:13:0:0,68.9,1.83,0.43,12,4,16
7:13:14:0:0,75.7,2.09,0.37,28,9,37
7:13:15:0:0,77.7,1.99,0.31,41,14,54
7:13:16:0:0,80.4,1.3,0.27,51,17,69
7:13:17:0:0,83.3,1.42,0.24,59,20,79
7:13:18:0:0,86.2,2.1,0.2,64,21,85
7:13:19:0:0,92.5,1.99,0.17,66,22,88
7:13:20:0:0,79.0,1.98,0.23,29,10,38
7:13:21:0:0,85.8,2.12,0.25,24,8,31
7:13:22:0:0,83.8,1.92,0.21,7,2,10
7:13:23:0:0,84.0,2.47,0.18,8,3,10
7:14:0:0:0,88.0,2.14,0.14,16,5,22
7:14:1:0:0,84.7,2.64,0.13,7,2,9
7:14:2:0:0,81.3,1.25,0.17,0,0,0
7:14:3:0:0,81.1,4.32,0.17,0,0,0
7:14:4:0:0,80.8,4.42,0.17,0,0,0
7:14:5:0:0,80.8,3.81,0.17,0,0,0
7:14:6:0:0,74.7,1.16,0.22,0,0,0
7:14:7:0:0,75.9,2.0,0.23,0,0,0
7:14:8:0:0,74.3,2.49,0.24,0,0,0
7:14:9:0:0,70.2,2.4,0.26,0,0,0
7:14:10:0:0,68.4,1.71,0.31,0,0,0
7:14:11:0:0,65.5,0.72,0.36,0,0,0
7:14:12:0:0,65.7,1.61,0.36,3,1,3
7:14:13:0:0,71.6,0.86,0.35,18,6,24
7:14:14:0:0,75.6,1.88,0.31,23,8,30
7:14:15:0:0,78.6,2.51,0.27,34,11,45
7:14:16:0:0,83.1,1.89,0.24,51,17,68
7:14:17:0:0,84.9,1.9,0.2,57,19,76
7:14:18:0:0,88.2,1.96,0.16,64,21,85
7:14:19:0:0,90.1,2.21,0.14,66,22,88
7:14:20:0:0,88.2,2.15,0.14,52,17,70
7:14:21:0:0,81.7,2.71,0.19,12,4,16
7:14:22:0:0,84.4,2.92,0.23,10,3,13
7:14:23:0:0,84.7,6.18,0.19,14,5,19
7:15:0:0:0,84.4,3.09,0.16,25,8,33
7:15:1:0:0,82.6,2.05,0.17,6,2,8
7:15:2:0:0,78.1,2.17,0.22,1,0,1
7:15:3:0:0,75.7,2.01,0.25,0,0,0
7:15:4:0:0,70.7,1.8,0.28,0,0,0
7:15:5:0:0,71.1,0.94,0.28,0,0,0
7:15:6:0:0,69.8,1.31,0.3,0,0,0
7:15:7:0:0,70.5,0.63,0.31,0,0,0
7:15:8:0:0,68.2,1.48,0.33,0,0,0
7:15:9:0:0,67.6,1.07,0.36,0,0,0
7:15:10:0:0,68.9,2.49,0.37,0,0,0
7:15:11:0:0,64.2,1.73,0.39,0,0,0
7:15:12:0:0,66.6,1.6,0.41,2,1,2
7:15:13:0:0,71.2,1.75,0.37,14,5,18
7:15:14:0:0,76.5,1.98,0.3,27,9,36
7:15:15:0:0,79.7,1.47,0.25,40,13,53
7:15:16:0:0,82.6,1.41,0.21,50,17,67
7:15:17:0:0,85.3,2.0,0.18,59,20,78
7:15:18:0:0,88.5,2.32,0.16,63,21,85
7:15:19:0:0,92.3,2.7,0.14,65,22,87
7:15:20:0:0,94.1,2.84,0.12,64,21,85
7:15:21:0:0,93.2,2.88,0.12,60,20,80
7:15:22:0:0,91.2,2.65,0.12,37,12,50
7:15:23:0:0,82.8,4.6,0.16,21,7,29
7:16:0:0:0,81.5,5.08,0.19,6,2,8
7:16:1:0:0,80.4,2.86,0.18,6,2,8
7:16:2:0:0,78.1,0.8,0.21,0,0,0
7:16:3:0:0,78.4,2.16,0.23,0,0,0
7:16:4:0:0,74.8,1.53,0.24,0,0,0
7:16:5:0:0,74.1,0.89,0.28,0,0,0
7:16:6:0:0,71.6,1.13,0.28,0,0,0
7:16:7:0:0,69.4,0.75,0.31,0,0,0
7:16:8:0:0,69.3,1.77,0.33,0,0,0
7:16:9:0:0,68.9,1.04,0.33,0,0,0
7:16:10:0:0,69.1,0.27,0.34,0,0,0
7:16:11:0:0,66.0,1.3,0.37,0,0,0
7:16:12:0:0,68.5,1.89,0.37,0,0,1
7:16:13:0:0,72.7,1.71,0.34,11,4,15
7:16:14:0:0,75.0,1.89,0.3,24,8,31
7:16:15:0:0,79.2,1.45,0.25,40,13,53
7:16:16:0:0,82.6,1.68,0.22,51,17,68
7:16:17:0:0,88.2,2.22,0.18,60,20,79
7:16:18:0:0,89.2,2.18,0.15,60,20,80
7:16:19:0:0,89.6,2.34,0.13,65,22,86
7:16:20:0:0,93.2,2.63,0.12,62,21,82
7:16:21:0:0,93.9,2.77,0.12,35,12,47
7:16:22:0:0,93.6,2.94,0.12,40,13,53
7:16:23:0:0,85.1,3.08,0.15,24,8,32
7:17:0:0:0,83.1,3.46,0.2,8,3,11
7:17:1:0:0,84.6,2.63,0.19,10,3,13
7:17:2:0:0,79.2,2.53,0.21,1,0,1
7:17:3:0:0,77.7,2.57,0.23,0,0,0
7:17:4:0:0,76.5,2.33,0.25,0,0,0
7:17:5:0:0,75.6,2.22,0.27,0,0,0
7:17:6:0:0,74.1,2.4,0.35,0,0,0
7:17:7:0:0,73.6,4.04,0.35,0,0,0
7:17:8:0:0,71.6,2.47,0.38,0,0,0
7:17:9:0:0,68.2,2.64,0.51,0,0,0
7:17:10:0:0,66.0,2.89,0.52,0,0,0
7:17:11:0:0,65.1,1.34,0.59,0,0,0
7:17:12:0:0,66.6,2.26,0.6,1,0,1
7:17:13:0:0,70.7,1.87,0.52,6,2,9
7:17:14:0:0,74.1,1.34,0.39,27,9,36
7:17:15:0:0,79.3,1.02,0.35,39,13,52
7:17:16:0:0,83.1,1.42,0.31,50,17,66
7:17:17:0:0,84.0,1.73,0.27,58,19,77
7:17:18:0:0,88.0,1.92,0.23,62,21,83
7:17:19:0:0,90.5,2.32,0.21,61,20,81
7:17:20:0:0,90.5,2.46,0.19,52,17,69
7:17:21:0:0,90.3,2.29,0.16,53,18,70
7:17:22:0:0,92.8,2.35,0.11,49,16,65
7:17:23:0:0,91.0,3.15,0.09,37,12,50
7:18:0:0:0,87.8,3.37,0.12,18,6,24
7:18:1:0:0,87.8,1.98,0.15,5,2,6
7:18:2:0:0,83.8,1.54,0.17,1,0,1
7:18:3:0:0,79.5,2.0,0.19,0,0,0
7:18:4:0:0,76.8,2.75,0.19,0,0,0
7:18:5:0:0,75.7,2.49,0.21,0,0,0
7:18:6:0:0,74.7,2.38,0.23,0,0,0
7:18:7:0:0,73.4,3.26,0.27,0,0,0
7:18:8:0:0,74.5,3.34,0.29,0,0,0
7:18:9:0:0,74.5,3.01,0.28,0,0,0
7:18:10:0:0,74.1,1.84,0.3,0,0,0
7:18:11:0:0,74.5,2.41,0.31,0,0,0
7:18:12:0:0,75.6,1.61,0.32,2,1,3
7:18:13:0:0,77.2,2.09,0.3,11,4,15
7:18:14:0:0,78.6,1.5,0.29,14,5,19
7:18:15:0:0,86.2,2.34,0.25,33,11,44
7:18:16:0:0,86.4,3.04,0.22,37,12,50
7:18:17:0:0,89.6,2.56,0.21,43,14,58
7:18:18:0:0,92.8,2.85,0.19,57,19,76
7:18:19:0:0,92.5,3.07,0.18,66,22,88
7:18:20:0:0,88.9,2.49,0.19,24,8,32
7:18:21:0:0,80.8,2.88,0.28,5,2,7
7:18:22:0:0,78.8,2.82,0.31,5,2,7
7:18:23:0:0,72.1,2.58,0.44,2,1,2
7:19:0:0:0,75.0,2.69,0.46,2,1,3
7:19:1:0:0,70.9,1.97,0.48,2,1,3
7:19:2:0:0,69.8,4.14,0.56,0,0,0
7:19:3:0:0,63.9,2.16,0.78,0,0,0
7:19:4:0:0,62.1,3.46,0.75,0,0,0
7:19:5:0:0,61.5,3.09,0.85,0,0,0
7:19:6:0:0,61.9,2.78,0.87,0,0,0
7:19:7:0:0,62.1,2.44,0.83,0,0,0
7:19:8:0:0,60.6,2.26,0.76,0,0,0
7:19:9:0:0,60.4,0.25,0.81,0,0,0
7:19:10:0:0,59.9,0.7,0.81,0,0,0
7:19:11:0:0,59.0,0.09,0.82,0,0,0
7:19:12:0:0,60.6,0.32,0.85,2,1,2
7:19:13:0:0,62.8,0.22,0.83,12,4,17
7:19:14:0:0,66.2,0.63,0.79,30,10,40
7:19:15:0:0,70.3,0.76,0.7,35,12,47
7:19:16:0:0,76.1,0.92,0.54,48,16,64
7:19:17:0:0,79.9,1.98,0.46,57,19,76
7:19:18:0:0,83.8,2.0,0.39,62,21,83
7:19:19:0:0,86.5,2.69,0.33,62,21,82
7:19:20:0:0,83.8,2.92,0.32,33,11,43
7:19:21:0:0,83.1,2.02,0.32,17,6,23
7:19:22:0:0,86.5,1.13,0.26,27,9,36
7:19:23:0:0,85.5,1.89,0.18,28,9,37
7:20:0:0:0,82.4,1.87,0.24,4,1,5
7:20:1:0:0,76.1,3.6,0.35,3,1,4
7:20:2:0:0,74.1,2.12,0.39,0,0,0
7:20:3:0:0,71.4,3.27,0.44,0,0,0
7:20:4:0:0,71.4,1.77,0.45,0,0,0
7:20:5:0:0,68.7,0.46,0.47,0,0,0
7:20:6:0:0,69.3,0.45,0.51,0,0,0
7:20:7:0:0,68.9,1.23,0.48,0,0,0
7:20:8:0:0,69.1,1.79,0.48,0,0,0
7:20:9:0:0,64.9,2.17,0.55,0,0,0
7:20:10:0:0,65.7,2.81,0.57,0,0,0
7:20:11:0:0,65.8,2.51,0.56,0,0,0
7:20:12:0:0,65.7,2.29,0.59,2,1,2
7:20:13:0:0,71.2,2.3,0.51,9,3,13
7:20:14:0:0,76.3,1.21,0.4,26,9,35
7:20:15:0:0,77.9,1.85,0.36,40,13,53
7:20:16:0:0,80.8,2.19,0.32,51,17,68
7:20:17:0:0,83.7,2.11,0.29,56,19,74
7:20:18:0:0,83.3,2.09,0.28,50,17,66
7:20:19:0:0,85.1,1.93,0.25,64,21,85
7:20:20:0:0,89.8,2.42,0.23,53,18,70
7:20:21:0:0,69.8,3.91,0.31,10,3,13
7:20:22:0:0,70.5,3.99,0.5,1,0,1
7:20:23:0:0,64.9,3.84,0.63,0,0,0
7:21:0:0:0,64.4,3.36,0.66,1,0,2
7:21:1:0:0,63.9,0.49,0.71,0,0,0
7:21:2:0:0,63.5,0.34,0.69,0,0,0
7:21:3:0:0,62.8,0.65,0.69,0,0,0
7:21:4:0:0,65.3,1.84,0.66,0,0,0
7:21:5:0:0,62.4,2.2,0.61,0,0,0
7:21:6:0:0,64.8,1.32,0.64,0,0,0
7:21:7:0:0,63.9,1.24,0.59,0,0,0
7:21:8:0:0,60.6,1.33,0.68,0,0,0
7:21:9:0:0,60.1,1.37,0.78,0,0,0
7:21:10:0:0,60.3,2.16,0.76,0,0,0
7:21:11:0:0,59.9,1.2,0.73,0,0,0
7:21:12:0:0,59.4,0.82,0.72,0,0,0
7:21:13:0:0,61.7,1.36,0.73,6,2,8
7:21:14:0:0,67.5,1.66,0.67,24,8,32
7:21:15:0:0,70.9,1.24,0.55,39,13,52
7:21:16:0:0,74.8,1.29,0.49,50,17,66
7:21:17:0:0,78.4,1.98,0.41,58,19,77
7:21:18:0:0,82.6,1.93,0.36,63,21,84
7:21:19:0:0,84.7,2.03,0.27,65,22,87
7:21:20:0:0,85.5,1.74,0.21,55,18,73
7:21:21:0:0,87.8,1.92,0.14,51,17,68
7:21:22:0:0,88.9,2.17,0.11,42,14,56
7:21:23:0:0,88.9,2.41,0.09,39,13,52
7:22:0:0:0,86.9,2.48,0.1,11,4,15
7:22:1:0:0,84.6,2.14,0.11,7,2,9
7:22:2:0:0,80.6,1.55,0.14,0,0,0
7:22:3:0:0,79.2,2.38,0.13,0,0,0
7:22:4:0:0,75.9,2.76,0.15,0,0,0
7:22:5:0:0,73.9,2.85,0.15,0,0,0
7:22:6:0:0,73.2,3.38,0.15,0,0,0
7:22:7:0:0,72.7,2.72,0.15,0,0,0
7:22:8:0:0,68.7,1.88,0.17,0,0,0
7:22:9:0:0,65.3,1.12,0.2,0,0,0
7:22:10:0:0,65.7,2.89,0.24,0,0,0
7:22:11:0:0,63.0,1.59,0.26,0,0,0
7:22:12:0:0,62.1,2.69,0.3,2,1,2
7:22:13:0:0,67.1,3.16,0.29,12,4,16
7:22:14:0:0,70.2,3.87,0.26,26,9,35
7:22:15:0:0,78.4,3.51,0.21,40,13,53
7:22:16:0:0,82.9,3.17,0.16,51,17,68
7:22:17:0:0,88.3,1.8,0.13,59,20,79
7:22:18:0:0,89.2,2.02,0.09,64,21,85
7:22:19:0:0,89.4,2.75,0.08,65,22,87
7:22:20:0:0,91.2,2.56,0.08,63,21,85
7:22:21:0:0,93.2,2.47,0.07,58,19,78
7:22:22:0:0,91.9,1.99,0.08,39,13,52
7:22:23:0:0,91.0,1.98,0.08,38,13,51
7:23:0:0:0,91.2,1.91,0.09,25,8,33
7:23:1:0:0,85.3,3.28,0.11,10,3,13
7:23:2:0:0,81.1,2.5,0.13,0,0,0
7:23:3:0:0,79.5,1.74,0.14,0,0,0
7:23:4:0:0,73.0,1.49,0.18,0,0,0
7:23:5:0:0,72.0,1.36,0.27,0,0,0
7:23:6:0:0,69.1,1.61,0.3,0,0,0
7:23:7:0:0,69.4,1.15,0.32,0,0,0
7:23:8:0:0,67.8,2.15,0.33,0,0,0
7:23:9:0:0,68.9,2.98,0.34,0,0,0
7:23:10:0:0,67.6,2.48,0.33,0,0,0
7:23:11:0:0,68.4,2.27,0.33,0,0,0
7:23:12:0:0,68.2,2.84,0.33,1,0,2
7:23:13:0:0,73.0,2.15,0.34,9,3,12
7:23:14:0:0,77.0,2.4,0.27,26,9,34
7:23:15:0:0,79.3,1.73,0.25,38,13,51
7:23:16:0:0,84.6,1.59,0.23,49,16,65
7:23:17:0:0,86.2,2.42,0.21,57,19,76
7:23:18:0:0,89.6,2.5,0.19,62,21,83
7:23:19:0:0,90.0,2.27,0.17,65,22,86
7:23:20:0:0,93.2,2.78,0.15,63,21,84
7:23:21:0:0,88.0,2.89,0.14,41,14,54
7:23:22:0:0,89.2,2.76,0.16,27,9,36
7:23:23:0:0,86.2,2.11,0.15,10,3,14
7:24:0:0:0,84.0,2.25,0.17,6,2,8
7:24:1:0:0,80.2,2.97,0.25,2,1,3
7:24:2:0:0,77.2,2.6,0.29,0,0,0
7:24:3:0:0,75.9,1.83,0.32,0,0,0
7:24:4:0:0,72.3,1.38,0.34,0,0,0
7:24:5:0:0,72.0,1.31,0.35,0,0,0
7:24:6:0:0,72.9,0.56,0.39,0,0,0
7:24:7:0:0,61.9,2.3,0.7,0,0,0
7:24:8:0:0,61.5,1.41,0.87,0,0,0
7:24:9:0:0,61.2,1.88,0.88,0,0,0
7:24:10:0:0,61.0,1.41,0.89,0,0,0
7:24:11:0:0,60.8,1.63,0.84,0,0,0
7:24:12:0:0,61.2,0.07,0.9,0,0,0
7:24:13:0:0,61.9,0.12,0.91,4,1,5
7:24:14:0:0,62.4,0.22,0.89,6,2,8
7:24:15:0:0,62.8,0.2,0.87,9,3,12
7:24:16:0:0,64.2,0.92,0.81,16,5,21
7:24:17:0:0,63.5,0.24,0.78,11,4,14
7:24:18:0:0,64.9,0.61,0.82,25,8,34
7:24:19:0:0,63.7,0.43,0.83,13,4,17
7:24:20:0:0,64.8,1.03,0.85,10,3,13
7:24:21:0:0,66.4,0.7,0.81,16,5,21
7:24:22:0:0,68.9,0.96,0.74,36,12,48
7:24:23:0:0,72.3,1.34,0.65,35,12,46
7:25:0:0:0,69.3,0.88,0.66,5,2,6
7:25:1:0:0,68.0,0.13,0.7,1,0,1
7:25:2:0:0,63.3,2.28,0.82,0,0,0
7:25:3:0:0,62.6,0.87,0.92,0,0,0
7:25:4:0:0,62.8,0.94,0.9,0,0,0
7:25:5:0:0,63.1,0.63,0.9,0,0,0
7:25:6:0:0,62.2,0.38,0.93,0,0,0
7:25:7:0:0,62.4,0.07,0.94,0,0,0
7:25:8:0:0,61.5,0.05,0.95,0,0,0
7:25:9:0:0,60.3,0.76,0.93,0,0,0
7:25:10:0:0,60.3,0.58,0.91,0,0,0
7:25:11:0:0,61.2,0.45,0.89,0,0,0
7:25:12:0:0,61.3,0.48,0.88,0,0,0
7:25:13:0:0,63.7,0.78,0.92,8,3,11
7:25:14:0:0,65.5,1.02,0.88,16,5,21
7:25:15:0:0,66.6,0.35,0.79,19,6,25
7:25:16:0:0,69.6,0.97,0.69,36,12,48
7:25:17:0:0,73.8,1.33,0.61,44,15,59
7:25:18:0:0,75.7,2.04,0.55,45,15,60
7:25:19:0:0,79.3,2.21,0.49,53,18,70
7:25:20:0:0,78.6,2.17,0.44,51,17,68
7:25:21:0:0,83.8,2.07,0.4,39,13,52
7:25:22:0:0,80.8,2.18,0.38,29,10,38
7:25:23:0:0,80.6,2.03,0.37,25,8,33
7:26:0:0:0,78.3,1.9,0.37,9,3,11
7:26:1:0:0,78.6,1.46,0.37,9,3,13
7:26:2:0:0,73.6,1.05,0.42,2,1,2
7:26:3:0:0,70.7,0.97,0.52,0,0,0
7:26:4:0:0,68.0,2.17,0.6,0,0,0
7:26:5:0:0,68.0,2.35,0.62,0,0,0
7:26:6:0:0,66.6,2.06,0.63,0,0,0
7:26:7:0:0,64.6,1.83,0.63,0,0,0
7:26:8:0:0,64.8,1.04,0.67,0,0,0
7:26:9:0:0,63.9,1.63,0.7,0,0,0
7:26:10:0:0,64.0,0.34,0.69,0,0,0
7:26:11:0:0,62.1,0.63,0.75,0,0,0
7:26:12:0:0,62.8,1.87,0.77,2,1,3
7:26:13:0:0,65.5,2.15,0.74,12,4,17
7:26:14:0:0,68.7,2.15,0.7,25,8,33
7:26:15:0:0,72.7,2.32,0.59,38,13,50
7:26:16:0:0,75.9,1.47,0.5,49,16,65
7:26:17:0:0,81.0,1.71,0.43,57,19,76
7:26:18:0:0,85.5,2.03,0.36,58,19,77
7:26:19:0:0,85.1,2.41,0.3,63,21,85
7:26:20:0:0,90.1,3.26,0.23,63,21,84
7:26:21:0:0,90.1,3.02,0.22,54,18,73
7:26:22:0:0,89.8,3.29,0.19,51,17,67
7:26:23:0:0,88.0,2.69,0.2,16,5,21
7:27:0:0:0,86.4,2.54,0.2,21,7,29
7:27:1:0:0,83.5,2.26,0.21,9,3,13
7:27:2:0:0,78.8,1.53,0.26,1,0,1
7:27:3:0:0,77.7,2.19,0.3,0,0,0
7:27:4:0:0,78.1,2.37,0.29,0,0,0
7:27:5:0:0,77.2,3.57,0.26,0,0,0
7:27:6:0:0,72.0,1.08,0.32,0,0,0
7:27:7:0:0,72.5,0.59,0.31,0,0,0
7:27:8:0:0,68.9,1.22,0.34,0,0,0
7:27:9:0:0,65.8,1.55,0.39,0,0,0
7:27:10:0:0,66.2,0.4,0.39,0,0,0
7:27:11:0:0,64.4,0.9,0.44,0,0,0
7:27:12:0:0,66.4,1.11,0.43,2,1,2
7:27:13:0:0,71.4,1.64,0.41,12,4,15
7:27:14:0:0,75.4,2.2,0.34,26,9,34
