Station Id,Station Name,County,State,Latitude,Longitude,Elevation,Time Zone
OWA,OWATONNA,Steele,MN,-93.2606,44.1233,350.0,America/Chicago
PKD,PARK RAPIDS,Hubbard,MN,-95.07,46.9,442.0,America/Chicago
PEX,Paynesville,Stearns,MN,-94.7466,45.3723,360.0,America/Chicago
PWC,PINE RIVER REGIO,Cass,MN,-94.3817,46.7248,395.0,America/Chicago
PQN,PIPESTONE,Pipestone,MN,-96.3004,43.9821,529.0,America/Chicago
FKA,PRESTON (AWOS),Fillmore,MN,-92.1797,43.6767,389.0,America/Chicago
PNM,PRINCETON MUNI,Sherburne,MN,-93.6082,45.5599,298.0,America/Chicago
RYM,Ray Miller Army Field,Morrison,MN,-94.3605,46.0912,345.898,America/Chicago
RGK,RED WING,Goodhue,MN,-92.4868,44.5915,239.0,America/Chicago
RWF,REDWOOD FALL,Redwood,MN,-95.082,44.5469,311.0,America/Chicago
RST,ROCHESTER,Olmsted,MN,-92.4916,43.9041,403.0,America/Chicago
9MN,Rochester / St Mary,Olmsted,MN,-92.4831,44.0198,355.0,America/Chicago
ROX,ROSEAU MUNI,Roseau,MN,-95.6971,48.856,323.0,America/Chicago
ROS,RUSH CITY,Chisago,MN,-92.953,45.698,281.0,America/Chicago
D39,Sauk Centre,Stearns,MN,-94.9334,45.7066,379.2,America/Chicago
BFW,Silver Bay,Lake,MN,-91.4098,47.2521,333.571,America/Chicago
60Y,Slayton,Murray,MN,-95.7762,43.9853,495.0,America/Chicago
DVP,Slayton,Murray,MN,-95.7826,43.9868,495.0,America/Chicago
SGS,SOUTH ST PAUL,Dakota,MN,-93.0329,44.8571,250.0,America/Chicago
SYN,Stanton,Goodhue,MN,-93.0163,44.4755,280.0,America/Chicago
SAZ,STAPLES,Wadena,MN,-94.8066,46.3809,392.0,America/Chicago
STC,ST. CLOUD,Sherburne,MN,-94.0513,45.5433,314.0,America/Chicago
JYG,ST. JAMES,Watonwan,MN,-94.5579,43.9863,325.0,America/Chicago
STP,ST. PAUL,Ramsey,MN,-93.06,44.9345,219.0,America/Chicago
21D,St Paul / Lake Elmo,Washington,MN,-92.8557,44.9975,284.4,America/Chicago
TVF,THIEF RIVER,Polk,MN,-96.185,48.0657,340.0,America/Chicago
P61,TOFTE (RAMOS)   ,Cook,MN,-90.8231,47.588,241.0,America/Chicago
TKC,Tracy,Lyon,MN,-95.6072,44.2491,408.0,America/Chicago
TWM,TWO HARBORS,Lake,MN,-91.745,47.0492,328.0,America/Chicago
ADC,WADENA MUNI,Otter Tail,MN,-95.2109,46.4503,418.0,America/Chicago
Y49,Walker,Cass,MN,-94.6453,47.1595,410.995,America/Chicago
RRT,WARROAD,Roseau,MN,-95.3483,48.9414,327.0,America/Chicago
ACQ,WASECA (AWOS),Steele,MN,-93.5529,44.0735,343.0,America/Chicago
VWU,WASKISH MUNI,Beltrami,MN,-94.5167,48.1539,360.0,America/Chicago
ETH,WHEATON NDB,Roberts,MN,-96.5435,45.7805,313.0,America/Chicago
BDH,Willmar,Kandiyohi,MN,-95.1304,45.1177,247.0,America/Chicago
ILL,WILLMAR/RICE,Kandiyohi,MN,-95.0888,45.1157,344.0,America/Chicago
MWM,WINDOM MUNI AIRP,Cottonwood,MN,-95.1094,43.9134,430.0,America/Chicago
ONA,WINONA MUNI,Buffalo,MN,-91.7083,44.0772,200.0,America/Chicago
OTG,WORTHINGTON,Nobles,MN,-95.5792,43.6551,480.0,America/Chicago
Station Id,Station Name,County,State,Latitude,Longitude,Elevation,Time Zone
VER,Booneville,Cooper,MO,-92.6827,38.9467,218.0,America/Chicago
BBG,Branson,Taney,MO,-93.2005,36.5321,397.0,America/Chicago
FWB,Branson West Muni,Stone,MO,-93.4022,36.6985,393.81,America/Chicago
H21,Camdenton,Camden,MO,-92.6912,37.974,323.0,America/Chicago
OZS,Camdenton ,Camden,MO,-92.6912,37.974,324.937,America/Chicago
EZZ,Cameron,Clinton,MO,-94.2764,39.7276,310.526,America/Chicago
CGI,CAPE GIRARDEAU,Cape Girardeau,MO,-89.5708,37.2253,102.0,America/Chicago
94K,Cassville,Barry,MO,-93.9005,36.6974,453.245,America/Chicago
CDJ,CHILLICOTHE,Livingston,MO,-93.5792,39.8233,234.0,America/Chicago
GLY,Clinton,Henry,MO,-93.6842,38.3566,250.5,America/Chicago
COU,COLUMBIA,Boone,MO,-92.2183,38.8169,271.0,America/Chicago
FAM,FARMINGTON,Ste. Genevieve,MO,-90.4286,37.761,288.0,America/Chicago
TBN,FORT LEONARD WOO,Pulaski,MO,-92.1407,37.7416,353.0,America/Chicago
GVW,GRANDVIEW,Cass,MO,-94.5603,38.8439,337.0,America/Chicago
HAE,Hannibal,Marion,MO,-91.4439,39.7252,235.191,America/Chicago
LRY,Harrisonville,Cass,MO,-94.3421,38.611,271.578,America/Chicago
JEF,JEFFERSON CITY,Callaway,MO,-92.1561,38.5912,168.0,America/Chicago
JLN,Joplin,Jasper,MO,-94.4952,37.1522,293.322,America/Chicago
AIZ,KAISER MEM,Miller,MO,-92.5495,38.096,265.0,America/Chicago
MKC,KANSAS CITY/DNTN,Clay,MO,-94.593,39.123,227.0,America/Chicago
MCI,KANSAS CITY/INTL,Platte,MO,-94.7139,39.2976,320.0,America/Chicago
TKX,Kennett,Dunklin,MO,-90.0366,36.2259,78.21,America/Chicago
IRK,KIRKSVILLE,Adair,MO,-92.5433,40.0972,293.0,America/Chicago
LBO,Lebanon,Laclede,MO,-92.6524,37.6483,401.232,America/Chicago
LXT,Lee s Summit,Jackson,MO,-94.3714,38.9597,306.0,America/Chicago
MAW,Malden,Dunklin,MO,-89.9922,36.6005,88.3306,America/Chicago
MHL,Marshall,Saline,MO,-93.2028,39.0955,238.506,America/Chicago
EVU,Maryville,Nodaway,MO,-94.915,40.3525,346.99,America/Chicago
MYJ,Mexico,Audrain,MO,-91.8183,39.1575,248.044,America/Chicago
MBY,Moberly,Randolph,MO,-92.4244,39.464,263.826,America/Chicago
HFJ,Monett,Barry,MO,-94.0128,36.9062,400.5,America/Chicago
GPH,Mosby,Clay,MO,-94.3096,39.3325,232.748,America/Chicago
PCD,Perryville,Perry,MO,-89.8651,37.8667,110.893,America/Chicago
K02,Perryville ,Perry,MO,-89.8621,37.8687,113.677,America/Chicago
POF,POPULAR BLUFF,Butler,MO,-90.3249,36.7739,99.0,America/Chicago
DMO,SEDALIA,Pettis,MO,-93.1759,38.7074,274.0,America/Chicago
SIK,Sikeston,Scott,MO,-89.5577,36.9027,92.4019,America/Chicago
SGF,SPRINGFIELD,Greene,MO,-93.3897,37.2397,390.0,America/Chicago
SET,ST. CHARLES,St Charles,MO,-90.43,38.93,134.0,America/Chicago
STJ,ST. JOSEPH,Buchanan,MO,-94.9097,39.7719,247.0,America/Chicago
STL,ST. LOUIS,St. Charles,MO,-90.3734,38.7525,171.0,America/Chicago
SUS,ST. LOUIS/SPIRIT,St. Charles,MO,-90.6558,38.6572,141.0,America/Chicago
VIH,VICHY/ROLLA,Maries,MO,-91.77,38.13,333.0,America/Chicago
RCM,Warrensburg,Johnson,MO,-93.8029,38.7842,243.0,America/Chicago
RAW,Warsaw,Benton,MO,-93.3454,38.3469,285.56,America/Chicago
FYG,Washington,Warren,MO,-90.9938,38.5876,146.343,America/Chicago
UNO,WEST PLAINS,Howell,MO,-91.9027,36.8784,372.0,America/Chicago
SZL,WHITEMAN AFB,Pettis,MO,-93.548,38.7303,265.0,America/Chicago
Station Id,Station Name,County,State,Latitude,Longitude,Elevation,Time Zone
M40,Aberdeen,Monroe,MS,-88.4897,33.8738,67.6483,America/Chicago
PMU,Batesville,Panola,MS,-89.8929,34.3635,65.7121,America/Chicago
HSA,BAY_ST._LOUIS,Hancock,MS,-89.4546,30.3678,7.0,America/Chicago
01M,Belmond,Tishomingo,MS,-88.2011,34.4917,173.012,America/Chicago
1R7,Brookhaven,Lincoln,MS,-90.4093,31.6058,149.0,America/Chicago
CKM,Clarksdale,Coahoma,MS,-90.5123,34.2997,52.7,America/Chicago
RNV,Cleveland,Bolivar,MS,-90.7579,33.7611,41.9956,America/Chicago
0R0,Columbia,Marion,MS,-89.8128,31.297,78.9417,America/Chicago
CBM,COLUMBUS AFB,Lowndes,MS,-88.4438,33.6438,67.0,America/Chicago
CRX,Corinth,Alcorn,MS,-88.6035,34.915,129.0,America/Chicago
GTR,GOLDEN TRI(AWOS),Lowndes,MS,-88.5914,33.4503,80.0,America/Chicago
GLH,GREENVILLE MUNI,Washington,MS,-90.9856,33.4829,40.0,America/Chicago
GWO,GREENWOOD/LEFLORE,Carroll,MS,-90.0847,33.4943,47.0,America/Chicago
GNF,Grenada ,Grenada,MS,-89.7982,33.8325,58.3321,America/Chicago
GPT,GULFPORT-BILOXI,Harrison,MS,-89.0701,30.4073,9.0,America/Chicago
HBG,HATTIESBURG MUNI,Forrest,MS,-89.2529,31.2649,46.0,America/Chicago
IDL,Indianola,Sunflower,MS,-90.6789,33.4857,37.0,America/Chicago
MYT,Innovator (GoM),GMZ572,GM,-89.615,28.2206,0.0,America/Chicago
HKS,JACKSON/HAWKINS FIELD,Hinds,MS,-90.2225,32.3348,104.0,America/Chicago
JAN,JACKSON/THOMPSON,Hinds,MS,-90.08,32.32,101.0,America/Chicago
BIX,KEESLER AFB/BILOXI,Harrison,MS,-88.9244,30.4104,10.0,America/Chicago
LUL,Laurel,Jones,MS,-89.1728,31.673,72.7725,America/Chicago
MBO,Madison,Madison,MS,-90.1014,32.4384,99.6256,America/Chicago
MIS,Main Pass 140B,GMZ555,GM,-88.842,29.296,32.0,America/Chicago
MCB,MCCOMB/LEWIS FIELD,Pike,MS,-90.47,31.18,126.0,America/Chicago
MEI,MERIDIAN/KEY FIELD,Lauderdale,MS,-88.7511,32.3347,94.0,America/Chicago
NMM,MERIDIAN NAS/MCCAIN,Lauderdale,MS,-88.5556,32.5521,97.0,America/Chicago
IKT,Nakika,GMZ575,GM,-88.2889,28.5208,25.0,America/Chicago
HEZ,NATCHEZ/HARDY(AWOS),Adams,MS,-91.2973,31.6137,83.0,America/Chicago
OLV,Olive Branch,De Soto,MS,-89.7869,34.9787,122.5,America/Chicago
UOX,Oxford,Lafayette,MS,-89.5368,34.3843,137.8,America/Chicago
PQL,PASCAGOULA,Jackson,MS,-88.5319,30.4636,5.0,America/Chicago
PIB,PINE BELT RGNL AWOS,Jones,MS,-89.3371,31.4671,91.0,America/Chicago
M16,Raymond,Hinds,MS,-90.4105,32.3045,75.3,America/Chicago
JVW,Raymond,Hinds,MS,-90.4105,32.3045,75.0,America/Chicago
STF,Starkbville,Oktibbeha,MS,-88.8486,33.4331,101.5,America/Chicago
UTA,TUNICA MUNICIPAL AIRPORT,Tunica,MS,-90.3467,34.6811,59.0,America/Chicago
TUP,TUPELO/C.D. LEMONS,Lee,MS,-88.7711,34.2608,110.0,America/Chicago
VKS,Vicksburg,Warren,MS,-90.9282,32.2391,30.1164,America/Chicago
DLP,West Delta,GMZ552,GM,-89.5472,29.1214,0.0,America/Chicago
5A6,Winona,Montgomery,MS,-89.7302,33.465,106.493,America/Chicago
Station Id,Station Name,County,State,Latitude,Longitude,Elevation,Time Zone
BHK,BAKER,Fallon,MT,-104.2595,46.3476,906.0,America/Denver
BIL,BILLINGS/LOGAN INTL,Yellowstone,MT,-108.5422,45.8069,1088.0,America/Denver
BZN,BOZEMAN/GALLATIN,Gallatin,MT,-111.1608,45.7881,1364.0,America/Denver
BTM,BUTTE/BERT MOONEY,Silver Bow,MT,-112.4975,45.9548,1690.0,America/Denver
S71,Chinook Edgar G Obie,Blaine,MT,-109.2506,48.5921,736.0,America/Denver
M46,Colstrip,Rosebud,MT,-106.7093,45.8528,1044.0,America/Denver
CTB,CUT BANK (AWOS),Glacier,MT,-112.3761,48.6084,1175.0,America/Denver
DLN,DILLON AIRPORT,Beaverhead,MT,-112.5525,45.2554,1597.0,America/Denver
3DU,DRUMMOND,Granite,MT,-113.15,46.6667,1202.0,America/Denver
EKS,Ennis,Madison,MT,-111.6486,45.2718,1630.24,America/Denver
88M,Eureka,Lincoln,MT,-115.0764,48.9738,813.0,America/Denver
1S3,Forsyth Tillitt Field,Rosebud,MT,-106.6239,46.2712,831.0,America/Denver
79S,Fort Benton,Chouteau,MT,-110.6365,47.8451,874.0,America/Denver
GGW,GLASGOW INTL ARPT,Valley,MT,-106.6214,48.2138,700.0,America/Denver
GDV,GLENDIVE(AWOS),Prairie,MT,-104.8072,47.1387,749.0,America/Denver
MVH,Grassrange,Beaverhead,MT,-108.9368,46.8381,1338.99,America/Denver
GTF,GREAT FALLS INTL,Cascade,MT,-111.3822,47.4733,1115.0,America/Denver
6S5,Hamilton,Ravalli,MT,-114.1255,46.2515,1110.0,America/Denver
HMM,HAMILTON/RAVALLI CO,Ravalli,MT,-114.15,46.25,1110.0,America/Denver
HVR,HAVRE (AMOS),Hill,MT,-109.7633,48.5428,792.0,America/Denver
HLN,HELENA REGIONAL,Lewis & Clark,MT,-111.9636,46.6056,1188.0,America/Denver
JDN,JORDAN (RAMOS),Garfield,MT,-106.9475,47.3258,811.0,America/Denver
GPI,KALISPELL       ,Flathead,MT,-114.2636,48.3042,908.0,America/Denver
LWT,LEWISTOWN MUNICIPAL,Fergus,MT,-109.4667,47.0493,1270.0,America/Denver
S59,Libby,Lincoln,MT,-115.4902,48.2838,792.0,America/Denver
LVM,LIVINGSTON/MISSION,Park,MT,-110.45,45.7,1419.0,America/Denver
GFA,MALMSTROM AFB,Cascade,MT,-111.1873,47.5047,1075.0,America/Denver
M75,Malta ,Phillips,MT,-107.9179,48.3689,683.273,America/Denver
MLS,MILES CITY,Custer,MT,-105.8863,46.428,801.0,America/Denver
MSO,MISSOULA/BELL FIELD,Missoula,MT,-114.0925,46.9208,972.0,America/Denver
PO1,Poplar,Roosevelt,MT,-105.1621,48.1344,617.0,America/Denver
RPX,Roundup ,Musselshell,MT,-108.5434,46.475,1049.58,America/Denver
SDY,SIDNEY-RICHLAND,Richland,MT,-104.1926,47.7069,605.0,America/Denver
8S0,STARR-BROWNING AIRSTRIP AIRPORT,Glacier,MT,-113.1148,48.6014,1419.0,America/Denver
WYS,West Yellowstone,Fremont,MT,-111.1176,44.6884,2026.6,America/Denver
WEY,WEST YELLOWSTONE,Fremont,MT,-111.1,44.65,2031.0,America/Denver
OLF,WOLF POINT INTL,Roosevelt,MT,-105.5751,48.0945,605.0,America/Denver
Station Id,Station Name,County,State,Latitude,Longitude,Elevation,Time Zone
ASJ,AHOSKIE_TRI_COU,Hertford,NC,-77.17,36.3,21.0,America/New_York
VUJ,ALBEMARLE,Stanly,NC,-80.1508,35.4167,186.0,America/New_York
RHP,ANDREWS-MURPHY_AIRPORT,Cherokee,NC,-83.863,35.1952,518.0,America/New_York
HBI,ASHEBORO_MUNI_ARPT,Randolph,NC,-79.8948,35.6545,205.0,America/New_York
GEV,ASHE_COUNTY_ARPT,Wilkes,NC,-81.42,36.43,969.0,America/New_York
AVL,ASHEVILLE_MUNICIPAL_(ASOS),Buncombe,NC,-82.5375,35.4319,661.0,America/New_York
NJM,Bogue Field,Carteret,NC,-77.0294,34.694,3.16357,America/New_York
BUY,BURLINGTON-ALAMANCE_REG_(ASOS),Alamance,NC,-79.4749,36.0485,188.0,America/New_York
CLT,CHARLOTTE/DOUGLAS_(ASOS),Mecklenburg,NC,-80.9543,35.2225,228.0,America/New_York
NKT,CHERRY_POINT_MCAS,Carteret,NC,-76.88,34.9,9.0,America/New_York
CTZ,CLINTON,Sampson,NC,-78.3644,34.9756,45.0,America/New_York
CPC,COLUMBUS_CNTY_MUNI_ARPT,Columbus,NC,-78.7146,34.2753,30.0,America/New_York
JQF,CONCORD,Cabarrus,NC,-80.7091,35.3878,210.0,America/New_York
ONX,Currituck,Currituck,NC,-76.0154,36.3999,5.5,America/New_York
2DP,Dare County Gunnery Range,Dare,NC,-75.9,35.6667,0.34185,America/New_York
EDE,EDENTON_NORTHEA,Chowan,NC,-76.5671,36.0277,6.0,America/New_York
ECG,ELIZABETH_CITY(CGS)_(ASOS),Pasquotank,NC,-76.1746,36.2606,4.0,America/New_York
EYF,ELIZABETHTOWN/CURTIS_BROWN_FIELD,Bladen,NC,-78.58,34.6,40.0,America/New_York
7W6,Engelhard,Mainland Hyde,NC,-75.9552,35.5624,1.26786,America/New_York
HRJ,ERWIN/HARNETT_COUNTY_ARPT,Harnett,NC,-78.7336,35.3786,60.0,America/New_York
FAY,FAYETTEVILLE_RGNL_(ASOS),Cumberland,NC,-78.8803,34.9912,57.0,America/New_York
FBG,FORT_BRAGG/SIMMONS,Cumberland,NC,-78.9367,35.1318,74.0,America/New_York
1A5,FRANKLIN,Macon,NC,-83.42,35.22,616.0,America/New_York
AKH,GASTONIA_MCPL_(ASOS),Gaston,NC,-81.1558,35.1967,244.0,America/New_York
GWW,GOLDSBORO-WAYNE_MUNI_ARPT,Wayne,NC,-77.9649,35.4606,41.0,America/New_York
GSO,GREENSBORO/PIEDMONT_(ASOS),Guilford,NC,-79.9436,36.0975,270.0,America/New_York
HSE,HATTERAS_(ASOS),Mainland Dare,NC,-75.6225,35.2322,3.0,America/New_York
HNZ,HENDERSON-OXFORD_ARPT,Granville,NC,-78.53,36.36,161.0,America/New_York
HKY,HICKORY_REGIONAL_(ASOS),Catawba,NC,-81.3895,35.7411,362.0,America/New_York
OAJ,JACKSONVILLE_(AWOS),Onslow,NC,-77.6121,34.8292,29.0,America/New_York
NR02,Jordan Field,Montgomery,NC,-79.9956,35.2378,183.0,America/New_York
DPL,KENANSVILLE/DUPLIN_COUNTY,Duplin,NC,-77.98,35,42.0,America/New_York
FFA,KILL_DEVIL_HILLS,Currituck,NC,-75.67,36.02,4.0,America/New_York
ISO,KINSTON/STALLINGS,Lenoir,NC,-77.61,35.33,29.0,America/New_York
MEB,LAURINBURG-MAXTON_ARPT_(ASOS),Robeson,NC,-79.3658,34.7919,67.0,America/New_York
EXX,LEXINGTON_DAVIDSON_COUNTY_AIRP,Rowan,NC,-80.3038,35.7811,223.0,America/New_York
IPJ,LINCOLNTON,Lincoln,NC,-81.1612,35.4833,267.0,America/New_York
LHZ,LOUISBURG/FRANKLIN_CNTY_ARPT,Wake,NC,-78.3303,36.0233,113.0,America/New_York
LBT,LUMBERTON_MUNI_AIRPORT_(ASOS),Robeson,NC,-79.06,34.61,38.0,America/New_York
HFF,MACKALL_AAF,Scotland,NC,-79.4974,35.0367,115.0,America/New_York
MQI,MANTEO/DARE_CO_RGNL,Mainland Dare,NC,-75.6955,35.919,4.0,America/New_York
EQY,MONROE_AIRPORT_(ASOS),Union,NC,-80.6206,35.0169,207.0,America/New_York
MRN,MORGANTON-LENOIR_AIRPORT,Burke,NC,-81.61,35.82,387.0,America/New_York
MWK,MOUNT_AIRY/SURRY_COUNTY_APRT,Surry,NC,-80.55,36.46,380.0,America/New_York
EWN,NEW_BERN/CRAVEN_CO_(ASOS),Carteret,NC,-77.0472,35.0675,6.0,America/New_York
NCA,NEW_RIVER_MCAS,Onslow,NC,-77.4397,34.7084,8.0,America/New_York
UKF,NORTH_WILKESBORO/WILKES_CNTY,Wilkes,NC,-81.0983,36.2228,396.0,America/New_York
NBT,Piney Island,Carteret,NC,-76.4625,35.0222,5.0,America/New_York
PGV,PITT-GREENVILLE_APRT,Pitt,NC,-77.3853,35.6352,8.0,America/New_York
POB,POPE_AFB,Cumberland,NC,-79.0145,35.1709,66.0,America/New_York
RDU,RALEIGH-DURHAM_(ASOS),Wake,NC,-78.7875,35.8776,134.0,America/New_York
SIF,Reidsville,Rockingham,NC,-79.851,36.4372,211.0,America/New_York
IXA,Roanoke Rapids,Halifax,NC,-77.6352,36.3298,44.0,America/New_York
RZZ,ROANOKE_RAPIDS_(ASOS),Halifax,NC,-77.71,36.44,77.0,America/New_York
RCZ,ROCKINGHAM,Richmond,NC,-79.76,34.89,109.0,America/New_York
RWI,ROCKY_MOUNT-WILSON_(ASOS),Wilson,NC,-77.8919,35.8563,48.0,America/New_York
RUQ,ROWAN_COUNTY_AIRPORT,Rowan,NC,-80.5203,35.6459,236.0,America/New_York
TDF,ROXBORO,Person,NC,-78.9842,36.2849,186.0,America/New_York
FQD,RUTHERFORDTON,Rutherford,NC,-81.9351,35.4282,329.0,America/New_York
TTA,SANFORD-LEE_COUNTY_RGNL_AIRPORT,Harnett,NC,-79.1,35.58,75.0,America/New_York
GSB,SEYMOUR-JOHNSON_AFB,Wayne,NC,-77.9606,35.3394,33.0,America/New_York
EHO,SHELBY_MUNI_ARPT,Cleveland,NC,-81.6011,35.2556,258.0,America/New_York
SCR,Silver City,Chatham,NC,-79.5043,35.7043,180.535,America/New_York
5W8,Silver City,Chatham,NC,-79.504,35.7045,183.0,America/New_York
JNX,SMITHFIELD,Johnston,NC,-78.3903,35.5409,50.0,America/New_York
MRH,SMITH_FIELD/BEAUFORT_(ASOS),Carteret,NC,-76.6606,34.7336,3.0,America/New_York
SOP,SOUTHERN_PINES_AWOS,Moore,NC,-79.3911,35.2372,141.0,America/New_York
SUT,SOUTHPORT/BRUNSWICK,Brunswick,NC,-78.0747,33.9292,8.0,America/New_York
SVH,STATESVILLE,Catawba,NC,-80.9539,35.765,294.0,America/New_York
24A,Sylva,Jackson,NC,-83.2071,35.3159,851.583,America/New_York
ETC,Tarboro,Edgecombe,NC,-77.5465,35.9373,15.0,America/New_York
AFP,Wadesboro,Anson,NC,-80.0771,35.0206,91.4,America/New_York
OCW,WASHINGTON/WARREN_FIELD_APRT,Beaufort,NC,-77.05,35.57,12.0,America/New_York
TNB,WATAUGA_CNTY_HOSP_HELIP,Watauga,NC,-81.65,36.2,959.0,America/New_York
IGX,WILLIAMS_AIRPORT_(ASOS),Chatham,NC,-79.0642,35.9333,155.0,America/New_York
ILM,WILMINGTON/NEW_HAN_(ASOS),New Hanover,NC,-77.9,34.27,10.0,America/New_York
INT,WINSTON-SALEM/SMITH_(ASOS),Forsyth,NC,-80.222,36.1337,296.0,America/New_York
Station Id,Station Name,County,State,Latitude,Longitude,Elevation,Time Zone
20U,Beach Beach,Golden Valley,ND,-103.9821,46.9252,840.0,America/Denver
BIS,BISMARCK,Burleigh,ND,-100.7458,46.7727,506.0,America/Chicago
BPP,Bowman,Bowman,ND,-103.4281,46.187,901.6,America/Denver
9D7,Cando,Towner,ND,-99.2364,48.48,451.0,America/Chicago
46D,Carrington,Foster,ND,-99.1513,47.4511,489.8,America/Chicago
2C8,Cavalier,Pembina,ND,-97.632,48.7837,272.0,America/Chicago
D50,Crosby,Divide,ND,-103.2973,48.9285,594.0,America/Chicago
DVL,DEVILS_LAKE,Ramsey,ND,-98.9083,48.1146,443.0,America/Chicago
DIK,DICKINSON,Stark,ND,-102.8019,46.7973,789.0,America/Denver
FAR,FARGO,Cass,ND,-96.8111,46.9253,274.0,America/Chicago
N60,GARRISON,McLean,ND,-101.4394,47.6458,587.0,America/Chicago
D57,Glen Ullin,Morton,ND,-101.8602,46.8128,633.142,America/North_Dakota/New_Salem
GAF,Grafton,Walsh,ND,-97.3709,48.4047,251.0,America/Chicago
GFK,GRAND_FORKS,Grand Forks,ND,-97.1761,47.9492,257.0,America/Chicago
RDR,GRAND_FORKS_AFB,Grand Forks,ND,-97.4012,47.9611,278.0,America/Chicago
GWR,Gwinner,Sargent,ND,-97.6435,46.2187,385.0,America/Chicago
5H4,Harvey,Wells,ND,-99.9317,47.7912,489.0,America/Chicago
HZE,Hazen,Mercer,ND,-101.581,47.2899,552.0,America/North_Dakota/Beulah
HEI,HETTINGER,Adams,ND,-102.656,46.0149,828.0,America/Denver
JMS,JAMESTOWN,Stutsman,ND,-98.68,46.93,457.0,America/Chicago
D55,Langdon,Cavalier,ND,-98.3937,48.7531,490.0,America/Chicago
P67,LIDGERWOOD (RAMO,Richland,ND,-97.15,46.1,351.0,America/Chicago
7L2,Linton,Emmons,ND,-100.2456,46.2206,541.0,America/Chicago
Y19,Mandam,Morton,ND,-100.8944,46.768,592.0,America/North_Dakota/New_Salem
MIB,MINOT_AFB,Ward,ND,-101.358,48.4158,508.0,America/Chicago
MOT,MINOT_INTL,Ward,ND,-101.2803,48.2594,523.0,America/Chicago
2D5,Oakes,Dickey,ND,-98.0799,46.1731,407.0,America/Chicago
S32,Rands,Griggs,ND,-98.1059,47.4228,434.0,America/Chicago
06D,Rolla,Rolette,ND,-99.6208,48.8844,555.0,America/Chicago
RUG,Rugby,Pierce,ND,-100.0243,48.3904,471.0,America/Chicago
08D,Stanley,Mountrail,ND,-102.4064,48.3008,682.0,America/Chicago
D60,Tioga,Williams,ND,-102.8974,48.3803,690.0,America/Chicago
BAC,Valley City,Barnes,ND,-98.018,46.9412,427.3,America/Chicago
BWP,Wahpeton,Richland,ND,-96.6074,46.2441,294.7,America/Chicago
96D,Walhalla,Pembina,ND,-97.9028,48.9406,287.0,America/Chicago
S25,Watford,Mckenzie,ND,-103.2552,47.7966,642.0,America/Chicago
ISN,WILLISTON,Williams,ND,-103.6366,48.1738,581.0,America/Chicago
Station Id,Station Name,County,State,Latitude,Longitude,Elevation,Time Zone
ANW,AINSWORTH MUNICI,Brown,NE,-99.993,42.5792,787.113,America/Chicago
BVN,Albion,Boone,NE,-98.0558,41.7286,545.36,America/Chicago
AIA,ALLIANCE,Box Butte,NE,-102.8,42.0572,1195.58,America/Denver
AUH,AURORA,Merrick,NE,-97.9946,40.8941,546.414,America/Chicago
BIE,BEATRICE MUNICIP,Gage,NE,-96.7541,40.3013,398.87,America/Chicago
BTA,Blair,Washington,NE,-96.109,41.4148,396.512,America/Chicago
BBW,BROKEN BOW MUNI,Custer,NE,-99.6385,41.4365,769.268,America/Chicago
CDR,CHADRON,Dawes,NE,-103.0954,42.8376,999.031,America/Denver
OLU,COLUMBUS MUNI,Butler,NE,-97.3426,41.448,438.393,America/Chicago
CZD,COZAD,Dawson,NE,-100.0042,40.8696,760.598,America/Chicago
FNB,FALLS CITY/BRENN,Richardson,NE,-95.592,40.0788,303.686,America/Chicago
FET,FREMONT MUNI ARP,Saunders,NE,-96.52,41.45,362.003,America/Chicago
GRN,Gordon,Sheridan,NE,-102.1753,42.806,1079.0,America/Denver
GRI,GRAND ISLAND,Hall,NE,-98.3096,40.9675,563.46,America/Chicago
HSI,HASTINGS,Adams,NE,-98.4279,40.6052,591.841,America/Chicago
HJH,Hebron,Thayer,NE,-97.587,40.1523,444.534,America/Chicago
HDE,HOLDREGE/BREWSTR,Phelps,NE,-99.3365,40.4521,706.728,America/Chicago
IML,IMPERIAL MUNICIP,Chase,NE,-101.6201,40.5103,995.0,America/Denver
EAR,KEARNEY MUNI,Buffalo,NE,-99.0068,40.727,649.639,America/Chicago
IBM,Kimball,Kimball,NE,-103.6774,41.1881,1497.1,America/Denver
LXN,LEXINGTON,Dawson,NE,-99.7759,40.7904,730.419,America/Chicago
LNK,LINCOLN,Lancaster,NE,-96.7647,40.8478,352.341,America/Chicago
MCK,MCCOOK,Red Willow,NE,-100.5921,40.2063,781.959,America/Chicago
MLE,MILLARD,Douglas,NE,-96.112,41.196,322.072,America/Chicago
AFK,NEBRASKA CITY,Otoe,NE,-95.8657,40.6069,351.558,America/Chicago
OFK,NORFOLK,Madison,NE,-97.4351,41.9855,467.518,America/Chicago
LBF,NORTH PLATTE,Lincoln,NE,-100.67,41.12,843.005,America/Chicago
OFF,OFFUTT AFB/BELLE,Sarpy,NE,-95.9125,41.1183,298.659,America/Chicago
OGA,OGALLALA,Keith,NE,-101.7697,41.1195,992.277,America/Denver
OMA,OMAHA/EPPLEY,Douglas,NE,-95.8992,41.3103,295.667,America/Chicago
ONL,O NEILL,Holt,NE,-98.6881,42.4697,616.826,America/Chicago
ODX,ORD/SHARP FIELD,Valley,NE,-98.9517,41.6236,628.415,America/Chicago
