locationID,Latitude,Longitude
MU97,39.3675,94.7617
7MO6,39.4833,94.4669
5MO,39.5944,94.4617
MO29,38.7722,94.3350
43MO,38.7833,94.3683
PLK,36.6258,93.2289
37MO,39.5750,94.1836
MO67,36.7111,90.3139
POF,36.7739,90.3250
3MO4,36.4506,89.6281
8WC,37.9292,90.7314
7MO,40.4211,93.5994
MU41,36.7867,93.8878
15MO,40.3919,92.5656
1MU0,37.1667,93.5628
MO1,37.8750,92.4081
8MO3,39.3247,93.9417
1MU2,39.4475,94.6672
2MO4,38.1144,94.1767
MO31,37.0494,93.0725
36MO,37.8528,91.6469
MO02,37.9167,91.6836
K07,37.9356,91.8136
VIH,38.1275,91.7694
28MO,37.9739,93.8189
MU34,37.3361,91.3944
8MO7,39.4917,95.0067
1MU8,39.5542,94.9986
K33,37.6153,91.6044
9MO4,39.9792,94.8739
MO08,38.6628,93.3328
DMO,38.7075,93.1758
MO5,37.0094,91.0069
MO72,37.0403,90.8667
04MO,39.3011,91.4517
3VS,38.4283,92.8753
MO84,37.7167,91.1333
71MO,39.2919,93.3842
STJ,39.7719,94.9097
1H0,38.7267,90.5083
STL,38.7486,90.3700
MO14,37.4228,93.2086
SUS,38.6622,90.6519
45MO,38.8472,90.6389
96MU,37.9433,91.6022
6MO2,37.9861,90.0333
M12,36.0956,89.8594
MO3,37.6603,93.8169
9MO6,38.1931,92.9925
MO01,37.2500,93.1061
MO10,39.2044,92.2625
UUV,38.2333,91.1642
9MO9,39.5500,93.2503
K57,40.4458,95.3672
42M,36.5222,91.5719
MO56,36.5142,92.6403
26MO,36.6133,92.7847
TRX,40.0836,93.5906
MO94,39.5000,94.5803
02MO,39.0500,91.0333
MU89,38.9119,91.0356
K43,40.5403,93.0256
03MO,37.8844,93.1317
0MS8,33.6992,91.1650
MS37,33.6533,90.9889
BIX,30.4106,88.9244
MS66,30.4461,88.9258
8M1,34.5919,88.6486
5MS6,32.4231,90.0078
MS11,32.2086,89.9417
6MS1,32.4558,89.9697
1R7,31.6058,90.4094
MS80,33.9944,89.3125
MS76,33.7728,89.2425
SLJ,31.1739,89.1911
4MS9,32.6661,90.0678
7MS1,32.6069,89.9833
MS29,32.6019,89.8639
MS36,32.6500,89.9708
5MS4,32.5925,89.9253
13MS,30.6333,89.6639
08M,32.7611,89.5300
1MS9,31.0119,90.9681
09M,33.9914,90.0781
CKM,34.2997,90.5122
02CD,34.1297,90.5239
06MO,39.2306,94.8044
07MO,38.6500,93.6169
1MU4,38.6517,93.7789
RCM,38.7842,93.8028
MU02,38.8097,91.1036
2MO7,38.8667,91.0861
MU18,38.7806,91.1475
RAW,38.3469,93.3456
MO6,38.5875,90.9939
MO17,40.4792,95.6461
MU78,37.8481,92.1889
MU42,38.7528,90.7869
88MO,36.7017,91.8028
94MO,36.8053,91.8814
UNO,36.8783,91.9028
89MO,38.5833,94.5797
40MO,39.4228,94.8378
MO51,39.4236,94.8478
MU71,39.3475,94.8581
MO52,37.8667,93.3836
2MO1,37.3200,93.4200
09MO,37.3783,93.3633
41MO,37.3608,93.4958
11MO,38.9017,91.6353
79MO,36.9867,90.5433
MO73,36.9875,90.5583
1H5,36.9897,91.9542
12MO,38.5806,93.5947
P16,5.8833,162.0667
MDY,28.2036,177.3794
M40,33.8739,88.4897
9M4,33.3033,89.2283
MS09,34.1017,90.7011
PMU,34.3636,89.8928
00M,31.9539,89.2344
HSA,30.3678,89.4547
01M,34.4917,88.2011
1M2,33.1453,90.5153
MS10,33.1583,90.5042
LMS,33.1461,89.0625
4MS5,31.0014,88.5169
MS26,30.8022,88.5475
22MS,30.8403,88.5747
4R1,31.0156,89.4825
MS82,30.5106,89.1472
20M,33.1333,88.5356
MBO,32.4386,90.1031
RNV,33.7611,90.7578
MS54,34.0097,89.7361
08MS,34.6622,89.8683
0R0,31.2969,89.8128
5MS3,31.1750,89.8031
CBM,33.6453,88.4458
UBS,33.4653,88.3803
GTR,33.4503,88.5914
MS18,34.7700,88.6056
CRX,34.9150,88.6036
C71,31.2961,91.0528
M11,31.9031,90.3686
6MS2,31.9839,90.3353
66Y,30.3631,89.3878
M37,33.7764,90.5250
MS24,32.2469,90.5822
06M,33.5344,89.3125
3MS6,32.5544,90.3028
MS42,32.5206,90.3236
3MS3,32.5158,90.3511
MS58,32.1656,90.0439
2M4,32.3536,89.4886
46MS,31.2950,89.9850
11M,34.3519,88.3772
34MS,30.4739,88.6961
MS13,33.0756,90.9533
MS75,33.0139,91.0389
MS86,33.0500,91.0833
1MS2,32.9417,89.9306
MS30,33.3056,90.9903
MS15,33.3311,91.0369
GLH,33.4828,90.9856
GWO,33.4944,90.0847
GNF,33.8325,89.7983
2MS8,33.7897,89.8744
GPT,30.4072,89.0700
MS83,32.0297,90.1014
HBG,31.2650,89.2528
PIB,31.4672,89.3369
MS59,31.9969,90.8422
1MS6,34.7972,89.9131
H75,34.7981,90.0369
14MS,32.3453,89.0342
14M,33.1825,90.8306
M41,34.8044,89.5211
3MS1,34.8058,89.4608
M44,33.8917,89.0236
2MS9,33.8300,88.9228
0MS9,33.8006,89.0272
MS27,30.7069,88.4292
IDL,33.4858,90.6789
MS77,33.3317,90.6431
MS21,33.3319,90.5819
MS20,33.3547,90.5789
MS22,33.4889,90.3569
15M,34.7722,88.1658
HKS,32.3347,90.2225
JAN,32.3111,90.0758
OSX,33.0903,89.5419
5MS2,30.2508,89.4511
LUL,31.6731,89.1728
MS25,33.3986,90.9675
0MS5,33.3917,90.9167
19M,33.1256,90.0256
MS49,31.1631,90.8172
MS06,32.7903,90.1381
MS28,31.8689,91.1347
22M,34.2758,89.0383
MS88,30.7775,89.7250
M13,30.7861,89.5044
MS53,30.9147,89.4444
M43,31.5953,89.9064
23M,32.0850,88.7389
4MS2,32.2119,90.4503
M16,32.3044,90.4106
MS55,34.8108,89.5783
M59,31.3175,88.9350
25M,34.7222,89.0150
02MS,34.1000,90.8467
04MS,32.9394,90.8372
5MS1,32.9542,90.8458
MS35,32.9811,90.9653
3MS8,32.9422,88.3633
0MS2,31.5419,89.3917
4MS4,34.1578,88.7603
1MS0,33.5997,90.7811
MS03,33.9242,90.7869
93MS,33.9717,90.7681
1MS8,32.9400,88.5792
4MS3,34.9561,89.3939
MS63,34.0542,88.3711
MS69,32.1089,90.0464
STF,33.4331,88.8486
M51,33.4975,88.6814
MS04,33.6225,88.2861
17M,31.8628,89.8006
MS68,34.3264,88.5725
MMS,34.2314,90.2894
MS92,32.9200,91.0256
MCB,31.1783,90.4719
MS93,30.7267,89.7317
NJW,32.7961,88.8317
MEI,32.3325,88.7519
NMM,32.5519,88.5556
0MS0,32.4750,88.6167
MS95,33.8472,90.7250
MS50,31.5794,90.1111
MS33,33.4167,90.4944
HEZ,31.6136,91.2972
M72,34.5489,89.0244
M23,32.3119,89.1358
5R2,30.3894,88.7533
5MS8,33.8750,88.7233
5A4,34.0158,88.7261
MS62,34.9911,89.8156
MS00,34.9889,89.9153
OLV,34.9789,89.7869
MS34,32.6981,90.9464
UOX,34.3844,89.5367
PQL,30.4628,88.5292
4MS0,32.3006,89.8589
MS96,32.7667,89.1000
MS70,32.7353,88.9258
MPE,32.7994,89.1261
MS48,30.6219,89.6964
5MS5,30.5453,89.4628
MJD,30.4875,89.6511
MS61,30.6253,89.7333
MS08,32.4739,89.8517
04M,33.9300,89.3428
MS71,32.4953,90.2928
0MS7,34.3425,89.1431
M24,30.8433,89.1597
5A6,33.4650,89.7303
MS23,31.0067,91.2031
MS57,31.2203,91.2403
12MS,31.0931,91.3189
87I,32.8833,90.4636
MS45,32.1564,91.1244
MT50,45.0878,104.8194
3U3,46.1531,112.8678
3U4,45.6000,106.2672
3U5,47.4633,112.3800
MS38,33.8722,90.2833
MS39,31.8211,89.4583
MS40,33.2256,90.2467
4MS7,34.7483,90.2808
30M,34.6667,90.3667
UTA,34.6850,90.3478
TUP,34.2681,88.7700
MS41,34.0000,90.4250
T36,31.1461,90.1681
3MS9,32.5806,89.1361
3MS5,33.3019,89.8144
VKS,32.2394,90.9283
MS43,32.5517,90.8303
MS65,34.9500,90.2000
33M,34.1667,89.6861
2R0,31.6461,88.6347
M83,33.5842,88.6667
MT18,48.2900,114.1828
6S3,45.6306,109.2392
S04,47.5389,113.7203
MT30,45.9403,114.1369
4U7,45.8606,114.2197
S01,48.1686,111.9764
MT72,46.3461,114.1761
S85,48.1533,104.5039
MT34,46.1333,107.5506
CTB,48.6083,112.3761
38S,46.3867,112.7644
4U9,44.7358,112.7200
5U0,47.3208,109.9419
MT02,48.5383,111.4975
DLN,45.2553,112.5525
M26,46.6208,113.2050
5U1,47.8472,111.6983
MT45,45.9089,104.5761
97M,45.8778,104.5375
MT05,45.6681,104.7033
MT74,46.1069,104.4153
1MT3,46.5581,112.4125
EKS,45.2744,111.6489
06MT,48.5583,112.1092
88M,48.9739,115.0764
5U5,47.6292,111.9800
5U6,47.8611,104.0728
1S3,46.2711,106.6239
79S,47.8450,110.6364
37S,48.0050,106.4822
5U7,45.3208,107.9311
0MT1,47.4975,112.3908
49S,48.8450,113.4272
BHK,46.3478,104.2594
MT43,46.3464,112.3436
4MT1,45.8206,111.1453
9MT9,45.7908,111.1247
3V7,45.1250,105.0922
3U7,47.4814,112.8697
3U8,48.1625,110.1133
MT94,45.2467,111.3286
6S0,45.8064,109.9811
53U,48.0750,114.0008
BIL,45.8078,108.5428
1MT9,45.7892,108.6844
3U9,46.2117,112.1058
2MT5,45.5942,111.1522
MT71,45.7242,111.0431
BZN,45.7775,111.1519
24MT,45.6194,111.0922
9MT8,45.7581,111.0831
23MT,45.6572,111.0403
6S1,45.2917,108.9258
00F,45.4706,105.4572
8S0,48.6014,113.1147
BTM,45.9547,112.4975
2MT8,45.8150,111.9258
LTY,48.5108,110.9908
S71,48.5922,109.2506
4U4,48.5139,109.0625
CII,47.8283,112.1683
4U6,47.4186,105.5619
RC0,46.7272,113.6575
04MT,47.1375,106.4881
M46,45.8528,106.7092
MT76,47.3997,111.4700
99MT,46.0975,114.1783
0MT4,46.2786,114.1411
6S5,46.2514,114.1256
F02,45.7250,107.6006
U09,48.4811,108.7692
48S,48.5661,108.7733
HWQ,46.4486,109.8528
HVR,48.5431,109.7622
00MT,48.5375,109.7050
10MT,47.8333,106.4839
MT58,47.7667,106.1881
MT86,47.1692,112.0853
1MT4,46.6883,111.8706
01MT,48.7892,114.8806
MT51,48.2769,105.9617
1MT0,45.0675,111.2972
29S,45.0500,110.7467
5U8,47.5967,110.2661
MT01,47.6181,110.0925
25MT,48.4222,106.2533
07MT,48.4211,106.5278
GGW,48.2125,106.6147
GDV,47.1386,104.8072
08MT,47.0639,108.8175
GTF,47.4828,111.3706
MT40,47.5914,111.2719
MT26,47.4706,111.2369
6S8,45.7031,108.7611
80S,46.3072,108.9558
LWT,47.0492,109.4667
S59,48.2839,115.4903
28MT,46.9536,112.7481
S69,46.9547,112.6503
MT48,45.4347,110.6444
LVM,45.6994,110.4483
MT04,48.4042,106.0089
15MT,48.5006,105.9097
M75,48.3669,107.9194
97MT,48.0733,114.6761
MT88,48.0044,114.9992
0MT6,48.0406,114.6794
0S1,47.8458,113.4092
MLS,46.4281,105.8861
MT29,46.4789,105.8583
MSO,46.9164,114.0906
MT24,46.9722,109.6136
7U4,49.0000,107.8256
MT97,47.9786,115.7681
MT09,48.8458,106.6089
S00,48.8667,106.4172
MT16,47.0139,113.2833
MT87,48.6667,105.9339
1MT6,46.3569,113.5103
U05,46.3194,113.3050
S34,47.4736,114.9072
PWD,48.7886,104.5231
MT60,48.8144,114.3539
8S1,47.6956,114.1853
42S,48.1158,105.1822
MT38,48.4033,105.1567
MT06,46.5703,112.1750
MT15,46.6258,112.1097
HLN,46.6067,111.9828
5M7,46.6308,111.8067
MT83,46.5717,112.1808
MT96,46.7403,112.0350
MT77,47.6083,110.9056
26MT,48.8356,110.4419
12MT,48.7742,110.4417
6U5,48.3875,107.0686
6U6,48.8589,108.6594
S09,47.6125,114.6133
MT52,47.0778,114.4125
6U7,46.2894,107.1958
18MT,45.2158,113.4992
JDN,47.3289,106.9528
17MT,48.1069,114.1772
2MT0,48.3000,114.4136
2MT2,48.2000,114.2583
MT53,48.0947,114.8517
MT95,48.1169,114.1858
GPI,48.3106,114.2561
S27,48.1786,114.3036
27MT,48.3219,114.3275
MT37,48.1247,114.2403
MT54,48.2439,114.2442
22MT,48.1194,114.1700
13MT,48.5208,110.1133
MT03,47.9933,114.2244
MT47,44.6869,111.8936
0MT5,45.6342,108.8489
MT08,47.9167,108.4833
30NC,36.0486,80.4569
6NC8,35.9381,80.3844
15NC,36.2397,76.9739
ASJ,36.2975,77.1708
VUJ,35.4167,80.1508
RHP,35.1953,83.8631
NC44,35.4669,78.6839
87NC,35.4694,78.6544
NC81,35.7519,78.8597
NC11,35.7417,78.9247
HBI,35.6544,79.8947
1NC0,35.7219,79.9414
25NC,35.6333,79.7100
7NC9,35.7272,79.9111
AVL,35.4361,82.5417
NC67,35.4678,82.4525
H28,49.0000,112.7925
RED,45.1875,109.2675
7U8,47.6267,105.0764
16MT,45.4053,109.1300
MT19,47.5911,114.0522
7S0,47.5672,114.1011
RPX,46.4750,108.5433
MT79,47.5842,108.7092
8U0,46.2906,109.2478
3MT3,46.1256,109.3650
1MT7,47.4211,111.1586
8U1,47.1042,107.5033
8U2,48.0875,113.2508
9S2,48.8078,105.4394
8U3,49.0000,105.4006
MT39,47.1061,113.3175
23S,47.1792,113.4453
SBX,48.5406,111.8711
MT22,45.4000,112.1667
SDY,47.7069,104.1925
8U4,47.9583,113.5592
52S,47.3250,114.0806
S64,47.1467,110.2300
MT32,46.5389,114.0397
98MT,46.4428,114.0031
32S,46.5250,114.0528
8U5,48.8867,111.9217
9S4,47.1683,114.8536
7S8,48.9986,111.9775
MT11,48.3167,106.8339
8U6,46.7772,105.3131
0MT7,47.6608,115.4042
THM,47.5736,115.2806
9S5,45.8781,111.5694
B70,48.3139,111.1092
8U9,46.4189,111.5772
8U8,46.3311,111.4825
29MT,47.7389,115.5028
57S,48.4803,115.9036
9U0,48.8542,108.4083
7S1,45.5336,112.3025
MT33,47.4094,111.4875
7S7,48.3000,112.2508
2MT1,48.4831,113.9594
WYS,44.6883,111.1178
0MT9,48.4833,114.4925
7S6,46.5042,110.9133
58S,48.4081,114.2994
MT41,45.8783,112.1172
MT20,46.8583,104.0989
9U1,46.0497,110.6856
9S7,47.5517,109.3778
7S4,45.5917,113.4592
02T,45.7692,112.9817
MT90,48.3878,105.3350
OLF,48.0944,105.5750
MT80,48.0431,105.6089
03NC,34.1044,77.9042
5NC3,35.3417,79.4369
NC17,34.9803,76.3081
IGX,35.9350,79.0658
NC34,35.9706,79.1247
5NC5,35.9817,79.2731
3NC9,35.8753,79.0872
CLT,35.2139,80.9431
8A6,35.2139,80.6700
NKT,34.9008,76.8808
NC29,35.6200,80.5975
1.00E+06,34.4578,78.6183
NC32,36.0258,80.4364
0NC8,35.7556,80.7353
CTZ,34.9750,78.3656
NC69,34.8711,78.4742
4NC8,35.4225,80.6206
NC77,35.4556,80.5756
JQF,35.3878,80.7092
NC19,35.3919,80.5756
NC35,35.4031,80.6219
7NC2,36.2536,75.7886
ONX,36.4000,76.0156
6NC1,35.5917,81.0794
66NC,35.1744,77.4836
NC82,34.6697,78.7025
NC22,35.2275,78.5553
8NC8,36.0603,78.7833
16NC,36.1961,76.6653
EDE,36.0278,76.5672
ECG,36.2606,76.1744
1NC3,36.1808,76.1492
NC28,36.2003,76.2358
EYF,34.6017,78.5792
17NC,34.4664,78.3286
ZEF,36.2800,80.7861
71NC,36.2633,79.4497
76NC,36.1600,77.6247
NC45,36.2172,77.6375
NC65,34.5597,78.2681
12NC,34.8833,76.3500
NC54,34.8778,76.3567
NC12,35.3897,76.7847
NC06,36.1603,81.8967
4NC2,35.2078,76.6122
7NC0,35.1586,76.7628
MRH,34.7336,76.6606
3W6,34.5503,78.7831
NC14,36.1967,81.6394
26NC,36.2228,80.7156
3NC1,36.2053,80.6583
NC16,35.2225,82.7267
22W,35.2703,82.6442
09NC,35.3294,79.0300
57NC,35.4264,83.4583
7NC5,35.9339,78.2467
1NC5,35.9333,78.3486
7NC1,34.5281,77.8503
22NR,36.1536,79.4006
BUY,36.0486,79.4750
2NC0,35.8686,82.3417
8NC1,35.3764,79.2408
84NC,35.2733,79.2486
HFF,35.0364,79.4975
60NC,34.7053,77.0511
4NC5,34.7306,77.0506
8NC2,35.2892,81.7850
N92,35.5742,81.1172
MQI,35.9189,75.6956
9A9,35.7206,82.0097
46NC,34.8928,80.3733
3NC4,35.0536,80.4089
MEB,34.7919,79.3658
8NC7,34.9364,77.2767
4W7,36.0667,79.2831
7NC6,36.0553,79.3267
75NC,35.8494,78.1836
4NC0,35.8983,80.6161
31A,35.9853,80.5111
5NC1,35.7933,80.5122
8A7,35.9150,80.4567
EQY,35.0189,80.6203
9NC3,35.0708,80.5664
24NC,35.1272,80.4750
1NC2,35.6547,80.7894
35NC,35.5383,80.7514
7W6,35.5625,75.9553
HRJ,35.3803,78.7322
89NC,34.2664,79.0236
NC70,34.5050,79.1025
N08,35.5567,77.5606
6NC3,35.0864,78.7722
FAY,34.9911,78.8803
2GC,34.8936,78.8436
POB,35.1708,79.0144
47NC,35.1381,78.8228
4NC6,35.4444,82.4794
69NC,35.4339,81.8511
FBG,35.1319,78.9364
1A5,35.2225,83.4192
78NC,35.5444,78.7475
NC99,35.6744,78.6072
AKH,35.2028,81.1500
9NC4,36.5094,76.6642
59NC,36.0972,79.5553
NC25,35.5089,80.3111
GWW,35.4606,77.9650
2NC4,35.3381,78.1547
GSB,35.3394,77.9606
6NC0,35.2892,78.1800
W88,36.1736,79.8031
36NC,36.2536,79.9081
80NC,35.9989,79.6892
9NC9,36.2100,79.8950
GSO,36.0978,79.9372
3A4,35.9419,79.6856
PGV,35.6353,77.3853
NC49,35.5278,77.1967
NC75,35.8983,80.7203
NC02,35.2125,81.8664
3NC6,35.3119,80.6442
HSE,35.2328,75.6178
NC87,34.8819,76.9428
62NC,34.9369,76.9447
NC08,35.0853,83.7364
0A7,35.3075,82.4331
8NC9,35.3072,82.4336
86NC,36.2636,76.4933
NC01,36.0961,76.3269
HKY,35.7411,81.3894
E40,35.6519,81.3578
NC03,35.9083,79.9872
14NC,34.5167,77.5500
N21,34.4911,77.5311
01NC,34.4753,77.5814
NC05,35.4089,80.7942
4W4,36.2833,79.0789
28A,35.1211,80.5872
10NC,36.3431,77.5094
OAJ,34.8292,77.6122
52NC,34.8447,77.2667
NCA,34.7083,77.4397
N22,34.7169,77.5922
GEV,36.4325,81.4197
NC50,36.4600,81.3614
78A,36.2022,80.8681
N88,35.9264,79.6275
NC64,35.5278,80.6967
NC39,35.5244,80.6478
50NC,35.5450,80.6686
2NC8,35.5256,80.6397
41NC,35.5217,80.5219
6NC2,35.5111,80.5581
DPL,35.0000,77.9817
7NC3,35.5964,78.0986
FFA,36.0183,75.6714
ISO,35.3314,77.6089
6NC9,35.2022,77.7506
NC56,36.2047,78.4689
9NC0,35.7978,78.4369
44NC,35.5433,80.6519
68NC,36.3994,79.1281
18NC,35.8889,81.6136
NC27,35.9444,81.4900
08NC,36.0675,80.4656
EXX,35.7811,80.3039
2NC6,35.7994,80.3961
48NC,35.7817,80.4169
2A5,35.9117,79.6178
N61,35.8736,79.5275
IPJ,35.4833,81.1611
9NC2,35.2183,78.7964
3NC3,35.2469,80.4075
NC26,35.6608,80.9706
79NC,36.1344,78.2819
LHZ,36.0233,78.3303
00NC,36.0853,78.3714
LBT,34.6100,79.0594
53NC,34.3781,79.0806
9NC6,34.2750,78.1608
NC10,36.5419,78.0581
0NC7,36.3572,79.9975
14A,35.6139,80.8994
NC30,35.6139,80.7414
3NC0,35.6903,81.7122
MRN,35.8203,81.6114
NC52,35.7283,81.7289
MWK,36.4597,80.5531
NR02,35.2378,79.9956
W40,35.2225,78.0375
NC79,35.4072,80.3575
NC61,36.4594,76.2108
9NC7,35.3697,80.4400
NC20,35.0900,77.1708
EWN,35.0731,77.0431
6NC7,34.7514,76.9061
NC76,35.3181,78.3878
UKF,36.2228,81.0983
SUT,33.9294,78.0747
N83,36.1950,80.0053
60J,33.9086,78.4367
W95,35.1011,75.9658
HNZ,36.3617,78.5292
NC71,34.9181,79.0525
32NC,34.8964,79.0431
61NC,34.8714,78.9656
70NC,36.5447,78.1481
NC36,35.5031,78.0303
63NC,35.8364,77.9964
54NC,36.2394,76.4172
1NC6,35.0561,80.4500
77NC,34.1522,78.1056
NC63,36.1350,80.1847
INT,36.1336,80.2219
NC47,35.4828,77.3533
80C,36.0514,80.6894
NC42,36.0719,80.6997
6W4,36.3997,79.3928
51NC,35.8619,78.3486
ND07,47.0028,97.4072
NA92,48.5786,103.4664
26ND,47.7097,103.6436
ND26,47.9000,103.6589
ND01,47.0458,97.1864
ND73,47.0483,97.2556
ND74,47.0167,97.1628
ND75,47.7200,100.2689
ND02,47.8111,97.9600
4NA3,48.8572,101.3022
6ND3,47.0697,96.9406
SOP,35.2375,79.3889
4W9,35.0508,77.7361
8NC4,35.7300,79.3128
9NC8,35.6869,79.2189
64NC,35.9019,79.7725
7NC,35.7336,76.6697
PMZ,35.8108,76.7583
1NC4,34.9956,77.2578
13NC,35.0336,77.2497
6N9,34.9822,77.6983
NC72,35.4517,78.1600
5W4,35.0197,79.1911
94NC,35.0097,79.2600
5W5,35.6203,78.7003
RDU,35.8778,78.7875
NC13,35.7514,79.6706
19NC,36.0650,77.9231
9NR8,34.7933,79.1936
NC37,36.3400,79.8411
SIF,36.4372,79.8511
6A5,36.3167,79.7081
1NC8,35.5158,80.2581
RZZ,36.4394,77.7094
IXA,36.3297,77.6353
RCZ,34.8914,79.7597
RWI,35.8564,77.8919
8NC5,34.5761,79.2489
NC40,36.4997,79.1186
TDF,36.2847,78.9847
FQD,35.4283,81.9350
9NR7,35.0183,78.5658
88NC,35.6325,80.6853
RUQ,35.6458,80.5203
NC93,35.7778,80.5014
NC00,35.5600,79.1936
82NC,35.3081,79.0733
TTA,35.5825,79.1014
2NC7,36.1681,77.3989
NC66,36.1314,77.2958
45NC,36.5281,77.4547
29NC,35.3117,81.6253
NC97,35.3689,81.5225
EHO,35.2558,81.6008
20NC,35.5922,81.0558
8NC6,35.6897,79.4069
22NC,35.8211,79.4683
5W8,35.7044,79.5042
NC73,35.4389,76.4494
JNX,35.5408,78.3903
8NC3,34.5661,77.4406
3NC7,36.5192,81.1367
42NC,35.9578,78.1706
7A8,35.9444,81.9956
06NC,34.8275,78.9303
43A,35.3847,79.7903
NC15,35.9569,80.9789
SVH,35.7650,80.9539
NC09,35.8839,80.7767
3NC5,35.8122,81.0700
NC43,34.1253,78.3381
NJM,34.6906,77.0297
24A,35.3175,83.2100
81NC,34.0408,78.7400
NC78,34.2103,78.9553
ETC,35.9372,77.5467
NC59,35.8506,81.1439
NC58,35.9208,81.1200
4NC3,35.9308,81.1967
N97,35.8300,80.1075
NC31,35.7647,80.0242
56NC,35.2067,82.0319
AFP,35.0206,80.0772
67NC,34.9700,80.0289
ACZ,34.7178,78.0036
NC48,34.7503,78.0600
7NC7,36.3467,80.1736
N63,36.3014,80.1483
OCW,35.5706,77.0497
2NC1,34.9975,80.8008
07NC,34.8333,80.7511
N52,34.8639,80.7481
NC21,34.9919,80.7483
74NC,35.0964,76.6297
6NC5,36.0181,77.6619
NC86,34.7336,78.7531
CPC,34.2728,78.7150
MCZ,35.8622,77.1783
33NC,34.4269,78.0894
ILM,34.2706,77.9025
W03,35.7703,77.9697
ND59,46.9875,97.5294
5ND0,48.0764,104.0325
NA30,48.2722,101.3964
12ND,48.2953,101.4272
NA81,47.6283,97.0864
9D7,48.4800,99.2364
1ND4,47.0583,97.0169
1A2,47.1111,97.2072
ND60,47.9589,97.4797
ASY,46.0239,99.3525
ND78,47.0400,97.5369
ND80,47.0817,100.7250
0NA1,46.2456,97.0375
NA55,46.2661,97.0161
NA56,46.3022,96.9914
5ND3,48.8556,97.3219
20U,46.9253,103.9819
ND29,46.6667,103.2339
4NA5,48.2883,101.8283
6ND9,48.3928,101.7642
95D,47.2508,101.8142
BIS,46.7728,100.7458
ND96,46.8017,100.6792
D09,48.8303,100.4172
5B4,48.8097,102.2456
7ND5,47.3597,99.6225
BPP,46.1869,103.4281
1NA8,46.6906,100.0953
NA75,47.6764,99.3903
6NA2,46.7925,96.8036
D54,46.9008,96.9186
D24,47.6597,99.6608
0ND0,47.9292,99.4003
ND14,48.2347,97.8017
Y27,46.0664,100.6347
6ND2,46.2589,98.3878
9G9,46.6167,99.1669
ND22,47.6833,101.6006
D05,47.6558,101.4372
06ND,46.7489,101.6694
D57,46.8128,101.8603
ND18,48.5064,101.2169
08ND,47.3231,102.0978
0NA9,46.7500,103.8011
GAF,48.4047,97.3708
7ND2,48.3728,97.3200
2ND3,48.0008,97.1225
RDR,47.9611,97.4011
GFK,47.9492,97.1761
NA60,47.2350,97.0383
ND86,48.5639,103.9631
7N6,48.6256,103.9300
4NA6,48.4550,103.8797
NA63,48.6667,103.8564
46D,47.4511,99.1511
79ND,47.3233,99.0011
5N8,46.8539,97.2078
2C8,48.7839,97.6319
9ND8,48.7856,97.6722
8ND5,46.7639,97.4053
8ND6,46.7128,97.3908
ND10,46.5489,96.7864
ND89,47.0558,98.5069
3NA0,47.4167,97.5114
ND90,45.9667,97.7336
D49,48.8986,102.7922
6NA0,48.9931,102.7381
S32,47.4228,98.1058
D50,48.9286,103.2972
80ND,48.8786,103.3706
34ND,46.7058,97.1564
ND92,46.7083,97.1169
ND09,47.1911,98.1689
81ND,48.3886,101.0450
DVL,48.1144,98.9086
DIK,46.7975,102.8019
7ND1,47.0361,102.7783
D29,48.6186,97.1769
9ND1,48.6481,97.2683
37ND,47.2319,102.5092
S28,48.9978,100.0433
51D,46.3486,98.7347
03ND,48.6264,97.8289
NA32,46.8986,98.8586
NA84,46.8006,99.0050
Y71,46.3828,101.8453
4.00E+07,46.0125,98.5128
ND47,46.6408,97.5511
5N4,46.6272,97.6203
ND34,48.2750,103.3500
38ND,47.0981,97.4011
NA33,48.0011,99.9258
FAR,46.9206,96.8158
8NA9,47.3281,97.6789
52ND,47.1894,97.2894
53ND,47.5481,99.9469
ND24,48.1403,97.6725
JMS,46.9297,98.6783
9NA4,48.6661,101.8908
7K5,48.6675,102.0475
55ND,47.3556,102.7108
GWR,46.2186,97.6436
0ND6,46.0550,99.9169
44ND,47.5278,102.2414
ND16,47.4417,102.2422
10ND,47.1875,102.3617
3NA6,47.7706,99.4617
5H4,47.7911,99.9317
ND72,47.6844,100.0847
ND20,47.7042,97.3500
6H8,46.4819,100.2697
ND85,46.4931,100.1789
0ND7,46.4653,100.1044
48ND,46.5125,100.5503
HZE,47.2900,101.5808
6NA5,46.9128,102.0092
HEI,46.0150,102.6561
ND99,46.7203,96.8094
5ND9,47.4847,97.0747
3H4,47.3594,97.0606
NA65,48.5314,97.6281
8M6,47.7831,98.1864
ND40,46.8167,99.2503
2ND2,47.5669,100.7211
2ND1,47.4925,100.6997
4R6,46.2583,97.4378
88ND,48.7089,97.9939
ND43,48.2000,101.4044
MIB,48.4158,101.3581
MOT,48.2578,101.2781
89ND,47.9114,101.2494
D06,48.2833,97.3919
HBC,48.7683,101.5369
8NA5,46.6631,98.6303
3P3,46.3597,102.3231
5B5,46.4944,99.7600
NA67,48.9839,97.4644
8J7,47.6964,99.1311
05D,47.9669,102.4781
2ND7,48.7517,100.8142
6NA6,48.6192,100.9786
2ND9,48.8167,101.9172
72ND,47.6611,97.5919
4V4,47.7242,97.5906
2D5,46.1731,98.0800
3ND5,47.0611,97.7711
64G,47.1697,97.4803
Y37,48.3942,97.7808
9Y1,47.3928,102.7708
