Hour,hourly_temperature_C
4137,14.67
4138,15.67
4139,16.78
4140,17.78
4141,18.78
4142,19.61
4143,20.22
4144,20.56
4145,20.72
4146,20.44
4147,19.89
4148,18.83
4149,17.28
4150,16.06
4151,15.28
4152,14.67
4153,14.06
4154,13.50
4155,13.06
4156,12.67
4157,12.39
4158,12.28
4159,13.00
4160,13.83
4161,14.83
4162,15.83
4163,16.94
4164,18.00
4165,19.00
4166,19.83
4167,20.39
4168,20.72
4169,20.89
4170,20.61
4171,20.06
4172,19.00
4173,17.39
4174,16.22
4175,15.44
4176,14.78
4177,14.17
4178,13.61
4179,13.17
4180,12.78
4181,12.50
4182,12.39
4183,13.11
4184,13.94
4185,14.89
4186,15.94
4187,17.00
4188,18.06
4189,19.06
4190,19.94
4191,20.50
4192,20.83
4193,21.00
4194,20.72
4195,20.17
4196,19.11
4197,17.50
4198,16.28
4199,15.50
4200,14.83
4201,14.28
4202,13.72
4203,13.28
4204,12.89
4205,12.56
4206,12.50
4207,13.17
4208,14.00
4209,15.00
4210,16.00
4211,17.06
4212,18.17
4213,19.17
4214,20.06
4215,20.61
4216,20.94
4217,21.11
4218,20.83
4219,20.28
4220,19.22
4221,17.61
4222,16.39
4223,15.56
4224,14.94
4225,14.39
4226,13.78
4227,13.33
4228,12.94
4229,12.61
4230,12.50
4231,13.22
4232,14.06
4233,15.06
4234,16.06
4235,17.11
4236,18.22
4237,19.22
4238,20.17
4239,20.72
4240,21.06
4241,21.22
4242,21.00
4243,20.39
4244,19.33
4245,17.72
4246,16.44
4247,15.67
4248,15.00
4249,14.44
4250,13.89
4251,13.39
4252,13.00
4253,12.67
4254,12.61
4255,13.28
4256,14.11
4257,15.11
4258,16.11
4259,17.17
4260,18.28
4261,19.33
4262,20.22
4263,20.83
4264,21.17
4265,21.33
4266,21.06
4267,20.44
4268,19.39
4269,17.78
4270,16.50
4271,15.78
4272,15.11
4273,14.50
4274,13.94
4275,13.50
4276,13.11
4277,12.78
4278,12.67
4279,13.33
4280,14.17
4281,15.17
4282,16.17
4283,17.22
4284,18.28
4285,19.33
4286,20.22
4287,20.83
4288,21.17
4289,21.33
4290,21.06
4291,20.44
4292,19.39
4293,17.72
4294,16.50
4295,15.72
4296,15.06
4297,14.50
4298,14.00
4299,13.56
4300,13.17
4301,12.83
4302,12.72
4303,13.39
4304,14.22
4305,15.17
4306,16.17
4307,17.22
4308,18.33
4309,19.39
4310,20.28
4311,20.89
4312,21.22
4313,21.33
4314,21.06
4315,20.44
4316,19.39
4317,17.78
4318,16.50
4319,15.78
4320,15.11
4321,14.56
4322,14.00
4323,13.56
4324,13.17
4325,12.83
4326,12.72
4327,13.44
4328,14.28
4329,15.28
4330,16.33
4331,17.33
4332,18.50
4333,19.56
4334,20.39
4335,21.06
4336,21.39
4337,21.50
4338,21.22
4339,20.61
4340,19.56
4341,17.94
4342,16.67
4343,15.94
4344,15.28
4345,14.72
4346,14.17
4347,13.67
4348,13.28
4349,12.94
4350,12.78
4351,13.56
4352,14.39
4353,15.39
4354,16.44
4355,17.50
4356,18.61
4357,19.67
4358,20.56
4359,21.22
4360,21.56
4361,21.67
4362,21.39
4363,20.72
4364,19.67
4365,18.06
4366,16.78
4367,16.06
4368,15.39
4369,14.78
4370,14.22
4371,13.72
4372,13.33
4373,13.00
4374,12.89
4375,13.61
4376,14.44
4377,15.44
4378,16.50
4379,17.56
4380,18.67
4381,19.72
4382,20.61
4383,21.28
4384,21.67
4385,21.78
4386,21.50
4387,20.83
4388,19.72
4389,18.11
4390,16.83
4391,16.11
4392,15.50
4393,14.83
4394,14.33
4395,13.83
4396,13.44
4397,13.06
4398,12.94
4399,13.67
4400,14.50
4401,15.50
4402,16.50
4403,17.56
4404,18.72
4405,19.72
4406,20.61
4407,21.28
4408,21.61
4409,21.78
4410,21.50
4411,20.83
4412,19.78
4413,18.17
4414,16.94
4415,16.17
4416,15.56
4417,14.89
4418,14.39
4419,13.89
4420,13.50
4421,13.11
4422,13.00
4423,13.67
4424,14.56
4425,15.56
4426,16.56
4427,17.61
4428,18.83
4429,19.83
4430,20.78
4431,21.44
4432,21.78
4433,21.89
4434,21.61
4435,20.94
4436,19.89
4437,18.28
4438,17.00
4439,16.28
4440,15.61
4441,14.94
4442,14.44
4443,13.94
4444,13.56
4445,13.17
4446,13.06
4447,13.72
4448,14.56
4449,15.61
4450,16.61
4451,17.67
4452,18.89
4453,19.89
4454,20.83
4455,21.50
4456,21.89
4457,22.00
4458,21.67
4459,21.06
4460,20.00
4461,18.33
4462,17.11
4463,16.33
4464,15.67
4465,15.06
4466,14.50
4467,14.06
4468,13.61
4469,13.22
4470,13.11
4471,13.78
4472,14.61
4473,15.67
4474,16.61
4475,17.67
4476,18.89
4477,19.89
4478,20.83
4479,21.50
4480,21.94
4481,22.06
4482,21.72
4483,21.11
4484,20.00
4485,18.39
4486,17.17
4487,16.39
4488,15.72
4489,15.06
4490,14.50
4491,14.06
4492,13.67
4493,13.28
4494,13.17
4495,13.83
4496,14.61
4497,15.67
4498,16.67
4499,17.72
4500,18.89
4501,19.94
4502,20.89
4503,21.61
4504,22.06
4505,22.11
4506,21.83
4507,21.22
4508,20.11
4509,18.50
4510,17.22
4511,16.44
4512,15.78
4513,15.17
4514,14.56
4515,14.11
4516,13.72
4517,13.39
4518,13.22
4519,13.89
4520,14.72
4521,15.72
4522,16.72
4523,17.78
4524,19.00
4525,20.00
4526,20.94
4527,21.67
4528,22.11
4529,22.22
4530,21.89
4531,21.28
4532,20.17
4533,18.50
4534,17.28
4535,16.56
4536,15.89
4537,15.22
4538,14.61
4539,14.17
4540,13.78
4541,13.39
4542,13.22
4543,13.94
4544,14.78
4545,15.83
4546,16.83
4547,17.89
4548,19.11
4549,20.17
4550,21.11
4551,21.83
4552,22.28
4553,22.39
4554,22.11
4555,21.44
4556,20.39
4557,18.72
4558,17.50
4559,16.72
4560,16.00
4561,15.28
4562,14.72
4563,14.28
4564,13.89
4565,13.44
4566,13.28
4567,14.00
4568,14.83
4569,15.89
4570,16.89
4571,18.00
4572,19.22
4573,20.28
4574,21.22
4575,21.94
4576,22.44
4577,22.50
4578,22.22
4579,21.61
4580,20.50
4581,18.83
4582,17.61
4583,16.78
4584,16.11
4585,15.39
4586,14.83
4587,14.33
4588,13.94
4589,13.50
4590,13.33
4591,14.06
4592,14.94
4593,15.94
4594,17.00
4595,18.06
4596,19.28
4597,20.39
4598,21.33
4599,22.06
4600,22.56
4601,22.67
4602,22.39
4603,21.78
4604,20.67
4605,18.94
4606,17.72
4607,16.89
4608,16.22
4609,15.56
4610,14.94
4611,14.44
4612,14.06
4613,13.61
4614,13.39
4615,14.17
4616,15.06
4617,16.06
4618,17.11
4619,18.22
4620,19.44
4621,20.50
4622,21.44
4623,22.22
4624,22.67
4625,22.83
4626,22.56
4627,21.94
4628,20.83
4629,19.11
4630,17.89
4631,17.06
4632,16.39
4633,15.67
4634,15.06
4635,14.61
4636,14.17
4637,13.72
4638,13.50
4639,14.22
4640,15.17
4641,16.22
4642,17.28
4643,18.39
4644,19.61
4645,20.67
4646,21.67
4647,22.44
4648,22.94
4649,23.06
4650,22.83
4651,22.22
4652,21.11
4653,19.33
4654,18.06
4655,17.28
4656,16.56
4657,15.83
4658,15.22
4659,14.72
4660,14.28
4661,13.83
4662,13.56
4663,14.33
4664,15.28
4665,16.33
4666,17.39
4667,18.56
4668,19.72
4669,20.89
4670,21.83
4671,22.61
4672,23.17
4673,23.33
4674,23.06
4675,22.44
4676,21.33
4677,19.56
4678,18.28
4679,17.44
4680,16.67
4681,16.00
4682,15.39
4683,14.89
4684,14.44
4685,14.00
4686,13.72
4687,14.50
4688,15.39
4689,16.44
4690,17.50
4691,18.61
4692,19.78
4693,20.94
4694,21.94
4695,22.72
4696,23.28
4697,23.44
4698,23.22
4699,22.61
4700,21.44
4701,19.61
4702,18.39
4703,17.56
4704,16.78
4705,16.06
4706,15.44
4707,14.94
4708,14.56
4709,14.06
4710,13.83
4711,14.56
4712,15.44
4713,16.50
4714,17.56
4715,18.67
4716,19.83
4717,21.00
4718,22.00
4719,22.78
4720,23.33
4721,23.50
4722,23.28
4723,22.67
4724,21.50
4725,19.72
4726,18.50
4727,17.67
4728,16.89
4729,16.17
4730,15.56
4731,15.06
4732,14.67
4733,14.17
4734,13.89
4735,14.61
4736,15.50
4737,16.50
4738,17.56
4739,18.72
4740,19.94
4741,21.06
4742,22.06
4743,22.83
4744,23.39
4745,23.61
4746,23.33
4747,22.78
4748,21.61
4749,19.83
4750,18.61
4751,17.72
4752,16.94
4753,16.22
4754,15.56
4755,15.11
4756,14.67
4757,14.22
4758,13.94
4759,14.61
4760,15.56
4761,16.56
4762,17.56
4763,18.72
4764,19.94
4765,21.11
4766,22.11
4767,22.89
4768,23.50
4769,23.72
4770,23.44
4771,22.89
4772,21.72
4773,19.89
4774,18.67
4775,17.78
4776,17.06
4777,16.28
4778,15.61
4779,15.11
4780,14.72
4781,14.22
4782,13.94
4783,14.67
4784,15.56
4785,16.56
4786,17.61
4787,18.78
4788,20.00
4789,21.17
4790,22.17
4791,23.00
4792,23.56
4793,23.78
4794,23.56
4795,23.00
4796,21.83
4797,19.94
4798,18.72
4799,17.89
4800,17.11
4801,16.33
4802,15.72
4803,15.22
4804,14.78
4805,14.28
4806,13.94
4807,14.67
4808,15.61
4809,16.67
4810,17.72
4811,18.83
4812,20.06
4813,21.28
4814,22.28
4815,23.11
4816,23.67
4817,23.94
4818,23.72
4819,23.11
4820,21.94
4821,20.06
4822,18.83
4823,17.94
4824,17.17
4825,16.39
4826,15.78
4827,15.22
4828,14.78
4829,14.33
4830,14.00
4831,14.72
4832,15.67
4833,16.72
4834,17.78
4835,18.94
4836,20.17
4837,21.39
4838,22.44
4839,23.28
4840,23.83
4841,24.06
4842,23.89
4843,23.28
4844,22.06
4845,20.17
4846,18.89
4847,18.06
4848,17.28
4849,16.50
4850,15.83
4851,15.33
4852,14.83
4853,14.39
4854,14.06
4855,14.72
4856,15.72
4857,16.78
4858,17.89
4859,19.06
4860,20.28
4861,21.50
4862,22.56
4863,23.33
4864,23.89
4865,24.17
4866,23.94
4867,23.33
4868,22.11
4869,20.22
4870,18.94
4871,18.11
4872,17.33
4873,16.56
4874,15.89
4875,15.39
4876,14.94
4877,14.44
4878,14.11
4879,14.78
4880,15.78
4881,16.83
4882,17.94
4883,19.11
4884,20.28
4885,21.56
4886,22.61
4887,23.44
4888,24.00
4889,24.28
4890,24.06
4891,23.44
4892,22.22
4893,20.28
4894,19.00
4895,18.17
4896,17.39
4897,16.61
4898,15.94
4899,15.39
4900,14.94
4901,14.44
4902,14.11
4903,14.78
4904,15.78
4905,16.83
4906,17.94
4907,19.11
4908,20.33
4909,21.56
4910,22.61
4911,23.44
4912,24.00
4913,24.28
4914,24.06
4915,23.44
4916,22.17
4917,20.28
4918,19.00
4919,18.11
4920,17.33
4921,16.56
4922,15.94
4923,15.39
4924,14.89
4925,14.44
4926,14.11
4927,14.78
4928,15.72
4929,16.78
4930,17.89
4931,19.06
4932,20.28
4933,21.50
4934,22.61
4935,23.44
4936,24.00
4937,24.28
4938,24.11
4939,23.44
4940,22.17
4941,20.22
4942,18.94
4943,18.11
4944,17.28
4945,16.56
4946,15.89
4947,15.33
4948,14.83
4949,14.39
4950,14.06
4951,14.72
4952,15.67
4953,16.78
4954,17.83
4955,19.06
4956,20.28
4957,21.50
4958,22.61
4959,23.44
4960,24.06
4961,24.28
4962,24.11
4963,23.44
4964,22.17
4965,20.22
4966,18.94
4967,18.11
4968,17.33
4969,16.56
4970,15.89
4971,15.33
4972,14.83
4973,14.39
4974,14.06
4975,14.67
4976,15.67
4977,16.78
4978,17.83
4979,19.06
4980,20.28
4981,21.56
4982,22.67
4983,23.50
4984,24.11
4985,24.33
4986,24.17
4987,23.44
4988,22.17
4989,20.22
4990,18.94
4991,18.11
4992,17.28
4993,16.56
4994,15.89
4995,15.33
4996,14.83
4997,14.39
4998,14.06
4999,14.67
5000,15.61
5001,16.72
5002,17.83
5003,19.06
5004,20.33
5005,21.56
5006,22.67
5007,23.56
5008,24.11
5009,24.39
5010,24.17
5011,23.50
5012,22.17
5013,20.22
5014,19.00
5015,18.11
5016,17.33
5017,16.56
5018,15.94
5019,15.39
5020,14.83
5021,14.39
5022,14.06
5023,14.61
5024,15.56
5025,16.67
5026,17.78
5027,18.94
5028,20.22
5029,21.50
5030,22.61
5031,23.44
5032,24.06
5033,24.28
5034,24.11
5035,23.39
5036,22.06
5037,20.11
5038,18.89
5039,18.06
5040,17.28
5041,16.50
5042,15.89
5043,15.33
5044,14.78
5045,14.39
5046,14.06
5047,14.56
5048,15.50
5049,16.61
5050,17.72
5051,18.89
5052,20.17
5053,21.44
5054,22.56
5055,23.44
5056,24.00
5057,24.22
5058,24.06
5059,23.33
5060,22.00
5061,20.06
5062,18.89
5063,18.00
5064,17.22
5065,16.56
5066,15.89
5067,15.33
5068,14.78
5069,14.39
5070,14.06
5071,14.56
5072,15.50
5073,16.61
5074,17.72
5075,18.89
5076,20.17
5077,21.39
5078,22.56
5079,23.44
5080,24.00
5081,24.22
5082,24.00
5083,23.28
5084,21.94
5085,20.00
5086,18.83
5087,18.00
5088,17.22
5089,16.50
5090,15.89
5091,15.33
5092,14.78
5093,14.39
5094,14.06
5095,14.56
5096,15.56
5097,16.67
5098,17.78
5099,18.94
5100,20.22
5101,21.50
5102,22.61
5103,23.50
5104,24.06
5105,24.22
5106,24.06
5107,23.28
5108,21.89
5109,20.00
5110,18.83
5111,18.00
5112,17.22
5113,16.56
5114,15.94
5115,15.39
5116,14.83
5117,14.44
5118,14.11
5119,14.61
5120,15.56
5121,16.72
5122,17.83
5123,19.06
5124,20.28
5125,21.50
5126,22.61
5127,23.50
5128,24.06
5129,24.22
5130,24.00
5131,23.22
5132,21.83
5133,19.94
5134,18.78
5135,18.00
5136,17.22
5137,16.56
5138,15.94
5139,15.39
5140,14.89
5141,14.44
5142,14.17
5143,14.61
5144,15.56
5145,16.67
5146,17.78
5147,18.94
5148,20.17
5149,21.44
5150,22.56
5151,23.39
5152,23.94
5153,24.17
5154,23.94
5155,23.17
5156,21.78
5157,19.89
5158,18.78
5159,17.94
5160,17.17
5161,16.50
5162,15.94
5163,15.33
5164,14.83
5165,14.44
5166,14.17
5167,14.56
5168,15.50
5169,16.61
5170,17.72
5171,18.89
5172,20.11
5173,21.33
5174,22.44
5175,23.33
5176,23.83
5177,24.00
5178,23.83
5179,23.06
5180,21.61
5181,19.78
5182,18.72
5183,17.89
5184,17.11
5185,16.44
5186,15.89
5187,15.33
5188,14.83
5189,14.44
5190,14.11
5191,14.56
5192,15.44
5193,16.56
5194,17.67
5195,18.83
5196,20.06
5197,21.28
5198,22.39
5199,23.28
5200,23.78
5201,24.00
5202,23.78
5203,23.00
5204,21.56
5205,19.72
5206,18.72
5207,17.89
5208,17.11
5209,16.44
5210,15.89
5211,15.33
5212,14.83
5213,14.44
5214,14.11
5215,14.50
5216,15.44
5217,16.50
5218,17.67
5219,18.83
5220,20.06
5221,21.33
5222,22.44
5223,23.28
5224,23.83
5225,24.06
5226,23.83
5227,23.00
5228,21.61
5229,19.78
5230,18.78
5231,17.94
5232,17.17
5233,16.50
5234,15.89
5235,15.33
5236,14.83
5237,14.44
5238,14.11
5239,14.50
5240,15.44
5241,16.56
5242,17.72
5243,18.89
5244,20.17
5245,21.39
5246,22.50
5247,23.39
5248,23.89
5249,24.11
5250,23.83
5251,23.06
5252,21.61
5253,19.83
5254,18.83
5255,18.00
5256,17.22
5257,16.56
5258,15.94
5259,15.39
5260,14.89
5261,14.50
5262,14.17
5263,14.50
5264,15.44
5265,16.56
5266,17.67
5267,18.89
5268,20.17
5269,21.44
5270,22.56
5271,23.39
5272,23.89
5273,24.11
5274,23.83
5275,23.06
5276,21.67
5277,19.83
5278,18.83
5279,18.00
5280,17.28
5281,16.56
5282,16.00
5283,15.39
5284,14.94
5285,14.50
5286,14.17
5287,14.56
5288,15.50
5289,16.56
5290,17.72
5291,18.89
5292,20.22
5293,21.44
5294,22.56
5295,23.39
5296,23.89
5297,24.11
5298,23.78
5299,23.06
5300,21.67
5301,19.89
5302,18.89
5303,18.00
5304,17.28
5305,16.61
5306,16.00
5307,15.44
5308,15.00
5309,14.56
5310,14.28
5311,14.56
5312,15.50
5313,16.61
5314,17.78
5315,18.94
5316,20.22
5317,21.50
5318,22.61
5319,23.44
5320,23.89
5321,24.11
5322,23.83
5323,23.06
5324,21.61
5325,19.89
5326,18.89
5327,18.00
5328,17.22
5329,16.56
5330,16.00
5331,15.44
5332,15.00
5333,14.56
5334,14.22
5335,14.50
5336,15.44
5337,16.56
5338,17.72
5339,18.89
5340,20.17
5341,21.44
5342,22.56
5343,23.33
5344,23.83
5345,24.06
5346,23.72
5347,22.94
5348,21.50
5349,19.78
5350,18.83
5351,17.94
5352,17.17
5353,16.56
5354,15.94
5355,15.39
5356,14.94
5357,14.56
5358,14.22
5359,14.50
5360,15.39
5361,16.44
5362,17.61
5363,18.83
5364,20.06
5365,21.33
5366,22.44
5367,23.22
5368,23.72
5369,23.89
5370,23.61
5371,22.83
5372,21.39
5373,19.72
5374,18.72
5375,17.89
5376,17.11
5377,16.50
5378,15.89
5379,15.33
5380,14.89
5381,14.50
5382,14.17
5383,14.39
5384,15.33
5385,16.39
5386,17.56
5387,18.78
5388,20.06
5389,21.28
5390,22.39
5391,23.17
5392,23.67
5393,23.83
5394,23.56
5395,22.72
5396,21.28
5397,19.61
5398,18.67
5399,17.83
5400,17.11
5401,16.44
5402,15.89
5403,15.33
5404,14.83
5405,14.44
5406,14.11
5407,14.33
5408,15.33
5409,16.39
5410,17.56
5411,18.78
5412,20.06
5413,21.28
5414,22.39
5415,23.17
5416,23.61
5417,23.78
5418,23.50
5419,22.67
5420,21.22
5421,19.56
5422,18.61
5423,17.78
5424,17.06
5425,16.39
5426,15.78
5427,15.28
5428,14.78
5429,14.39
5430,14.06
5431,14.28
5432,15.22
5433,16.33
5434,17.50
5435,18.72
5436,20.06
5437,21.28
5438,22.33
5439,23.11
5440,23.61
5441,23.78
5442,23.44
5443,22.61
5444,21.17
5445,19.50
5446,18.56
5447,17.72
5448,16.94
5449,16.33
5450,15.72
5451,15.17
5452,14.72
5453,14.33
5454,14.06
5455,14.22
5456,15.17
5457,16.28
5458,17.39
5459,18.61
5460,19.94
5461,21.17
5462,22.28
5463,23.06
5464,23.50
5465,23.67
5466,23.33
5467,22.50
5468,21.00
5469,19.39
5470,18.44
5471,17.61
5472,16.89
5473,16.22
5474,15.67
5475,15.11
5476,14.67
5477,14.28
5478,13.94
5479,14.11
5480,15.06
5481,16.17
5482,17.28
5483,18.50
5484,19.83
5485,21.11
5486,22.17
5487,22.94
5488,23.44
5489,23.56
5490,23.22
5491,22.44
5492,20.89
5493,19.33
5494,18.39
5495,17.56
5496,16.83
5497,16.17
5498,15.61
5499,15.06
5500,14.61
5501,14.22
5502,13.89
5503,14.06
5504,15.00
5505,16.11
5506,17.28
5507,18.56
5508,19.83
5509,21.11
5510,22.22
5511,23.00
5512,23.44
5513,23.56
5514,23.22
5515,22.39
5516,20.83
5517,19.28
5518,18.33
5519,17.50
5520,16.78
5521,16.17
5522,15.56
5523,15.00
5524,14.56
5525,14.17
5526,13.83
5527,13.94
5528,14.94
5529,16.06
5530,17.22
5531,18.50
5532,19.83
5533,21.06
5534,22.17
5535,22.94
5536,23.39
5537,23.50
5538,23.17
5539,22.33
5540,20.72
5541,19.22
5542,18.28
5543,17.44
5544,16.72
5545,16.11
5546,15.50
5547,15.00
5548,14.56
5549,14.17
5550,13.83
5551,13.94
5552,14.89
5553,16.06
5554,17.17
5555,18.44
5556,19.78
5557,21.00
5558,22.11
5559,22.89
5560,23.33
5561,23.44
5562,23.11
5563,22.22
5564,20.61
5565,19.11
5566,18.17
5567,17.39
5568,16.67
5569,16.06
5570,15.50
5571,14.94
5572,14.50
5573,14.17
5574,13.78
5575,13.89
5576,14.83
5577,16.00
5578,17.17
5579,18.44
5580,19.67
5581,20.94
5582,22.00
5583,22.78
5584,23.22
5585,23.28
5586,22.89
5587,22.06
5588,20.39
5589,18.94
5590,18.06
5591,17.28
5592,16.56
5593,16.00
5594,15.44
5595,14.94
5596,14.50
5597,14.11
5598,13.83
5599,13.83
5600,14.78
5601,15.89
5602,17.06
5603,18.33
5604,19.56
5605,20.78
5606,21.83
5607,22.61
5608,23.06
5609,23.11
5610,22.72
5611,21.83
5612,20.17
5613,18.78
5614,17.89
5615,17.11
5616,16.44
5617,15.89
5618,15.39
5619,14.89
5620,14.44
5621,14.11
5622,13.78
5623,13.83
5624,14.72
5625,15.83
5626,17.00
5627,18.28
5628,19.44
5629,20.67
5630,21.72
5631,22.50
5632,22.94
5633,23.00
5634,22.56
5635,21.72
5636,20.00
5637,18.67
5638,17.83
5639,17.11
5640,16.39
5641,15.89
5642,15.33
5643,14.83
5644,14.44
5645,14.11
5646,13.78
5647,13.78
5648,14.67
5649,15.78
5650,16.94
5651,18.22
5652,19.44
5653,20.61
5654,21.67
5655,22.39
5656,22.83
5657,22.89
5658,22.50
5659,21.61
5660,19.89
5661,18.56
5662,17.78
5663,17.00
5664,16.33
5665,15.83
5666,15.33
5667,14.83
5668,14.39
5669,14.06
5670,13.72
5671,13.72
5672,14.61
5673,15.72
5674,16.89
5675,18.17
5676,19.33
5677,20.56
5678,21.56
5679,22.28
5680,22.72
5681,22.72
5682,22.33
5683,21.44
5684,19.72
5685,18.44
5686,17.72
5687,17.00
5688,16.33
5689,15.78
5690,15.28
5691,14.78
5692,14.39
5693,14.00
5694,13.72
5695,13.67
5696,14.56
5697,15.72
5698,16.89
5699,18.11
5700,19.33
5701,20.50
5702,21.56
5703,22.28
5704,22.72
5705,22.72
5706,22.33
5707,21.39
5708,19.67
5709,18.44
5710,17.67
5711,16.94
5712,16.28
5713,15.78
5714,15.22
5715,14.72
5716,14.33
5717,14.00
5718,13.67
5719,13.67
5720,14.50
5721,15.67
5722,16.83
5723,18.06
5724,19.33
5725,20.50
5726,21.50
5727,22.22
5728,22.67
5729,22.72
5730,22.28
5731,21.33
5732,19.56
5733,18.33
5734,17.56
5735,16.89
5736,16.22
5737,15.67
5738,15.17
5739,14.67
5740,14.28
5741,13.94
5742,13.67
5743,13.61
5744,14.50
5745,15.61
5746,16.83
5747,18.00
5748,19.22
5749,20.39
5750,21.44
5751,22.17
5752,22.61
5753,22.61
5754,22.17
5755,21.22
5756,19.50
5757,18.22
5758,17.50
5759,16.83
5760,16.17
5761,15.61
5762,15.11
5763,14.61
5764,14.22
5765,13.89
5766,13.56
5767,13.56
5768,14.39
5769,15.56
5770,16.72
5771,17.94
5772,19.11
5773,20.33
5774,21.33
5775,22.06
5776,22.50
5777,22.50
5778,22.06
5779,21.11
5780,19.33
5781,18.11
5782,17.44
5783,16.78
5784,16.11
5785,15.56
5786,15.00
5787,14.56
5788,14.17
5789,13.78
5790,13.50
5791,13.44
5792,14.33
5793,15.44
5794,16.61
5795,17.83
5796,19.06
5797,20.22
5798,21.28
5799,21.94
5800,22.39
5801,22.39
5802,21.89
5803,20.94
5804,19.17
5805,18.06
5806,17.33
5807,16.67
5808,16.06
5809,15.44
5810,14.94
5811,14.50
5812,14.06
5813,13.72
5814,13.39
5815,13.39
5816,14.22
5817,15.33
5818,16.50
5819,17.72
5820,18.94
5821,20.11
5822,21.17
5823,21.89
5824,22.28
5825,22.22
5826,21.78
5827,20.78
5828,19.06
5829,17.94
5830,17.22
5831,16.56
5832,15.94
5833,15.39
5834,14.83
5835,14.44
5836,14.00
5837,13.67
5838,13.39
5839,13.33
5840,14.17
5841,15.28
5842,16.44
5843,17.67
5844,18.83
5845,20.00
5846,21.00
5847,21.72
5848,22.11
5849,22.06
5850,21.61
5851,20.61
5852,18.89
5853,17.78
5854,17.11
5855,16.44
5856,15.89
5857,15.28
5858,14.78
5859,14.39
5860,13.94
5861,13.61
5862,13.33
5863,13.28
5864,14.06
5865,15.22
5866,16.33
5867,17.56
5868,18.72
5869,19.89
5870,20.89
5871,21.56
5872,21.94
5873,21.89
5874,21.39
5875,20.39
5876,18.67
5877,17.67
5878,17.00
5879,16.33
5880,15.78
5881,15.22
5882,14.67
5883,14.28
5884,13.83
5885,13.56
5886,13.22
5887,13.17
5888,13.94
5889,15.11
5890,16.22
5891,17.44
5892,18.61
5893,19.78
5894,20.78
5895,21.44
5896,21.83
5897,21.78
5898,21.28
5899,20.22
5900,18.50
5901,17.50
5902,16.83
5903,16.22
5904,15.67
5905,15.11
5906,14.56
5907,14.17
5908,13.78
5909,13.44
5910,13.17
5911,13.06
5912,13.83
5913,15.00
5914,16.11
5915,17.33
5916,18.56
5917,19.67
5918,20.61
5919,21.28
5920,21.67
5921,21.61
5922,21.11
5923,20.06
5924,18.33
5925,17.33
5926,16.72
5927,16.11
5928,15.56
5929,15.00
5930,14.44
5931,14.06
5932,13.61
5933,13.33
5934,13.06
5935,12.94
5936,13.72
5937,14.83
5938,16.00
5939,17.22
5940,18.44
5941,19.56
5942,20.56
5943,21.22
5944,21.61
5945,21.56
5946,21.00
5947,19.89
5948,18.22
5949,17.28
5950,16.61
5951,16.00
5952,15.44
5953,14.83
5954,14.28
5955,13.94
5956,13.50
5957,13.17
5958,12.89
5959,12.83
5960,13.61
5961,14.78
5962,15.89
5963,17.11
5964,18.39
5965,19.50
5966,20.50
5967,21.17
5968,21.56
5969,21.50
5970,20.94
5971,19.83
5972,18.11
5973,17.17
5974,16.56
5975,15.94
5976,15.39
5977,14.78
5978,14.28
5979,13.83
5980,13.44
5981,13.11
5982,12.78
5983,12.72
5984,13.50
5985,14.72
5986,15.83
5987,17.11
5988,18.33
5989,19.44
5990,20.44
5991,21.11
5992,21.50
5993,21.44
5994,20.89
5995,19.72
5996,18.00
5997,17.11
5998,16.44
5999,15.83
6000,15.28
6001,14.67
6002,14.17
6003,13.78
6004,13.33
6005,13.00
6006,12.72
6007,12.61
6008,13.39
6009,14.61
6010,15.72
6011,16.94
6012,18.22
6013,19.33
6014,20.33
6015,21.00
6016,21.39
6017,21.28
6018,20.78
6019,19.56
6020,17.89
6021,16.94
6022,16.33
6023,15.72
6024,15.17
6025,14.56
6026,14.06
6027,13.67
6028,13.22
6029,12.89
6030,12.61
6031,12.56
6032,13.28
6033,14.44
6034,15.61
6035,16.83
6036,18.06
6037,19.17
6038,20.11
6039,20.78
6040,21.17
6041,21.06
6042,20.56
6043,19.33
6044,17.67
6045,16.78
6046,16.17
6047,15.56
6048,15.00
6049,14.44
6050,13.94
6051,13.56
6052,13.17
6053,12.83
6054,12.56
6055,12.50
6056,13.17
6057,14.33
6058,15.44
6059,16.67
6060,17.83
6061,18.94
6062,19.89
6063,20.50
6064,20.89
6065,20.78
6066,20.28
6067,19.06
6068,17.44
6069,16.56
6070,15.94
6071,15.39
6072,14.83
6073,14.33
6074,13.83
6075,13.44
6076,13.06
6077,12.72
6078,12.44
6079,12.39
6080,13.06
6081,14.17
6082,15.28
6083,16.50
6084,17.67
6085,18.78
6086,19.72
6087,20.33
6088,20.67
6089,20.56
6090,20.06
6091,18.83
6092,17.22
6093,16.44
6094,15.83
6095,15.28
6096,14.72
6097,14.22
6098,13.72
6099,13.33
6100,12.94
6101,12.67
6102,12.39
6103,12.28
6104,12.94
6105,14.06
6106,15.17
6107,16.39
6108,17.56
6109,18.67
6110,19.56
6111,20.17
6112,20.50
6113,20.39
6114,19.83
6115,18.61
6116,17.06
6117,16.28
6118,15.67
6119,15.11
6120,14.61
6121,14.11
6122,13.61
6123,13.22
6124,12.89
6125,12.56
6126,12.28
6127,12.22
6128,12.83
6129,13.94
6130,15.00
6131,16.28
6132,17.44
6133,18.50
6134,19.39
