xBase,yBase
-84.946092,30.134247
Bus Name,xVal,yVal,xDif,yDif,xAdj,yAdj
l2766716,1672238.2013,12279690.269,-21715.828800000018,2112.5120000001043,-85.01123948639999,30.140584536
l3235245,1672012.9008,12279688.131,-21941.129300000146,2110.373999999836,-85.01191538789999,30.140578121999997
l3254209,1672165.8004,12279878.362,-21788.229700000025,2300.605000000447,-85.01145668909999,30.141148815
l2991914,1669053.9791,12281719.002,-24900.050999999978,4141.245000001043,-85.02079215299999,30.146670735
l2841635,1668890.1309,12281613.39,-25063.8992000001,4035.6330000013113,-85.0212836976,30.146353899
l2822869,1668726.1434,12281507.689,-25227.88670000015,3929.93200000003,-85.02177566009999,30.146036795999997
m1026808,1668484.2501,12281312.269,-25469.780000000028,3734.5120000001043,-85.02250133999999,30.145450536
l2729410,1668574.2556,12281312.347,-25379.774500000058,3734.589999999851,-85.0222313235,30.145450769999997
l3254217,1668312.9676,12281220.027,-25641.0625,3642.2700000014156,-85.0230151875,30.145173810000003
m1026800,1668244.7283,12281028.879,-25709.301800000016,3451.122000001371,-85.0232199054,30.144600366000002
m1026795,1668183.4521,12280738.284,-25770.57799999998,3160.5270000007004,-85.023403734,30.143728581
l2822870,1668093.8562,12280755.254,-25860.173900000053,3177.497000001371,-85.0236725217,30.143779491000004
l2766725,1667910.4373,12280654.865,-26043.592799999984,3077.108000000939,-85.02422277839999,30.143478324
m1026783,1668025.0762,12280424.203,-25928.95390000008,2846.446000000462,-85.0238788617,30.142786338
m1026769,1667706.5343,12279688.889,-26247.49580000015,2111.1320000011474,-85.0248344874,30.140580396
d6140776-1_int,1693954.0301,12277577.757,0.0,0.0,-84.946092,30.134247
e182730,1667685.526,12279697.421,-26268.50410000002,2119.6640000008047,-85.02489751229999,30.140605992
l2729429,1667404.8025,12279825.126,-26549.2276000001,2247.369000000879,-85.0257396828,30.140989107
l3197647,1667269.6878,12280185.729,-26684.342300000135,2607.9720000009984,-85.0261450269,30.142070916
m1026778,1667267.8814,12280190.731,-26686.14870000002,2612.974000001326,-85.02615044609999,30.142085922000003
l2841633,1667692.4113,12279664.649,-26261.618800000055,2086.892000000924,-85.0248768564,30.140507676000002
d5534970-1_int,1693954.0301,12277577.757,0.0,0.0,-84.946092,30.134247
e182732,1667533.4128,12279353.283,-26420.61730000004,1775.5260000005364,-85.0253538519,30.139573578
m1026744,1667364.42,12278982.12,-26589.610100000165,1404.3629999998957,-85.02586083029999,30.138460089
l3235258,1667504.8104,12278933.537,-26449.219700000016,1355.780000001192,-85.02543965909999,30.13831434
m1026702,1666852.6699,12278175.781,-27101.360199999996,598.0240000002086,-85.0273960806,30.136041071999998
m1026695,1666395.6997,12277981.721,-27558.330400000094,403.9640000015497,-85.02876699119999,30.135458892000003
l2973167,1666159.2089,12278035.19,-27794.821200000122,457.4330000001937,-85.02947646359999,30.135619299
m1026700,1665859.2056,12278130.226,-28094.824500000104,552.4690000005066,-85.0303764735,30.135904407
l3189189,1665803.9587,12277929.407,-28150.071400000015,351.65000000037253,-85.0305422142,30.13530195
m1026706,1665604.6515,12278248.08,-28349.37860000017,670.3230000007898,-85.03114013579999,30.136257969000003
l3216368,1665611.3812,12278364.439,-28342.648900000146,786.6820000000298,-85.03111994669999,30.136607045999998
m1026726,1665615.0266,12278511.92,-28339.003500000108,934.1630000006407,-85.03110901049999,30.137049489
l2916610,1665617.5702,12278727.811,-28336.459900000133,1150.0540000014007,-85.03110137969999,30.137697162000002
l2814529,1665706.9409,12278603.633,-28247.089200000046,1025.876000000164,-85.03083326759999,30.137324628
l2876847,1665377.4586,12278539.056,-28576.57150000008,961.2990000005811,-85.0318217145,30.137130897
l2935560,1665680.0302,12278080.48,-28273.99990000017,502.7230000011623,-85.03091399969999,30.135755169000003
m1026709,1665171.1144,12278260.253,-28782.915700000012,682.496000001207,-85.0324407471,30.136294488
m1026701,1665004.3909,12278164.435,-28949.639200000092,586.6780000012368,-85.03294091759999,30.136007034000002
m1026690,1664697.5677,12277902.369,-29256.462400000077,324.6120000015944,-85.03386138719999,30.135220836000002
l3216351,1664756.5992,12277870.134,-29197.430900000036,292.3770000003278,-85.03368429269999,30.135124130999998
l2879081,1664801.1391,12277776.159,-29152.89100000006,198.40200000070035,-85.033550673,30.134842206000002
l3066816,1664599.9559,12277333.738,-29354.07420000015,-244.01899999938905,-85.0341542226,30.133514943
m1026661,1664355.564,12276838.544,-29598.466100000078,-739.2129999995232,-85.03488739829999,30.132029361
l3066817,1663734.5448,12276569.236,-30219.48530000006,-1008.5209999997169,-85.03675045589999,30.131221437
l2879078,1664462.2525,12277691.229,-29491.777600000147,113.47200000099838,-85.0345673328,30.134587416000002
l3048221,1664158.8413,12277419.783,-29795.18880000012,-157.97399999946356,-85.03547756639999,30.133773078
d5835167-6_int,1693954.0301,12277577.757,0.0,0.0,-84.946092,30.134247
q14414,1693954.0301,12277577.757,0.0,0.0,-84.946092,30.134247
l2691952,1663798.4629,12277096.944,-30155.567200000165,-480.81299999915063,-85.0365587016,30.132804561
m3036170,1663793.3429,12277091.951,-30160.687200000044,-485.8059999998659,-85.03657406159999,30.132789581999997
m1026662,1663670.9954,12276922.246,-30283.034700000193,-655.5109999999404,-85.0369411041,30.132280466999998
l3216350,1663676.8322,12276741.317,-30277.19790000003,-836.4399999994785,-85.0369235937,30.13173768
l2841631,1663588.5962,12277002.24,-30365.433900000062,-575.5169999990612,-85.0371883017,30.132520449
l3141402,1663669.5045,12277430.94,-30284.52560000005,-146.81699999980628,-85.0369455768,30.133806549
l2673319,1663309.1998,12276624.311,-30644.83030000003,-953.4459999985993,-85.0380264909,30.131386662000004
m1026658,1663229.6104,12276549.53,-30724.419700000202,-1028.2269999999553,-85.03826525909999,30.131162318999998
l3172805,1663438.06,12276268.372,-30515.970100000035,-1309.3849999997765,-85.03763991029999,30.130318844999998
m1026655,1663058.881,12276389.118,-30895.14910000004,-1188.6389999985695,-85.03877744729999,30.130681083000002
m1009655,1663018.5927,12276433.658,-30935.43740000017,-1144.0989999994636,-85.03889831219999,30.130814703
l3141411,1662922.4678,12276584.649,-31031.562300000107,-993.1079999990761,-85.0391866869,30.131267676
l2710518,1663138.0853,12276338.23,-30815.944800000172,-1239.5269999988377,-85.0385398344,30.130528419
m1009651,1662908.0335,12276247.389,-31045.996600000188,-1330.3679999988526,-85.03922998979999,30.130255896
m1009650,1662888.2539,12276225.332,-31065.776200000197,-1352.4249999988824,-85.03928932859999,30.130189725
e203026,1662334.4706,12275527.775,-31619.559500000207,-2049.981999998912,-85.0409506785,30.128097054
l2879092,1662843.1487,12276407.759,-31110.88140000007,-1169.9979999996722,-85.0394246442,30.130737006
l3197642,1663873.4402,12276942.488,-30080.58990000002,-635.268999999389,-85.0363337697,30.132341193000002
m1026713,1664938.7402,12278316.221,-29015.289900000207,738.4640000015497,-85.0331378697,30.136462392000002
l2785530,1664759.5402,12278321.89,-29194.48990000016,744.1330000013113,-85.0336754697,30.136479399000002
l2822868,1664380.8895,12278334.329,-29573.140600000042,756.5720000006258,-85.03481142179999,30.136516716
l2766723,1664187.9516,12278339.58,-29766.07850000006,761.8230000007898,-85.03539023549999,30.136532469000002
l3122822,1664285.6616,12278499.64,-29668.3685000001,921.8830000013113,-85.0350971055,30.137012649000003
l2860504,1664980.3514,12278329.32,-28973.678700000048,751.5630000010133,-85.03301303609999,30.136501689000003
l2860493,1664964.7702,12279012.348,-28989.25990000018,1434.591000000015,-85.0330597797,30.138550773
l3085403,1664964.3688,12279299.781,-28989.661300000036,1722.0240000002086,-85.03306098389999,30.139413072
m1026705,1665181.4568,12278220.555,-28772.573300000047,642.7980000004172,-85.03240971989999,30.136175394
l2710532,1665215.5601,12278312.911,-28738.470000000205,735.1540000010282,-85.03230740999999,30.136452462
m1026703,1665191.8853,12278180.541,-28762.144800000126,602.7839999999851,-85.03237843439999,30.136055352
l2973166,1665185.7617,12277941.019,-28768.268400000175,363.2620000001043,-85.0323968052,30.135336786
l3189188,1665770.6787,12278133.826,-28183.351400000043,556.0690000001341,-85.03064205419999,30.135915207
l2851933,1665852.2178,12278449.914,-28101.812300000107,872.1570000015199,-85.03039743689999,30.136863471
l3207907,1665832.9912,12278524.986,-28121.038900000043,947.2290000002831,-85.0304551167,30.137088687
m3037441,1665831.0169,12278532.69,-28123.01320000016,954.9330000001937,-85.0304610396,30.137111799
l3226771,1666269.1947,12278819.689,-27684.83539999998,1241.9320000000298,-85.0291465062,30.137972796
l3189190,1666040.2815,12279158.821,-27913.74860000005,1581.0640000011772,-85.02983324579999,30.138990192
l3122827,1666495.2406,12277209.92,-27458.789500000188,-367.83699999935925,-85.0284683685,30.133143489000002
l2954355,1666397.9402,12277044.462,-27556.08990000002,-533.2949999999255,-85.02876026969999,30.132647114999997
m1026665,1666366.6017,12276972.909,-27587.42840000009,-604.8479999992996,-85.0288542852,30.132432456
l3232933,1666147.949,12276548.457,-27806.08110000007,-1029.2999999988824,-85.0295102433,30.1311591
m1026660,1666531.7196,12276748.17,-27422.310500000138,-829.5869999993593,-85.0283589315,30.131758239
l2729428,1667050.1913,12275943.06,-26903.838800000027,-1634.6969999987632,-85.0268035164,30.129342909000002
m1026648,1667200.0844,12275753.255,-26753.94570000004,-1824.5019999984652,-85.02635383709999,30.128773494000004
m3036169,1667530.8159,12275370.144,-26423.214200000046,-2207.6129999998957,-85.02536164259999,30.127624161
l2673317,1667537.4883,12275364.84,-26416.541800000006,-2212.9169999994338,-85.02534162539999,30.127608249
l2710517,1667793.5784,12275161.359,-26160.451700000092,-2416.3980000000447,-85.02457335509999,30.126997806
m1026646,1667921.6604,12275065.242,-26032.369700000156,-2512.5149999987334,-85.02418910909999,30.126709455000004
l3178978,1668441.0209,12274683.339,-25513.009200000204,-2894.4179999995977,-85.0226310276,30.125563746
m1047432,1668888.8284,12274372.449,-25065.201700000092,-3205.3080000001937,-85.0212876051,30.124631075999996
l2879075,1668824.9185,12274227.209,-25129.11160000018,-3350.5479999985546,-85.02147933479999,30.124195356
l3251830,1668748.6878,12274047.656,-25205.342300000135,-3530.1009999997914,-85.02170802689999,30.123656696999998
l2916234,1669693.9914,12273931.051,-24260.03870000015,-3646.705999998376,-85.0188721161,30.123306882000005
m1047420,1670586.5589,12273449.452,-23367.47120000003,-4128.304999999702,-85.01619441359999,30.121862085
l2820556,1670877.7272,12273126.47,-23076.30290000001,-4451.286999998614,-85.01532090869999,30.120893139000003
m1047409,1671166.6303,12272800.052,-22787.399800000014,-4777.7050000000745,-85.01445419939999,30.119913885
l2841648,1671570.8195,12272898.47,-22383.210600000108,-4679.286999998614,-85.0132416318,30.120209139000004
l2710544,1671448.1484,12273172.984,-22505.881700000027,-4404.773000000045,-85.01360964509999,30.121032681
l3082992,1671303.2115,12272631.468,-22650.818600000115,-4946.288999998942,-85.01404445579999,30.119408133
m1047406,1671400.9789,12272462.14,-22553.051200000104,-5115.616999998689,-85.0137511536,30.118900149
l2691947,1671454.1696,12272253.559,-22499.860500000184,-5324.197999998927,-85.0135915815,30.118274406
l3216348,1671313.5088,12272422.781,-22640.52130000014,-5154.975999999791,-85.0140135639,30.118782072
l2841627,1670741.1338,12272190.366,-23212.89630000014,-5387.390999998897,-85.01573068889999,30.118084827
l3254216,1670419.5118,12272050.459,-23534.518300000113,-5527.297999998555,-85.0166955549,30.117665106000004
m1047401,1670317.464,12272009.429,-23636.56610000017,-5568.327999999747,-85.01700169829999,30.117542015999998
l2748132,1670146.8287,12271940.821,-23807.201400000136,-5636.935999998823,-85.01751360419999,30.117336192000003
m1047400,1668919.9293,12271577.981,-25034.10080000013,-5999.775999998674,-85.02119430239999,30.116247672000004
l3091052,1669875.8579,12272140.26,-24078.172200000146,-5437.496999999508,-85.0183265166,30.117934509
l2973157,1670514.4407,12273264.411,-23439.58940000017,-4313.345999998972,-85.01641076819999,30.121306962000002
l2970841,1668578.9004,12275161.158,-25375.129700000165,-2416.5989999994636,-85.02221738909999,30.126997203
l2879074,1667786.5702,12274887.111,-26167.459900000133,-2690.645999999717,-85.02459437969999,30.126175061999998
l3122820,1667666.9096,12274675.651,-26287.120500000194,-2902.1059999987483,-85.0249533615,30.125540682
l3141398,1667627.3669,12274484.794,-26326.663200000068,-3092.962999999523,-85.0250719896,30.124968111
l3197639,1667471.7311,12275225.33,-26482.299000000115,-2352.4269999992102,-85.02553889699999,30.127189719
l2973159,1667443.8251,12275951.58,-26510.205000000075,-1626.1769999992102,-85.02562261499999,30.129368469
l3160106,1667635.8783,12276594.701,-26318.15180000011,-983.0559999998659,-85.02504645539999,30.131297831999998
l2729414,1666900.0115,12278019.068,-27054.01860000007,441.31100000068545,-85.0272540558,30.135570933
l3197641,1668491.0781,12280304.03,-25462.95200000005,2726.2730000000447,-85.02248085599999,30.142425819
l2973161,1668264.598,12280087.061,-25689.432100000093,2509.3040000014007,-85.02316029629999,30.141774912000002
l2766724,1667878.2591,12280454.91,-26075.771000000183,2877.1530000008643,-85.02431931299999,30.142878459000002
l3157708,1669663.6974,12282007.368,-24290.332700000145,4429.6110000014305,-85.0189629981,30.147535833000003
l3197640,1670101.8915,12281891.328,-23852.13860000018,4313.571000000462,-85.0176484158,30.147187713
m1047526,1670383.9912,12282512.262,-23570.038900000043,4934.50500000082,-85.01680211669999,30.149050515000003
l2858166,1670253.6197,12282586.862,-23700.410400000168,5009.105000000447,-85.0171932312,30.149274315
l3066815,1669782.9114,12282802.008,-24171.11869999999,5224.251000000164,-85.0186053561,30.149919753
m1047548,1669648.8412,12282858.918,-24305.188900000183,5281.161000000313,-85.0190075667,30.150090483
m1047580,1669772.7943,12283364.434,-24181.23580000014,5786.677000001073,-85.0186357074,30.151607031
m1047593,1669809.8099,12283544.109,-24144.220200000098,5966.351999999955,-85.0185246606,30.152146056
m1047615,1670051.0356,12283898.061,-23902.99450000003,6320.304000001401,-85.0178009835,30.153207912000003
m1047613,1669966.8628,12283882.009,-23987.16730000009,6304.252000000328,-85.0180535019,30.153159756
m1047612,1669965.6258,12283881.771,-23988.404300000053,6304.014000000432,-85.01805721289999,30.153159042
l2729206,1669887.3963,12283914.412,-24066.633800000185,6336.655000001192,-85.01829190139999,30.153256965
l2729207,1669604.8747,12284625.789,-24349.155400000047,7048.03200000152,-85.01913946619999,30.155391096000002
228-961799-3_int,1693954.0301,12277577.757,0.0,0.0,-84.946092,30.134247
l2878848,1669576.1699,12283750.638,-24377.860199999996,6172.8810000009835,-85.0192255806,30.152765643000002
l2766499,1669554.7847,12284084.941,-24399.24540000013,6507.184000000358,-85.0192897362,30.153768552
l2897554,1669859.822,12284332.008,-24094.208100000164,6754.251000000164,-85.0183746243,30.154509753
193-46661,1669591.3661,12284597.089,-24362.664000000106,7019.332000000402,-85.01917999199999,30.155304995999998
l3216123,1670054.3206,12283903.673,-23899.709500000114,6325.9160000011325,-85.0177911285,30.153224748000003
m1047649,1670284.7615,12284215.321,-23669.26860000007,6637.564000001177,-85.01709980579999,30.154159692
l2973153,1670296.771,12284293.501,-23657.25910000014,6715.744000000879,-85.0170637773,30.154394232
m1047672,1670298.6306,12284558.427,-23655.399500000058,6980.6699999999255,-85.0170581985,30.155189009999997
l2710511,1670579.8087,12284555.375,-23374.221400000155,6977.618000000715,-85.01621466419999,30.155179854
l2766719,1670529.5057,12284340.442,-23424.524399999995,6762.6850000005215,-85.01636557319999,30.154535055
l2822866,1670299.1795,12284684.809,-23654.850600000005,7107.052000001073,-85.0170565518,30.155568156
m1047688,1670296.558,12284791.702,-23657.47210000013,7213.945000000298,-85.01706441629999,30.155888835
l3178972,1670040.1484,12284867.052,-23913.881700000027,7289.2949999999255,-85.0178336451,30.156114884999997
m1047699,1670292.888,12285016.421,-23661.142100000056,7438.664000000805,-85.0170754263,30.156562992
l2935554,1670295.6692,12285279.568,-23658.360900000203,7701.811000000685,-85.0170670827,30.157352433
m1047713,1670288.5995,12285423.391,-23665.43060000008,7845.634000001475,-85.0170882918,30.157783902000002
m1047720,1670157.5685,12285760.349,-23796.46160000004,8182.592000000179,-85.01748138479999,30.158794776
l2895449,1670155.4877,12285766.292,-23798.54240000015,8188.535000000149,-85.0174876272,30.158812604999998
m1047724,1670043.97,12286085.051,-23910.06010000012,8507.294000001624,-85.01782218029999,30.159768882
m1047722,1669909.7113,12286048.99,-24044.31880000001,8471.233000000939,-85.01822495639999,30.159660699
l3176656,1669080.5744,12285948.679,-24873.45570000005,8370.922000000253,-85.02071236709999,30.159359765999998
l3214064,1669909.7113,12285932.991,-24044.31880000001,8355.234000001103,-85.01822495639999,30.159312702
l2841621,1669900.9704,12286402.79,-24053.0597000001,8825.032999999821,-85.01825117909999,30.160722098999997
m1047732,1670021.4911,12286627.14,-23932.539000000106,9049.383000001311,-85.017889617,30.161395149000004
l2860481,1669480.6389,12286631.22,-24473.391200000187,9053.463000001386,-85.01951217359999,30.161407389000004
m1047737,1670244.0186,12286804.308,-23710.011500000022,9226.551000000909,-85.0172220345,30.161926653000002
l3122814,1670200.171,12286954.73,-23753.8591,9376.973000001162,-85.0173535773,30.162377919
l2973155,1670269.0493,12287698.281,-23684.98080000002,10120.524000000209,-85.01714694239999,30.164608572
l3784018,1670271.7936,12287908.262,-23682.236500000115,10330.50500000082,-85.01713870949999,30.165238515000002
l2876797,1670275.2302,12288092.353,-23678.799899999984,10514.596000000834,-85.0171283997,30.165790788000002
m1047763,1670298.0817,12288479.511,-23655.94840000011,10901.754000000656,-85.0170598452,30.166952262
l2876796,1670502.1199,12288298.054,-23451.910200000042,10720.297000000253,-85.01644773059999,30.166407891
m1047755,1670641.0193,12288174.531,-23313.010800000047,10596.774000000209,-85.0160310324,30.166037321999998
l3066812,1670691.31,12288187.478,-23262.720100000035,10609.721000000834,-85.0158801603,30.166076163
l2841622,1670903.3886,12288268.899,-23050.641500000143,10691.142000000924,-85.0152439245,30.166320426000002
l2804254,1671689.9312,12288039.981,-22264.0989000001,10462.224000001326,-85.0128842967,30.165633672000002
m1047750,1671578.561,12287785.558,-22375.469100000104,10207.801000000909,-85.01321840729999,30.164870403000002
l2708293,1672122.9112,12287486.346,-21831.118900000118,9908.58900000155,-85.0115853567,30.163972767000004
l3178971,1671348.2511,12287627.428,-22605.779000000097,10049.67100000009,-85.01390933699999,30.164396012999998
l2879067,1671245.3432,12287707.861,-22708.686900000088,10130.104000000283,-85.01421806069999,30.164637312
l2973154,1670826.3306,12287978.001,-23127.699500000104,10400.24400000088,-85.01547509849999,30.165447732
l2879069,1670824.5119,12287767.741,-23129.51820000005,10189.984000001103,-85.01548055459999,30.164816952000002
l3197633,1670838.168,12287366.919,-23115.862100000028,9789.162000000477,-85.01543958629999,30.163614486
m1047767,1669960.4812,12288685.63,-23993.548900000053,11107.873000001535,-85.01807264669999,30.167570619000003
l2879068,1669658.3685,12288873.038,-24295.661599999992,11295.281000001356,-85.01897898479999,30.168132843000002
l2973152,1669197.7405,12289153.209,-24756.28960000002,11575.452000001445,-85.0203608688,30.168973356000002
m1047777,1669147.4703,12289179.64,-24806.559800000163,11601.883000001311,-85.02051167939999,30.169052649
l3066811,1669590.0922,12289720.869,-24363.93790000002,12143.112000001594,-85.0191838137,30.170676336000003
l3178975,1667933.0718,12288464.638,-26020.958300000057,10886.881000000983,-85.02415487489999,30.166907643000002
l2748131,1668845.0503,12289370.948,-25108.97980000009,11793.191000001505,-85.0214189394,30.169626573000002
l2729427,1668721.5887,12289506.309,-25232.441400000127,11928.552000001073,-85.0217893242,30.170032656
m1047786,1668612.4098,12289607.091,-25341.620300000068,12029.33400000073,-85.0221168609,30.170335002
l3048207,1668435.524,12289751.02,-25518.506100000115,12173.263000000268,-85.02264751829999,30.170766788999998
m3036164,1668428.0898,12289757.07,-25525.940300000133,12179.313000001013,-85.02266982089999,30.170784939
l2935553,1668339.0591,12289885.979,-25614.971000000136,12308.222000000998,-85.022936913,30.171171666000003
m1026987,1668140.9111,12290267.46,-25813.11900000018,12689.70300000161,-85.023531357,30.172316109000004
m1027004,1668200.8314,12291585.852,-25753.198700000066,14008.09500000067,-85.0233515961,30.176271285000002
l2897765,1668492.1594,12291965.678,-25461.870700000087,14387.92100000009,-85.02247761209999,30.177410762999997
m1047819,1668722.3301,12292261.401,-25231.700000000186,14683.644000001252,-85.0217871,30.178297932000003
m1047821,1668856.6215,12292438.75,-25097.4086000002,14860.993000000715,-85.02138422579999,30.178829979
l2684420,1668900.3586,12292486.62,-25053.67150000017,14908.862999999896,-85.02125301449999,30.178973588999998
m1047824,1668886.4486,12292760.06,-25067.581500000088,15182.303000001237,-85.0212947445,30.179793909
m1047834,1668736.7807,12294111.88,-25217.249400000088,16534.123000001535,-85.0217437482,30.183849369000004
m1047836,1668756.3187,12294814.479,-25197.711400000146,17236.722000001,-85.0216851342,30.185957166
l3048199,1669215.2919,12294857.159,-24738.73820000002,17279.4020000007,-85.02030821459999,30.186085206
m1047837,1669488.1182,12294911.411,-24465.91190000018,17333.654000001028,-85.01948973569999,30.186247962000003
l3254203,1668960.492,12295553.18,-24993.538100000005,17975.423000000417,-85.0210726143,30.188173269
l3197624,1668694.1783,12294417.839,-25259.851800000062,16840.082000000402,-85.0218715554,30.184767246
m1027101,1668381.9484,12294748.971,-25572.08169999998,17171.21400000155,-85.0228082451,30.185760642
l2860480,1668162.2103,12295141.729,-25791.819800000172,17563.972000001,-85.0234674594,30.186938916000003
l2710508,1668373.3386,12294740.779,-25580.69150000019,17163.02199999988,-85.0228340745,30.185736065999997
l2822860,1668040.3297,12294429.41,-25913.700400000205,16851.653000000864,-85.0238331012,30.184801959
l3122810,1668632.0296,12292729.582,-25322.000500000082,15151.825000001118,-85.0220580015,30.179702475000003
l2785512,1668867.652,12291762.291,-25086.37810000009,14184.533999999985,-85.02135113429999,30.176800602
l2973149,1668991.6093,12291180.549,-24962.420800000196,13602.792000001296,-85.02097926239999,30.175055376000003
l2916603,1668560.7592,12292430.84,-25393.27090000012,14853.083000000566,-85.0222718127,30.178806249
l2804248,1668194.4908,12291710.702,-25759.539300000062,14132.945000000298,-85.0233706179,30.176645835
l3160100,1667872.8401,12291692.45,-26081.190000000177,14114.69299999997,-85.02433556999999,30.176591078999998
l3085390,1667854.2484,12291911.05,-26099.781700000167,14333.29300000146,-85.0243913451,30.177246879000002
l2673343,1667428.1415,12290612.56,-26525.88860000018,13034.803000001237,-85.0256696658,30.173351409000002
l2764436,1667142.0687,12290822.874,-26811.961400000146,13245.117000000551,-85.0265278842,30.173982351
l3085397,1668881.3286,12290075.46,-25072.7015000002,12497.70300000161,-85.02131010449999,30.171740109
m1026969,1668546.2881,12289410.761,-25407.742000000086,11833.004000000656,-85.02231522599999,30.169746012
l2860483,1668221.4425,12289426.699,-25732.587600000203,11848.941999999806,-85.02328976279999,30.169793826
l3141397,1667974.5479,12289462.731,-25979.482200000202,11884.974000001326,-85.0240304466,30.169901922
l2879066,1668457.6916,12289125.7,-25496.33850000007,11547.94299999997,-85.0225810155,30.168890829
l2860484,1670121.7817,12289005.519,-23832.248400000157,11427.762000000104,-85.01758874519999,30.168530286
m1047766,1670329.068,12288634.999,-23624.96210000012,11057.242000000551,-85.0169668863,30.167418726
l3216344,1670505.028,12288593.081,-23449.002100000158,11015.324000000954,-85.01643900629999,30.167292972000002
l2860501,1670555.7693,12288681.538,-23398.260800000047,11103.781000001356,-85.01628678239999,30.167558343000003
m1047769,1670397.9832,12288817.279,-23556.04690000019,11239.52199999988,-85.0167601407,30.167965566
l3197632,1670869.7318,12288748.381,-23084.29830000014,11170.623999999836,-85.0153448949,30.167758871999997
l2710514,1670479.0881,12289152.811,-23474.94200000004,11575.0540000014,-85.016516826,30.168972162000003
l3157710,1670660.459,12289877.746,-23293.57110000006,12299.98900000006,-85.01597271329999,30.171146967
m1047793,1670700.5506,12290040.66,-23253.479500000132,12462.903000000864,-85.01585243849999,30.171635709
m1047794,1670654.5689,12290043.528,-23299.46120000002,12465.77100000158,-85.0159903836,30.171644313
l3010562,1669857.561,12289896.08,-24096.469100000104,12318.32300000079,-85.0183814073,30.171201969000002
m1047792,1670907.7386,12289993.102,-23046.29150000005,12415.34500000067,-85.01523087449999,30.171493035
l3048203,1673072.921,12289959.498,-20881.1091,12381.741000000387,-85.00873532729999,30.171392222999998
l2860500,1671019.7887,12290279.031,-22934.241400000174,12701.274000000209,-85.01489472419999,30.172350822
l3160117,1670717.4425,12290241.774,-23236.587600000203,12664.017000000924,-85.0158017628,30.172239051000002
l3215549,1670740.6996,12290560.562,-23213.330500000156,12982.805000001565,-85.01573199149999,30.173195415000002
l2897800,1670770.9977,12291030.729,-23183.032400000142,13452.972000000998,-85.01564109719999,30.174605916
m1047809,1670760.77,12291117.04,-23193.260100000072,13539.282999999821,-85.0156717803,30.174864849
m4350438,1670705.7034,12291449.68,-23248.326700000092,13871.923000000417,-85.01583698009999,30.175862769
l2935568,1670885.5956,12291702.981,-23068.434500000207,14125.224000001326,-85.01529730349999,30.176622672000004
l3235246,1671107.9101,12292264.78,-22846.12000000011,14687.023000000045,-85.01463036,30.178308069
l2710512,1671150.2709,12292514.501,-22803.759200000204,14936.74400000088,-85.0145032776,30.179057232
m1047828,1671351.5402,12292942.279,-22602.48990000016,15364.52199999988,-85.0138994697,30.180340565999998
l2710513,1671641.8114,12292806.509,-22312.218700000085,15228.752000000328,-85.01302865609999,30.179933255999998
m1047825,1672472.6973,12292763.227,-21481.332799999975,15185.47000000067,-85.01053599839999,30.17980341
m1069731,1672754.6618,12292748.379,-21199.368300000206,15170.62200000137,-85.00969010489999,30.179758866000004
l2710504,1672846.4983,12292906.23,-21107.531799999997,15328.473000001162,-85.00941459539999,30.180232419000003
m1069730,1673318.849,12292718.879,-20635.18110000016,15141.12200000137,-85.0079975433,30.179670366000003
l3159037,1673436.4042,12292721.169,-20517.6259000001,15143.412000000477,-85.00764487769999,30.179677236
m1069738,1673569.8723,12292813.263,-20384.15780000016,15235.506000000983,-85.0072444734,30.179953518
l2690941,1673571.7975,12293136.958,-20382.23259999999,15559.201000001281,-85.00723869779999,30.180924603
l3234185,1673575.5371,12292499.248,-20378.493000000017,14921.491000000387,-85.007227479,30.179011473
l3065750,1673580.9889,12292173.091,-20373.041200000094,14595.33400000073,-85.00721112359999,30.178033002
l2748124,1673313.602,12292567.352,-20640.428100000136,14989.59500000067,-85.00801328429999,30.179215785
l2726975,1672472.7219,12292533.228,-21481.308200000087,14955.471000000834,-85.01053592459999,30.179113413
l2954346,1671333.4891,12293006.75,-22620.5410000002,15428.993000000715,-85.01395362299999,30.180533979
m1047831,1671541.2505,12293404.439,-22412.77960000001,15826.68200000003,-85.01333033879999,30.181727046
l3178974,1671539.4688,12293668.152,-22414.561300000176,16090.395000001416,-85.0133356839,30.182518185000003
m3327098,1671532.5096,12293904.069,-22421.5205000001,16326.31200000085,-85.01335656149999,30.183225936
l2691943,1671146.392,12294235.591,-22807.6381000001,16657.83400000073,-85.0145149143,30.184220502000002
l3448661,1671136.9589,12293927.633,-22817.071200000122,16349.876000000164,-85.01454321359999,30.183296627999997
l2710505,1671865.9609,12293311.37,-22088.069200000027,15733.612999999896,-85.01235620759999,30.181447838999997
l2989432,1670981.5813,12291021.124,-22972.44880000013,13443.367000000551,-85.01500934639999,30.174577101
l3066830,1671228.1113,12290914.038,-22725.9188000001,13336.281000001356,-85.0142697564,30.174255843
l3197660,1671626.5989,12290731.959,-22327.43119999999,13154.202000001445,-85.0130742936,30.173709606000003
l2991908,1670441.7285,12286783.251,-23512.301600000123,9205.49400000088,-85.01662890479999,30.161863482
l3178973,1670761.5687,12286867.698,-23192.461400000146,9289.941000001505,-85.0156693842,30.162116823
l2804255,1670629.7308,12286195.491,-23324.29930000007,8617.734000001103,-85.0160648979,30.160100202000002
