hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3, S4 (kVA), Ang4
3528, 0.00000, 988.824, -155.076, 1068.11, -156.695, 972.056, -155.781, 0, 0
3529, 0.00000, 900.667, -154.928, 971.566, -156.55, 881.462, -155.638, 0, 0
3530, 0.00000, 814.251, -154.766, 880.389, -156.394, 797.437, -155.484, 0, 0
3531, 0.00000, 786.974, -154.708, 850.988, -156.336, 769.929, -155.426, 0, 0
3532, 0.00000, 770.782, -154.672, 833.351, -156.3, 753.219, -155.39, 0, 0
3533, 0.00000, 759.42, -154.648, 821.425, -156.276, 741.704, -155.365, 0, 0
3534, 0.00000, 771.79, -154.674, 834.452, -156.301, 752.877, -155.388, 0, 0
3535, 0.00000, 798.199, -154.73, 863.654, -156.357, 779.687, -155.444, 0, 0
3536, 0.00000, 828.589, -154.791, 895.789, -156.416, 808.193, -155.501, 0, 0
3537, 0.00000, 922.12, -154.963, 996.171, -156.582, 900.138, -155.665, 0, 0
3538, 0.00000, 1004.7, -155.1, 1084.64, -156.714, 981.063, -155.792, 0, 0
3539, 0.00000, 1023.41, -155.13, 1105.18, -156.743, 1000.13, -155.82, 0, 0
3540, 0.00000, 1043.95, -155.161, 1127.82, -156.774, 1021.35, -155.85, 0, 0
3541, 0.00000, 1064.75, -155.193, 1150.86, -156.804, 1043.47, -155.88, 0, 0
3542, 0.00000, 1091.43, -155.232, 1180.09, -156.842, 1070.97, -155.916, 0, 0
3543, 0.00000, 1096.91, -155.24, 1186.22, -156.849, 1075.85, -155.923, 0, 0
3544, 0.00000, 1090.56, -155.231, 1179.68, -156.842, 1070.53, -155.916, 0, 0
3545, 0.00000, 1121.08, -155.274, 1212.28, -156.881, 1100.29, -155.954, 0, 0
3546, 0.00000, 1190.05, -155.367, 1286.08, -156.968, 1168.23, -156.036, 0, 0
3547, 0.00000, 1230.41, -155.419, 1329.4, -157.017, 1208.8, -156.082, 0, 0
3548, 0.00000, 1237.02, -155.427, 1336.6, -157.025, 1215.68, -156.089, 0, 0
3549, 0.00000, 1236.6, -155.426, 1335.98, -157.024, 1215.53, -156.089, 0, 0
3550, 0.00000, 1195.8, -155.373, 1291.83, -156.976, 1175.7, -156.044, 0, 0
3551, 0.00000, 1087.98, -155.226, 1175.41, -156.838, 1069.09, -155.915, 0, 0
3552, 0.00000, 959.138, -155.029, 1035.69, -156.649, 940.595, -155.734, 0, 0
3553, 0.00000, 832.048, -154.803, 898.214, -156.429, 812.187, -155.515, 0, 0
3554, 0.00000, 735.069, -154.597, 793.908, -156.225, 715.173, -155.309, 0, 0
3555, 0.00000, 702.139, -154.515, 759.38, -156.144, 682.856, -155.226, 0, 0
3556, 0.00000, 684.836, -154.471, 740.301, -156.098, 665.653, -155.181, 0, 0
3557, 0.00000, 673.468, -154.441, 728.328, -156.069, 654.494, -155.151, 0, 0
3558, 0.00000, 714.707, -154.542, 772.987, -156.169, 695.235, -155.253, 0, 0
3559, 0.00000, 846.434, -154.822, 914.286, -156.444, 825.345, -155.531, 0, 0
3560, 0.00000, 965.552, -155.035, 1040.78, -156.65, 940.883, -155.731, 0, 0
3561, 0.00000, 913.511, -154.951, 984.394, -156.569, 887.654, -155.648, 0, 0
3562, 0.00000, 849.883, -154.836, 916.258, -156.457, 823.993, -155.536, 0, 0
3563, 0.00000, 849.78, -154.834, 916.483, -156.455, 823.605, -155.533, 0, 0
3564, 0.00000, 880.839, -154.891, 950.344, -156.511, 854.818, -155.589, 0, 0
3565, 0.00000, 884.754, -154.899, 955.101, -156.52, 859.409, -155.598, 0, 0
3566, 0.00000, 891.513, -154.912, 962.485, -156.532, 866.071, -155.609, 0, 0
3567, 0.00000, 835.599, -154.81, 902.633, -156.433, 810.84, -155.51, 0, 0
3568, 0.00000, 827.156, -154.791, 894.314, -156.415, 804.433, -155.495, 0, 0
3569, 0.00000, 874.531, -154.879, 945.566, -156.502, 852.584, -155.584, 0, 0
3570, 0.00000, 900.705, -154.927, 973.553, -156.549, 879.37, -155.631, 0, 0
3571, 0.00000, 1001.56, -155.094, 1082.01, -156.71, 980.754, -155.791, 0, 0
3572, 0.00000, 1099.75, -155.242, 1187.98, -156.851, 1079.31, -155.927, 0, 0
3573, 0.00000, 1118.1, -155.268, 1207.61, -156.876, 1098.76, -155.952, 0, 0
3574, 0.00000, 1115.14, -155.264, 1204.19, -156.872, 1096.17, -155.949, 0, 0
3575, 0.00000, 1032.9, -155.144, 1115.25, -156.759, 1013.65, -155.84, 0, 0
3576, 0.00000, 903.896, -154.935, 975.93, -156.559, 885.331, -155.645, 0, 0
3577, 0.00000, 759.663, -154.654, 820.607, -156.284, 742.712, -155.373, 0, 0
3578, 0.00000, 690.036, -154.486, 745.715, -156.115, 673.12, -155.204, 0, 0
3579, 0.00000, 650.014, -154.379, 702.451, -156.007, 632.92, -155.092, 0, 0
3580, 0.00000, 653.423, -154.384, 706.138, -156.012, 636.714, -155.1, 0, 0
3581, 0.00000, 667.751, -154.422, 721.615, -156.05, 651.33, -155.14, 0, 0
3582, 0.00000, 723.481, -154.56, 781.565, -156.186, 705.805, -155.279, 0, 0
3583, 0.00000, 862.542, -154.851, 931.331, -156.474, 844.665, -155.568, 0, 0
3584, 0.00000, 997.961, -155.086, 1075.67, -156.7, 976.56, -155.785, 0, 0
3585, 0.00000, 971.213, -155.046, 1046.19, -156.662, 946.409, -155.742, 0, 0
3586, 0.00000, 897.518, -154.923, 966.521, -156.542, 871.528, -155.622, 0, 0
3587, 0.00000, 886.357, -154.901, 954.34, -156.519, 860.244, -155.601, 0, 0
3588, 0.00000, 850.291, -154.835, 915.67, -156.455, 824.511, -155.536, 0, 0
3589, 0.00000, 790.035, -154.716, 851.234, -156.339, 764.861, -155.418, 0, 0
3590, 0.00000, 756.872, -154.643, 814.811, -156.265, 731.19, -155.344, 0, 0
3591, 0.00000, 723.612, -154.568, 779.729, -156.191, 698.449, -155.267, 0, 0
3592, 0.00000, 720.484, -154.558, 776.719, -156.182, 696.242, -155.259, 0, 0
3593, 0.00000, 733.355, -154.587, 791.097, -156.211, 709.849, -155.291, 0, 0
3594, 0.00000, 814.552, -154.76, 879.212, -156.383, 792.376, -155.469, 0, 0
3595, 0.00000, 999.966, -155.089, 1078.55, -156.703, 977.12, -155.785, 0, 0
3596, 0.00000, 1160.24, -155.324, 1250.98, -156.927, 1137.53, -156, 0, 0
3597, 0.00000, 1207.79, -155.387, 1302.72, -156.988, 1187.3, -156.058, 0, 0
3598, 0.00000, 1199.37, -155.376, 1293.26, -156.978, 1179.99, -156.05, 0, 0
3599, 0.00000, 1147.71, -155.307, 1237.82, -156.914, 1128.78, -155.99, 0, 0
3600, 0.00000, 1069.01, -155.197, 1153.12, -156.809, 1050.7, -155.891, 0, 0
3601, 0.00000, 975.098, -155.053, 1052.14, -156.672, 957.53, -155.76, 0, 0
3602, 0.00000, 940.155, -154.995, 1015.33, -156.616, 922.159, -155.704, 0, 0
3603, 0.00000, 924.213, -154.968, 998.126, -156.589, 906.345, -155.678, 0, 0
3604, 0.00000, 947.942, -155.007, 1023.73, -156.627, 930.296, -155.716, 0, 0
3605, 0.00000, 986.874, -155.071, 1066.18, -156.689, 969.217, -155.775, 0, 0
3606, 0.00000, 1057.78, -155.18, 1142.3, -156.793, 1038.62, -155.874, 0, 0
3607, 0.00000, 1211.66, -155.394, 1308.59, -156.994, 1191.67, -156.064, 0, 0
3608, 0.00000, 1350.97, -155.565, 1457.81, -157.152, 1327.27, -156.207, 0, 0
3609, 0.00000, 1318.63, -155.526, 1423, -157.115, 1292.95, -156.171, 0, 0
3610, 0.00000, 1191.1, -155.368, 1285.45, -156.968, 1162.46, -156.028, 0, 0
3611, 0.00000, 1088.97, -155.23, 1176.12, -156.838, 1060.18, -155.903, 0, 0
3612, 0.00000, 945.109, -155.011, 1021.46, -156.629, 916.839, -155.697, 0, 0
3613, 0.00000, 878.56, -154.893, 949.954, -156.515, 850.73, -155.584, 0, 0
3614, 0.00000, 804.919, -154.752, 870.611, -156.377, 777.335, -155.444, 0, 0
3615, 0.00000, 726.814, -154.582, 787.06, -156.211, 700.409, -155.272, 0, 0
3616, 0.00000, 716.944, -154.555, 776.859, -156.183, 691.542, -155.247, 0, 0
3617, 0.00000, 747.422, -154.623, 810.197, -156.251, 723.089, -155.32, 0, 0
3618, 0.00000, 814.148, -154.764, 882.326, -156.39, 790.376, -155.464, 0, 0
3619, 0.00000, 986.179, -155.071, 1066.53, -156.686, 962.006, -155.762, 0, 0
3620, 0.00000, 1105.45, -155.251, 1194.6, -156.858, 1082.42, -155.931, 0, 0
3621, 0.00000, 1142.58, -155.303, 1234.1, -156.908, 1120.04, -155.978, 0, 0
3622, 0.00000, 1166.36, -155.334, 1259.94, -156.939, 1145.86, -156.01, 0, 0
3623, 0.00000, 1118.16, -155.269, 1207.95, -156.877, 1099.18, -155.953, 0, 0
3624, 0.00000, 1020.05, -155.126, 1102.39, -156.742, 1001.47, -155.823, 0, 0
3625, 0.00000, 889.988, -154.911, 961.583, -156.536, 872.761, -155.624, 0, 0
3626, 0.00000, 799.205, -154.737, 864.521, -156.365, 781.752, -155.453, 0, 0
3627, 0.00000, 766.49, -154.665, 829.849, -156.295, 749.418, -155.382, 0, 0
3628, 0.00000, 747.615, -154.622, 809.263, -156.252, 729.954, -155.339, 0, 0
3629, 0.00000, 768.822, -154.668, 832.074, -156.295, 750.161, -155.382, 0, 0
3630, 0.00000, 829.667, -154.792, 897.161, -156.417, 809.887, -155.504, 0, 0
3631, 0.00000, 977.662, -155.056, 1056.9, -156.672, 957.048, -155.755, 0, 0
3632, 0.00000, 1103.57, -155.249, 1193.62, -156.857, 1082.97, -155.932, 0, 0
3633, 0.00000, 1075.01, -155.21, 1163.51, -156.821, 1053.25, -155.893, 0, 0
3634, 0.00000, 1000.08, -155.099, 1083.43, -156.715, 977.141, -155.787, 0, 0
3635, 0.00000, 906.674, -154.945, 983.297, -156.569, 883.079, -155.639, 0, 0
3636, 0.00000, 820.492, -154.785, 890.906, -156.414, 797.739, -155.484, 0, 0
3637, 0.00000, 758.243, -154.654, 823.778, -156.286, 735.474, -155.352, 0, 0
3638, 0.00000, 703.655, -154.527, 765.166, -156.161, 681.408, -155.223, 0, 0
3639, 0.00000, 667.152, -154.433, 725.876, -156.067, 644.875, -155.124, 0, 0
3640, 0.00000, 652.484, -154.392, 709.877, -156.026, 629.789, -155.08, 0, 0
3641, 0.00000, 701.758, -154.515, 761.559, -156.144, 676.562, -155.205, 0, 0
3642, 0.00000, 769.695, -154.672, 834.214, -156.298, 744.114, -155.366, 0, 0
3643, 0.00000, 928.252, -154.975, 1004.59, -156.593, 903.93, -155.67, 0, 0
3644, 0.00000, 1072.31, -155.203, 1159.09, -156.813, 1049.01, -155.887, 0, 0
3645, 0.00000, 1119.75, -155.271, 1209.97, -156.878, 1098.12, -155.951, 0, 0
3646, 0.00000, 1140.82, -155.3, 1232.59, -156.906, 1120.97, -155.98, 0, 0
3647, 0.00000, 1121.76, -155.273, 1211.36, -156.881, 1103.25, -155.958, 0, 0
3648, 0.00000, 1014.21, -155.116, 1094.89, -156.733, 997.193, -155.818, 0, 0
3649, 0.00000, 927.063, -154.974, 1000.99, -156.596, 910.52, -155.686, 0, 0
3650, 0.00000, 877.276, -154.885, 947.926, -156.51, 860.598, -155.601, 0, 0
3651, 0.00000, 891.186, -154.909, 963.173, -156.533, 874.418, -155.624, 0, 0
3652, 0.00000, 909.479, -154.942, 983.043, -156.564, 892.504, -155.654, 0, 0
3653, 0.00000, 953.608, -155.017, 1030.61, -156.637, 935.625, -155.724, 0, 0
3654, 0.00000, 1009.4, -155.106, 1089.94, -156.722, 990.019, -155.806, 0, 0
3655, 0.00000, 1184.83, -155.359, 1279.7, -156.961, 1165.26, -156.033, 0, 0
3656, 0.00000, 1322.97, -155.533, 1429.44, -157.124, 1303.56, -156.184, 0, 0
3657, 0.00000, 1268.32, -155.467, 1371.15, -157.062, 1247.5, -156.123, 0, 0
3658, 0.00000, 1184.03, -155.36, 1280.88, -156.963, 1161.39, -156.027, 0, 0
3659, 0.00000, 1037.23, -155.156, 1123.72, -156.771, 1015.2, -155.842, 0, 0
3660, 0.00000, 935.093, -154.994, 1013.81, -156.616, 912.517, -155.688, 0, 0
3661, 0.00000, 845.157, -154.832, 916.894, -156.46, 822.52, -155.532, 0, 0
3662, 0.00000, 771.647, -154.683, 837.485, -156.313, 748.801, -155.382, 0, 0
3663, 0.00000, 721.599, -154.569, 783.801, -156.201, 698.572, -155.265, 0, 0
3664, 0.00000, 686.655, -154.483, 746.276, -156.116, 663.807, -155.176, 0, 0
3665, 0.00000, 736.06, -154.597, 798.92, -156.226, 712.325, -155.293, 0, 0
3666, 0.00000, 800.262, -154.736, 867.045, -156.362, 775.63, -155.434, 0, 0
3667, 0.00000, 944.533, -155.003, 1021.99, -156.62, 920.236, -155.697, 0, 0
3668, 0.00000, 1057.69, -155.182, 1143.02, -156.792, 1033.65, -155.866, 0, 0
3669, 0.00000, 1096.53, -155.239, 1185.29, -156.848, 1074.48, -155.921, 0, 0
3670, 0.00000, 1085.52, -155.223, 1173.13, -156.833, 1064.92, -155.909, 0, 0
3671, 0.00000, 1082.97, -155.218, 1169.7, -156.829, 1064.53, -155.908, 0, 0
3672, 0.00000, 1058.55, -155.182, 1143.03, -156.795, 1039.68, -155.876, 0, 0
3673, 0.00000, 928.787, -154.979, 1003.04, -156.601, 910.575, -155.687, 0, 0
3674, 0.00000, 865.985, -154.866, 935.988, -156.491, 847.631, -155.578, 0, 0
3675, 0.00000, 842.189, -154.819, 910.504, -156.445, 824.296, -155.534, 0, 0
3676, 0.00000, 843.05, -154.82, 911.141, -156.445, 824.895, -155.534, 0, 0
3677, 0.00000, 844.691, -154.823, 913.036, -156.448, 825.643, -155.536, 0, 0
3678, 0.00000, 888.21, -154.903, 958.924, -156.524, 866.361, -155.609, 0, 0
3679, 0.00000, 940.078, -154.995, 1015.6, -156.613, 917.672, -155.695, 0, 0
3680, 0.00000, 968.745, -155.043, 1045, -156.658, 942.527, -155.735, 0, 0
3681, 0.00000, 1060.01, -155.185, 1144.14, -156.794, 1032.6, -155.865, 0, 0
3682, 0.00000, 1106.01, -155.254, 1194.34, -156.859, 1076.39, -155.923, 0, 0
3683, 0.00000, 1024.41, -155.136, 1107.17, -156.748, 994.555, -155.813, 0, 0
3684, 0.00000, 1020.99, -155.13, 1103.23, -156.741, 990.005, -155.806, 0, 0
3685, 0.00000, 909.646, -154.951, 984.03, -156.571, 879.976, -155.635, 0, 0
3686, 0.00000, 896.583, -154.925, 969.273, -156.544, 866.098, -155.61, 0, 0
3687, 0.00000, 853.274, -154.847, 922.925, -156.469, 824.026, -155.534, 0, 0
3688, 0.00000, 851.826, -154.842, 921.413, -156.464, 823.725, -155.532, 0, 0
3689, 0.00000, 862.083, -154.861, 933.355, -156.483, 835.423, -155.553, 0, 0
3690, 0.00000, 906.805, -154.941, 981.908, -156.561, 881.746, -155.634, 0, 0
3691, 0.00000, 1022.18, -155.129, 1105.94, -156.742, 997.968, -155.816, 0, 0
3692, 0.00000, 1007.5, -155.107, 1089.6, -156.723, 983.911, -155.797, 0, 0
3693, 0.00000, 1026.16, -155.135, 1109.69, -156.749, 1003.92, -155.825, 0, 0
3694, 0.00000, 1007.51, -155.106, 1089.09, -156.722, 986.265, -155.8, 0, 0
3695, 0.00000, 944.848, -155.005, 1020.44, -156.625, 924.232, -155.707, 0, 0
3696, 0.00000, 860.034, -154.855, 928.986, -156.48, 840.612, -155.566, 0, 0
3697, 0.00000, 770.319, -154.675, 832.093, -156.303, 750.296, -155.387, 0, 0
3698, 0.00000, 688.992, -154.486, 744.636, -156.114, 669.118, -155.194, 0, 0
3699, 0.00000, 664.278, -154.418, 718.326, -156.046, 644.78, -155.125, 0, 0
3700, 0.00000, 678.592, -154.453, 733.784, -156.08, 658.936, -155.161, 0, 0
3701, 0.00000, 689.842, -154.482, 746.016, -156.109, 669.657, -155.19, 0, 0
3702, 0.00000, 714.729, -154.543, 771.999, -156.168, 692.203, -155.247, 0, 0
3703, 0.00000, 739.668, -154.603, 799.262, -156.228, 715.818, -155.304, 0, 0
3704, 0.00000, 843.21, -154.819, 909.928, -156.439, 815.224, -155.514, 0, 0
3705, 0.00000, 890.849, -154.911, 962.214, -156.53, 861.916, -155.601, 0, 0
3706, 0.00000, 978.639, -155.062, 1057.55, -156.675, 947.798, -155.742, 0, 0
3707, 0.00000, 981.858, -155.069, 1061.67, -156.683, 950.911, -155.748, 0, 0
3708, 0.00000, 964.347, -155.041, 1042.81, -156.657, 934.568, -155.722, 0, 0
3709, 0.00000, 990.884, -155.083, 1071.8, -156.697, 961.638, -155.763, 0, 0
3710, 0.00000, 1016.64, -155.123, 1099.45, -156.735, 987.504, -155.801, 0, 0
3711, 0.00000, 987.841, -155.078, 1068.44, -156.693, 959.926, -155.761, 0, 0
3712, 0.00000, 948.789, -155.015, 1026.93, -156.633, 922.557, -155.703, 0, 0
3713, 0.00000, 990.004, -155.08, 1071.13, -156.695, 963.71, -155.766, 0, 0
3714, 0.00000, 1096.33, -155.24, 1186.11, -156.848, 1071.33, -155.916, 0, 0
3715, 0.00000, 1110.74, -155.26, 1200.83, -156.867, 1086.28, -155.936, 0, 0
3716, 0.00000, 1129.34, -155.285, 1220.35, -156.891, 1105.16, -155.96, 0, 0
3717, 0.00000, 1101.14, -155.245, 1189.62, -156.854, 1078.13, -155.926, 0, 0
3718, 0.00000, 1058.04, -155.183, 1143.12, -156.795, 1036.3, -155.871, 0, 0
3719, 0.00000, 929.927, -154.981, 1004.45, -156.602, 909.087, -155.684, 0, 0
3720, 0.00000, 758.196, -154.653, 819.128, -156.283, 738.056, -155.364, 0, 0
3721, 0.00000, 631.922, -154.336, 682.608, -155.964, 612.235, -155.039, 0, 0
3722, 0.00000, 553.272, -154.084, 598.649, -155.71, 533.89, -154.768, 0, 0
3723, 0.00000, 497.241, -153.867, 537.953, -155.486, 477.7, -154.529, 0, 0
3724, 0.00000, 705.767, -154.522, 762.634, -156.149, 686.163, -155.233, 0, 0
3725, 0.00000, 593.644, -154.222, 641.471, -155.848, 572.811, -154.912, 0, 0
3726, 0.00000, 708.05, -154.521, 764.367, -156.144, 685.217, -155.225, 0, 0
3727, 0.00000, 915.956, -154.954, 989.236, -156.575, 894.042, -155.657, 0, 0
3728, 0.00000, 1030.06, -155.139, 1112.63, -156.752, 1008.44, -155.831, 0, 0
3729, 0.00000, 999.395, -155.094, 1080.2, -156.71, 977.592, -155.788, 0, 0
3730, 0.00000, 984.912, -155.071, 1065.19, -156.688, 962.683, -155.765, 0, 0
3731, 0.00000, 955.348, -155.024, 1033.89, -156.643, 933.593, -155.721, 0, 0
3732, 0.00000, 876.936, -154.889, 950.193, -156.515, 856.628, -155.594, 0, 0
3733, 0.00000, 817.012, -154.774, 885.757, -156.403, 796.84, -155.481, 0, 0
3734, 0.00000, 810.258, -154.759, 878.374, -156.386, 789.69, -155.465, 0, 0
3735, 0.00000, 772.497, -154.681, 837.594, -156.311, 752.254, -155.388, 0, 0
3736, 0.00000, 778.295, -154.691, 843.587, -156.32, 757.781, -155.398, 0, 0
3737, 0.00000, 871.391, -154.872, 942.641, -156.495, 850.397, -155.579, 0, 0
3738, 0.00000, 1015.81, -155.117, 1097.9, -156.731, 994.455, -155.811, 0, 0
3739, 0.00000, 1253.89, -155.449, 1354.25, -157.044, 1232.04, -156.109, 0, 0
3740, 0.00000, 1356.54, -155.572, 1465.26, -157.16, 1335.8, -156.215, 0, 0
3741, 0.00000, 1397.79, -155.619, 1509.21, -157.202, 1376.83, -156.254, 0, 0
3742, 0.00000, 1380.14, -155.598, 1489.9, -157.183, 1359.41, -156.237, 0, 0
3743, 0.00000, 1282.44, -155.482, 1384.61, -157.076, 1262.17, -156.139, 0, 0
3744, 0.00000, 1177.2, -155.349, 1271.41, -156.953, 1157.3, -156.023, 0, 0
3745, 0.00000, 1071.43, -155.202, 1156.69, -156.814, 1051.33, -155.891, 0, 0
3746, 0.00000, 1045.55, -155.162, 1128.14, -156.775, 1025.58, -155.857, 0, 0
3747, 0.00000, 1048.97, -155.167, 1131.8, -156.78, 1029.7, -155.862, 0, 0
3748, 0.00000, 1061.25, -155.185, 1144.68, -156.797, 1041.7, -155.878, 0, 0
3749, 0.00000, 1095.58, -155.234, 1181.28, -156.843, 1075.37, -155.923, 0, 0
3750, 0.00000, 1191.85, -155.366, 1284.67, -156.967, 1170.47, -156.039, 0, 0
3751, 0.00000, 1377.33, -155.595, 1485.09, -157.18, 1355.84, -156.236, 0, 0
3752, 0.00000, 1460.11, -155.687, 1574, -157.264, 1436.92, -156.311, 0, 0
3753, 0.00000, 1345.27, -155.555, 1449.85, -157.142, 1320.92, -156.198, 0, 0
3754, 0.00000, 1223.79, -155.408, 1319.6, -157.006, 1200.14, -156.072, 0, 0
3755, 0.00000, 1096.1, -155.237, 1181.94, -156.846, 1073.1, -155.92, 0, 0
3756, 0.00000, 1019.12, -155.123, 1099.49, -156.738, 996.976, -155.817, 0, 0
3757, 0.00000, 958.863, -155.028, 1034.47, -156.645, 936.219, -155.726, 0, 0
3758, 0.00000, 865.472, -154.866, 934.435, -156.489, 844, -155.572, 0, 0
3759, 0.00000, 803.856, -154.745, 868.782, -156.371, 783.703, -155.456, 0, 0
3760, 0.00000, 789.641, -154.713, 853.575, -156.34, 769.975, -155.426, 0, 0
3761, 0.00000, 851.768, -154.835, 919.872, -156.457, 830.704, -155.544, 0, 0
3762, 0.00000, 990.148, -155.075, 1068.67, -156.69, 967.778, -155.772, 0, 0
3763, 0.00000, 1179.92, -155.351, 1273.05, -156.953, 1158.3, -156.025, 0, 0
3764, 0.00000, 1248.9, -155.441, 1347.99, -157.038, 1227.41, -156.103, 0, 0
3765, 0.00000, 1333.18, -155.543, 1438.26, -157.132, 1311.17, -156.191, 0, 0
3766, 0.00000, 1337.29, -155.547, 1441.83, -157.136, 1315.23, -156.194, 0, 0
3767, 0.00000, 1237.41, -155.425, 1334.66, -157.023, 1216.78, -156.09, 0, 0
3768, 0.00000, 1088.32, -155.226, 1174.09, -156.837, 1068.22, -155.914, 0, 0
3769, 0.00000, 965.953, -155.04, 1042.32, -156.659, 946.296, -155.743, 0, 0
3770, 0.00000, 927.705, -154.975, 1001.81, -156.595, 908.093, -155.681, 0, 0
3771, 0.00000, 937.009, -154.989, 1012.03, -156.61, 917.858, -155.696, 0, 0
3772, 0.00000, 919.407, -154.96, 993.033, -156.581, 900.238, -155.668, 0, 0
3773, 0.00000, 946.387, -155.005, 1022.6, -156.625, 926.886, -155.71, 0, 0
3774, 0.00000, 987.791, -155.073, 1066.52, -156.689, 966.695, -155.771, 0, 0
3775, 0.00000, 1154.97, -155.319, 1246.8, -156.922, 1132.13, -155.993, 0, 0
3776, 0.00000, 1237.94, -155.428, 1334.99, -157.022, 1210.36, -156.084, 0, 0
3777, 0.00000, 1110.65, -155.26, 1198.34, -156.866, 1081.33, -155.93, 0, 0
3778, 0.00000, 1018.3, -155.127, 1100.07, -156.739, 987.967, -155.804, 0, 0
3779, 0.00000, 948.842, -155.017, 1026.01, -156.634, 918.189, -155.698, 0, 0
3780, 0.00000, 852.566, -154.848, 922.027, -156.47, 821.35, -155.531, 0, 0
3781, 0.00000, 783.3, -154.709, 847.896, -156.335, 753.484, -155.393, 0, 0
3782, 0.00000, 712.869, -154.552, 771.953, -156.179, 682.73, -155.229, 0, 0
3783, 0.00000, 688.828, -154.49, 746.127, -156.117, 658.913, -155.164, 0, 0
3784, 0.00000, 702.942, -154.521, 762.242, -156.15, 675.036, -155.203, 0, 0
3785, 0.00000, 770.258, -154.674, 834.865, -156.3, 743.452, -155.365, 0, 0
3786, 0.00000, 938.29, -154.993, 1016.21, -156.611, 913.396, -155.685, 0, 0
3787, 0.00000, 1142.11, -155.303, 1235.05, -156.907, 1117.58, -155.975, 0, 0
3788, 0.00000, 1158.73, -155.326, 1253.22, -156.93, 1135.73, -155.997, 0, 0
3789, 0.00000, 1223.28, -155.411, 1322.88, -157.01, 1201.73, -156.074, 0, 0
3790, 0.00000, 1232.88, -155.422, 1332.73, -157.021, 1212.06, -156.085, 0, 0
3791, 0.00000, 1122.91, -155.276, 1213.92, -156.885, 1103.51, -155.958, 0, 0
3792, 0.00000, 1005.22, -155.104, 1086.89, -156.722, 986.391, -155.802, 0, 0
3793, 0.00000, 936.35, -154.991, 1012.64, -156.613, 917.697, -155.697, 0, 0
3794, 0.00000, 909.131, -154.944, 983.574, -156.567, 890.824, -155.652, 0, 0
3795, 0.00000, 922.134, -154.965, 997.466, -156.587, 903.643, -155.673, 0, 0
3796, 0.00000, 951.632, -155.015, 1029.31, -156.635, 933.17, -155.72, 0, 0
3797, 0.00000, 955.717, -155.022, 1033.75, -156.642, 936.755, -155.726, 0, 0
3798, 0.00000, 1048.79, -155.168, 1132.91, -156.779, 1026.83, -155.857, 0, 0
3799, 0.00000, 1248.14, -155.442, 1348.33, -157.038, 1225.41, -156.101, 0, 0
3800, 0.00000, 1307.26, -155.514, 1411.73, -157.104, 1281.72, -156.16, 0, 0
3801, 0.00000, 1213.04, -155.398, 1310.87, -156.996, 1185.31, -156.054, 0, 0
3802, 0.00000, 1115.64, -155.27, 1205.98, -156.874, 1085.35, -155.935, 0, 0
3803, 0.00000, 1074.1, -155.211, 1162.02, -156.819, 1043.68, -155.88, 0, 0
3804, 0.00000, 1029.6, -155.145, 1114.42, -156.757, 999.608, -155.819, 0, 0
3805, 0.00000, 974.758, -155.06, 1054.78, -156.675, 944.401, -155.738, 0, 0
3806, 0.00000, 938.766, -155, 1016.41, -156.618, 909.119, -155.682, 0, 0
3807, 0.00000, 903.753, -154.94, 978.339, -156.56, 873.776, -155.623, 0, 0
3808, 0.00000, 918.407, -154.964, 994.716, -156.583, 890.198, -155.649, 0, 0
3809, 0.00000, 947.776, -155.013, 1026.26, -156.631, 919.957, -155.698, 0, 0
3810, 0.00000, 1077.51, -155.214, 1166.21, -156.822, 1050.87, -155.889, 0, 0
3811, 0.00000, 1295.14, -155.502, 1400.36, -157.093, 1270.06, -156.149, 0, 0
3812, 0.00000, 1349.49, -155.565, 1458.67, -157.152, 1325.91, -156.204, 0, 0
3813, 0.00000, 1401.5, -155.625, 1515.05, -157.207, 1379.21, -156.256, 0, 0
3814, 0.00000, 1372.39, -155.591, 1483.68, -157.177, 1351.6, -156.229, 0, 0
3815, 0.00000, 1309.74, -155.516, 1415.23, -157.108, 1289.74, -156.167, 0, 0
3816, 0.00000, 1169.11, -155.339, 1263.6, -156.944, 1149.74, -156.014, 0, 0
3817, 0.00000, 1050.21, -155.172, 1134.62, -156.785, 1029.99, -155.863, 0, 0
3818, 0.00000, 948.773, -155.013, 1025.49, -156.633, 928.74, -155.715, 0, 0
3819, 0.00000, 918.709, -154.96, 993.002, -156.581, 898.459, -155.665, 0, 0
3820, 0.00000, 895.129, -154.918, 967.696, -156.541, 874.76, -155.625, 0, 0
3821, 0.00000, 897.733, -154.923, 970.507, -156.545, 876.552, -155.627, 0, 0
3822, 0.00000, 964.678, -155.036, 1042.23, -156.653, 941.886, -155.733, 0, 0
3823, 0.00000, 1132.23, -155.288, 1223.03, -156.893, 1107.57, -155.963, 0, 0
3824, 0.00000, 1148.66, -155.312, 1241.38, -156.916, 1123.68, -155.982, 0, 0
3825, 0.00000, 1076.19, -155.212, 1163.93, -156.822, 1049.98, -155.889, 0, 0
3826, 0.00000, 992.357, -155.088, 1074.88, -156.704, 965.32, -155.77, 0, 0
3827, 0.00000, 987.054, -155.079, 1069.78, -156.695, 959.853, -155.76, 0, 0
3828, 0.00000, 948.488, -155.017, 1028.1, -156.636, 921.401, -155.701, 0, 0
