temperature,wind_speed,humidity,solar_dir,solar_diff,solar_global
6:28:16:0:0,80.6,2.31,0.13,53,18,70
6:28:17:0:0,81.3,3.14,0.1,61,20,81
6:28:18:0:0,85.6,3.21,0.09,65,22,87
6:28:19:0:0,85.3,3.85,0.07,47,16,63
6:28:20:0:0,85.1,4.25,0.06,45,15,60
6:28:21:0:0,84.9,4.42,0.08,40,13,53
6:28:22:0:0,84.7,4.26,0.08,39,13,52
6:28:23:0:0,82.9,4.03,0.07,36,12,48
6:29:0:0:0,81.7,4.75,0.11,24,8,31
6:29:1:0:0,77.4,5.23,0.11,7,2,10
6:29:2:0:0,73.9,3.38,0.14,0,0,0
6:29:3:0:0,72.1,1.24,0.19,0,0,0
6:29:4:0:0,70.3,2.77,0.19,0,0,0
6:29:5:0:0,66.0,1.89,0.21,0,0,0
6:29:6:0:0,65.3,2.06,0.2,0,0,0
6:29:7:0:0,61.5,1.97,0.21,0,0,0
6:29:8:0:0,61.0,1.32,0.23,0,0,0
6:29:9:0:0,59.2,2.03,0.23,0,0,0
6:29:10:0:0,59.2,1.74,0.23,0,0,0
6:29:11:0:0,57.0,1.2,0.25,0,0,0
6:29:12:0:0,61.9,1.54,0.25,3,1,4
6:29:13:0:0,62.4,0.5,0.23,7,2,9
6:29:14:0:0,67.1,0.68,0.21,20,7,26
6:29:15:0:0,69.6,1.25,0.17,30,10,41
6:29:16:0:0,75.0,1.94,0.15,49,16,65
6:29:17:0:0,73.9,3.16,0.13,41,14,55
6:29:18:0:0,78.6,3.51,0.13,49,16,65
6:29:19:0:0,76.8,4.27,0.12,68,23,90
6:29:20:0:0,79.2,3.18,0.11,59,20,78
6:29:21:0:0,77.7,3.27,0.09,59,20,79
6:29:22:0:0,77.9,2.53,0.09,50,17,67
6:29:23:0:0,78.6,2.7,0.09,39,13,52
6:30:0:0:0,77.0,2.34,0.1,26,9,34
6:30:1:0:0,75.6,2.42,0.11,12,4,16
6:30:2:0:0,70.7,2.71,0.12,2,1,3
6:30:3:0:0,68.7,3.75,0.15,0,0,0
6:30:4:0:0,66.2,1.93,0.18,0,0,0
6:30:5:0:0,64.2,0.79,0.2,0,0,0
6:30:6:0:0,62.1,0.96,0.22,0,0,0
6:30:7:0:0,58.5,1.81,0.25,0,0,0
6:30:8:0:0,57.9,1.64,0.27,0,0,0
6:30:9:0:0,54.5,1.16,0.28,0,0,0
6:30:10:0:0,55.6,1.49,0.31,0,0,0
6:30:11:0:0,54.9,1.68,0.32,0,0,0
6:30:12:0:0,56.5,2.27,0.32,4,1,5
6:30:13:0:0,63.0,2.42,0.27,17,6,22
6:30:14:0:0,67.1,1.99,0.23,30,10,40
6:30:15:0:0,68.9,1.5,0.21,43,14,57
6:30:16:0:0,74.1,1.87,0.18,53,18,71
6:30:17:0:0,73.2,2.31,0.16,61,20,82
6:30:18:0:0,77.5,2.58,0.14,66,22,88
6:30:19:0:0,82.8,2.53,0.11,68,23,90
6:30:20:0:0,82.6,3.2,0.08,65,22,87
6:30:21:0:0,82.2,3.09,0.08,59,20,79
6:30:22:0:0,81.9,3.0,0.09,50,17,67
6:30:23:0:0,82.4,2.73,0.1,39,13,51
7:1:0:0:0,82.9,2.79,0.09,26,9,34
7:1:1:0:0,81.7,1.95,0.09,12,4,16
7:1:2:0:0,76.5,1.4,0.1,2,1,2
7:1:3:0:0,72.9,1.74,0.12,0,0,0
7:1:4:0:0,71.4,2.48,0.15,0,0,0
7:1:5:0:0,68.9,0.92,0.17,0,0,0
7:1:6:0:0,65.8,0.61,0.19,0,0,0
7:1:7:0:0,64.2,2.23,0.21,0,0,0
7:1:8:0:0,64.9,2.88,0.21,0,0,0
7:1:9:0:0,63.0,2.65,0.21,0,0,0
7:1:10:0:0,61.2,3.26,0.23,0,0,0
7:1:11:0:0,58.1,2.81,0.25,0,0,0
7:1:12:0:0,61.2,2.65,0.25,4,1,5
7:1:13:0:0,68.0,2.05,0.21,16,5,21
7:1:14:0:0,73.2,2.1,0.17,30,10,39
7:1:15:0:0,73.9,1.31,0.14,42,14,56
7:1:16:0:0,81.1,1.77,0.12,53,18,70
7:1:17:0:0,86.5,2.56,0.1,60,20,80
7:1:18:0:0,89.6,3.17,0.09,65,22,87
7:1:19:0:0,91.9,4.39,0.07,67,22,89
7:1:20:0:0,90.0,4.62,0.05,63,21,84
7:1:21:0:0,93.2,3.86,0.05,52,17,69
7:1:22:0:0,90.9,3.41,0.06,27,9,37
7:1:23:0:0,88.5,3.67,0.06,29,10,39
7:2:0:0:0,86.4,3.14,0.07,18,6,24
7:2:1:0:0,84.7,3.46,0.08,7,2,9
7:2:2:0:0,80.6,2.78,0.09,1,0,1
7:2:3:0:0,77.4,2.08,0.09,0,0,0
7:2:4:0:0,76.1,1.92,0.1,0,0,0
7:2:5:0:0,73.8,2.55,0.1,0,0,0
7:2:6:0:0,72.9,3.28,0.12,0,0,0
7:2:7:0:0,70.9,3.02,0.13,0,0,0
7:2:8:0:0,67.3,1.9,0.13,0,0,0
7:2:9:0:0,66.7,1.54,0.15,0,0,0
7:2:10:0:0,62.8,1.61,0.18,0,0,0
7:2:11:0:0,65.5,3.46,0.19,0,0,0
7:2:12:0:0,62.6,1.49,0.18,2,1,3
7:2:13:0:0,68.7,1.4,0.18,13,4,18
7:2:14:0:0,74.7,1.75,0.15,27,9,36
7:2:15:0:0,79.5,1.0,0.12,40,13,54
7:2:16:0:0,85.5,1.54,0.1,51,17,69
7:2:17:0:0,88.3,2.77,0.08,60,20,80
7:2:18:0:0,93.2,4.58,0.06,63,21,84
7:2:19:0:0,94.1,4.7,0.05,59,20,79
7:2:20:0:0,94.3,5.84,0.04,64,21,86
7:2:21:0:0,96.1,5.11,0.04,44,15,59
7:2:22:0:0,86.5,4.85,0.04,32,11,43
7:2:23:0:0,87.6,3.86,0.06,12,4,16
7:3:0:0:0,87.1,3.86,0.07,26,9,35
7:3:1:0:0,83.5,2.11,0.07,10,3,14
7:3:2:0:0,76.1,1.94,0.08,0,0,0
7:3:3:0:0,73.9,2.11,0.1,0,0,0
7:3:4:0:0,74.7,3.08,0.13,0,0,0
7:3:5:0:0,73.2,4.49,0.2,0,0,0
7:3:6:0:0,69.3,2.66,0.22,0,0,0
7:3:7:0:0,67.6,1.68,0.24,0,0,0
7:3:8:0:0,66.7,1.57,0.27,0,0,0
7:3:9:0:0,63.5,1.07,0.29,0,0,0
7:3:10:0:0,61.9,2.0,0.3,0,0,0
7:3:11:0:0,61.3,2.65,0.32,0,0,0
7:3:12:0:0,62.4,0.94,0.32,3,1,4
7:3:13:0:0,67.8,0.87,0.28,15,5,20
7:3:14:0:0,73.0,0.94,0.24,29,10,38
7:3:15:0:0,77.5,2.18,0.2,41,14,55
7:3:16:0:0,80.8,1.57,0.17,52,17,70
7:3:17:0:0,84.6,1.68,0.12,60,20,80
7:3:18:0:0,86.7,2.12,0.08,65,22,87
7:3:19:0:0,91.0,2.66,0.06,66,22,88
7:3:20:0:0,90.1,2.69,0.06,62,21,83
7:3:21:0:0,90.7,2.37,0.05,58,19,78
7:3:22:0:0,93.0,2.28,0.05,49,16,66
7:3:23:0:0,93.7,2.35,0.04,38,13,51
7:4:0:0:0,90.7,2.69,0.03,26,9,34
7:4:1:0:0,86.9,2.07,0.03,12,4,17
7:4:2:0:0,80.8,1.56,0.04,2,1,3
7:4:3:0:0,77.2,2.61,0.05,0,0,0
7:4:4:0:0,76.1,3.64,0.05,0,0,0
7:4:5:0:0,75.0,1.37,0.06,0,0,0
7:4:6:0:0,71.8,1.55,0.07,0,0,0
7:4:7:0:0,72.9,2.45,0.07,0,0,0
7:4:8:0:0,69.3,2.59,0.08,0,0,0
7:4:9:0:0,70.7,3.57,0.08,0,0,0
7:4:10:0:0,68.9,3.14,0.09,0,0,0
7:4:11:0:0,68.7,2.34,0.09,0,0,0
7:4:12:0:0,71.6,3.21,0.09,4,1,5
7:4:13:0:0,79.5,1.41,0.1,17,6,23
7:4:14:0:0,80.6,3.44,0.12,31,10,41
7:4:15:0:0,83.1,2.68,0.12,29,10,39
7:4:16:0:0,83.3,3.2,0.12,34,11,46
7:4:17:0:0,84.7,4.1,0.12,41,14,54
7:4:18:0:0,87.3,4.04,0.12,45,15,59
7:4:19:0:0,91.9,3.35,0.11,69,23,92
7:4:20:0:0,88.9,3.27,0.1,52,17,69
7:4:21:0:0,90.9,3.05,0.1,58,19,77
7:4:22:0:0,90.3,2.5,0.1,47,16,62
7:4:23:0:0,91.0,2.69,0.09,37,12,50
7:5:0:0:0,89.2,2.25,0.1,24,8,33
7:5:1:0:0,88.2,1.82,0.1,8,3,11
7:5:2:0:0,84.7,1.65,0.11,1,0,2
7:5:3:0:0,82.4,1.6,0.13,0,0,0
7:5:4:0:0,80.4,2.1,0.14,0,0,0
7:5:5:0:0,79.3,2.27,0.16,0,0,0
7:5:6:0:0,76.1,1.8,0.18,0,0,0
7:5:7:0:0,73.2,2.53,0.22,0,0,0
7:5:8:0:0,72.3,3.08,0.25,0,0,0
7:5:9:0:0,72.3,1.63,0.25,0,0,0
7:5:10:0:0,69.8,2.39,0.28,0,0,0
7:5:11:0:0,69.6,1.71,0.28,0,0,0
7:5:12:0:0,74.1,0.77,0.27,2,1,3
7:5:13:0:0,76.3,1.16,0.26,14,5,19
7:5:14:0:0,78.8,1.2,0.24,28,9,37
7:5:15:0:0,84.9,2.39,0.22,40,13,53
7:5:16:0:0,86.7,2.77,0.2,51,17,67
7:5:17:0:0,88.3,2.61,0.18,59,20,78
7:5:18:0:0,89.8,2.82,0.16,63,21,85
7:5:19:0:0,94.3,2.9,0.14,65,22,87
7:5:20:0:0,91.2,2.72,0.12,63,21,84
7:5:21:0:0,93.7,2.65,0.1,58,19,77
7:5:22:0:0,94.1,2.7,0.09,48,16,64
7:5:23:0:0,94.1,2.73,0.08,37,12,49
7:6:0:0:0,90.9,2.37,0.09,16,5,22
7:6:1:0:0,88.9,2.41,0.09,3,1,4
7:6:2:0:0,83.8,1.39,0.14,0,0,0
7:6:3:0:0,80.4,2.78,0.15,0,0,0
7:6:4:0:0,79.5,3.54,0.15,0,0,0
7:6:5:0:0,79.2,2.62,0.17,0,0,0
7:6:6:0:0,76.6,2.63,0.18,0,0,0
7:6:7:0:0,74.7,2.86,0.23,0,0,0
7:6:8:0:0,74.5,3.06,0.24,0,0,0
7:6:9:0:0,73.9,1.71,0.25,0,0,0
7:6:10:0:0,72.9,1.9,0.27,0,0,0
7:6:11:0:0,70.2,1.87,0.29,0,0,0
7:6:12:0:0,73.9,1.09,0.3,3,1,4
7:6:13:0:0,79.3,0.83,0.25,14,5,18
7:6:14:0:0,81.1,1.77,0.23,27,9,36
7:6:15:0:0,86.9,2.05,0.21,39,13,52
7:6:16:0:0,90.1,2.67,0.18,50,17,67
7:6:17:0:0,90.5,2.85,0.17,58,19,78
7:6:18:0:0,92.1,2.68,0.15,63,21,85
7:6:19:0:0,95.4,3.27,0.12,63,21,84
7:6:20:0:0,97.2,3.28,0.11,62,21,83
7:6:21:0:0,95.4,3.11,0.09,58,19,78
7:6:22:0:0,94.3,2.62,0.1,35,12,46
7:6:23:0:0,91.9,2.21,0.11,14,5,19
7:7:0:0:0,88.3,2.82,0.13,2,1,2
7:7:1:0:0,81.5,5.49,0.22,1,0,1
7:7:2:0:0,83.5,2.27,0.18,0,0,0
7:7:3:0:0,81.5,1.05,0.2,0,0,0
7:7:4:0:0,80.8,1.17,0.22,0,0,0
7:7:5:0:0,77.0,2.49,0.26,0,0,0
7:7:6:0:0,76.6,1.76,0.28,0,0,0
7:7:7:0:0,74.1,1.68,0.3,0,0,0
7:7:8:0:0,72.5,2.39,0.3,0,0,0
7:7:9:0:0,74.5,2.09,0.3,0,0,0
7:7:10:0:0,71.1,2.16,0.28,0,0,0
7:7:11:0:0,70.3,3.04,0.35,0,0,0
7:7:12:0:0,70.5,2.7,0.35,3,1,4
7:7:13:0:0,75.6,2.48,0.32,14,5,19
7:7:14:0:0,79.3,2.02,0.28,27,9,36
7:7:15:0:0,82.0,1.34,0.24,39,13,52
7:7:16:0:0,87.1,1.53,0.21,50,17,67
7:7:17:0:0,90.0,1.78,0.18,58,19,77
7:7:18:0:0,95.0,2.24,0.15,63,21,84
7:7:19:0:0,97.0,2.12,0.13,65,22,86
7:7:20:0:0,98.8,2.57,0.12,65,22,87
7:7:21:0:0,84.0,3.46,0.14,39,13,52
7:7:22:0:0,85.1,3.03,0.2,25,8,34
7:7:23:0:0,86.0,4.09,0.18,12,4,16
7:8:0:0:0,85.5,4.01,0.18,9,3,12
7:8:1:0:0,82.9,2.59,0.19,3,1,3
7:8:2:0:0,79.5,4.02,0.24,0,0,0
7:8:3:0:0,77.9,3.16,0.26,0,0,0
7:8:4:0:0,76.3,3.34,0.29,0,0,0
7:8:5:0:0,75.6,3.2,0.3,0,0,0
7:8:6:0:0,73.6,1.09,0.3,0,0,0
7:8:7:0:0,73.0,2.21,0.32,0,0,0
7:8:8:0:0,70.7,2.41,0.34,0,0,0
7:8:9:0:0,71.6,2.68,0.34,0,0,0
7:8:10:0:0,70.2,1.76,0.35,0,0,0
7:8:11:0:0,71.1,2.44,0.37,0,0,0
7:8:12:0:0,70.9,2.31,0.38,3,1,4
7:8:13:0:0,75.7,2.87,0.37,16,5,21
7:8:14:0:0,77.9,3.39,0.32,21,7,28
7:8:15:0:0,82.4,2.58,0.28,33,11,44
7:8:16:0:0,84.6,2.02,0.22,49,16,66
7:8:17:0:0,89.1,1.79,0.19,58,19,77
7:8:18:0:0,91.9,2.03,0.15,63,21,84
7:8:19:0:0,93.6,2.58,0.13,64,21,86
7:8:20:0:0,96.6,2.45,0.13,60,20,80
7:8:21:0:0,95.5,2.5,0.13,57,19,76
7:8:22:0:0,94.8,1.96,0.12,48,16,64
7:8:23:0:0,92.1,1.93,0.13,13,4,17
7:9:0:0:0,92.5,2.26,0.13,15,5,20
7:9:1:0:0,89.2,2.57,0.14,3,1,4
7:9:2:0:0,86.7,1.74,0.16,0,0,0
7:9:3:0:0,82.6,1.92,0.17,0,0,0
7:9:4:0:0,79.9,1.61,0.19,0,0,0
7:9:5:0:0,80.6,2.24,0.21,0,0,0
7:9:6:0:0,77.7,0.57,0.25,0,0,0
7:9:7:0:0,74.3,0.68,0.26,0,0,0
7:9:8:0:0,74.8,0.54,0.28,0,0,0
7:9:9:0:0,71.1,1.24,0.35,0,0,0
7:9:10:0:0,72.5,1.87,0.4,0,0,0
7:9:11:0:0,74.1,1.53,0.33,0,0,0
7:9:12:0:0,77.7,1.49,0.3,5,2,7
7:9:13:0:0,79.7,1.96,0.27,13,4,18
7:9:14:0:0,82.4,2.65,0.25,27,9,36
7:9:15:0:0,86.7,3.38,0.2,39,13,53
7:9:16:0:0,89.1,2.89,0.18,50,17,67
7:9:17:0:0,90.1,2.98,0.17,58,19,77
7:9:18:0:0,94.5,2.72,0.15,63,21,84
7:9:19:0:0,93.9,2.99,0.14,64,21,86
7:9:20:0:0,92.1,2.85,0.13,61,20,81
7:9:21:0:0,97.5,2.57,0.12,57,19,75
7:9:22:0:0,93.9,2.6,0.11,44,15,59
7:9:23:0:0,94.5,2.38,0.11,22,7,29
7:10:0:0:0,92.3,2.88,0.13,13,4,17
7:10:1:0:0,88.3,3.04,0.13,5,2,7
7:10:2:0:0,84.7,2.16,0.16,0,0,0
7:10:3:0:0,72.0,4.68,0.45,0,0,0
7:10:4:0:0,72.7,5.47,0.45,0,0,0
7:10:5:0:0,73.0,4.79,0.4,0,0,0
7:10:6:0:0,72.7,3.23,0.39,0,0,0
7:10:7:0:0,69.4,1.64,0.4,0,0,0
7:10:8:0:0,67.8,0.61,0.5,0,0,0
7:10:9:0:0,67.1,1.66,0.53,0,0,0
7:10:10:0:0,65.7,0.23,0.56,0,0,0
7:10:11:0:0,64.2,0.72,0.59,0,0,0
7:10:12:0:0,66.4,1.63,0.57,2,1,3
7:10:13:0:0,69.6,1.08,0.54,9,3,12
7:10:14:0:0,74.7,1.43,0.45,25,8,33
7:10:15:0:0,75.7,1.39,0.38,40,13,53
7:10:16:0:0,81.1,1.66,0.33,50,17,67
7:10:17:0:0,83.1,2.16,0.27,58,19,77
7:10:18:0:0,85.1,2.39,0.23,58,19,78
7:10:19:0:0,87.6,2.6,0.21,64,21,86
7:10:20:0:0,89.8,2.78,0.18,63,21,84
7:10:21:0:0,96.8,2.7,0.16,60,20,80
7:10:22:0:0,84.6,3.39,0.17,31,10,41
7:10:23:0:0,86.2,4.57,0.23,26,9,34
7:11:0:0:0,73.8,7.96,0.36,13,4,17
7:11:1:0:0,74.8,6.9,0.36,0,0,1
7:11:2:0:0,65.3,3.43,0.56,0,0,0
7:11:3:0:0,65.3,6.28,0.67,0,0,0
7:11:4:0:0,63.0,5.19,0.69,0,0,0
7:11:5:0:0,67.3,4.4,0.63,0,0,0
7:11:6:0:0,64.4,2.27,0.72,0,0,0
7:11:7:0:0,62.8,2.87,0.76,0,0,0
7:11:8:0:0,63.9,2.79,0.73,0,0,0
7:11:9:0:0,63.5,1.6,0.71,0,0,0
7:11:10:0:0,63.5,1.99,0.7,0,0,0
7:11:11:0:0,62.4,0.55,0.74,0,0,0
7:11:12:0:0,62.8,0.28,0.77,0,0,0
7:11:13:0:0,65.7,1.84,0.75,5,2,7
7:11:14:0:0,67.1,1.8,0.67,12,4,16
7:11:15:0:0,71.4,1.59,0.6,38,13,50
7:11:16:0:0,73.9,1.99,0.53,33,11,44
7:11:17:0:0,77.5,1.59,0.44,53,18,70
7:11:18:0:0,80.1,1.94,0.36,63,21,84
7:11:19:0:0,84.4,1.82,0.31,64,21,85
7:11:20:0:0,86.2,1.78,0.25,62,21,83
7:11:21:0:0,83.3,2.21,0.23,25,8,34
7:11:22:0:0,72.1,4.91,0.32,23,8,30
7:11:23:0:0,77.4,3.18,0.39,9,3,13
7:12:0:0:0,82.2,2.05,0.28,17,6,22
7:12:1:0:0,80.2,2.01,0.25,10,3,13
7:12:2:0:0,75.4,2.5,0.35,1,0,1
7:12:3:0:0,74.5,2.63,0.35,0,0,0
7:12:4:0:0,74.5,3.71,0.35,0,0,0
7:12:5:0:0,71.1,2.07,0.36,0,0,0
7:12:6:0:0,69.6,1.56,0.43,0,0,0
7:12:7:0:0,68.7,2.24,0.46,0,0,0
7:12:8:0:0,69.3,1.79,0.43,0,0,0
7:12:9:0:0,68.2,1.9,0.41,0,0,0
7:12:10:0:0,66.2,1.74,0.47,0,0,0
7:12:11:0:0,65.1,1.98,0.49,0,0,0
7:12:12:0:0,67.1,2.11,0.47,3,1,4
7:12:13:0:0,69.3,1.88,0.45,12,4,16
7:12:14:0:0,73.2,2.28,0.41,27,9,36
7:12:15:0:0,77.0,1.51,0.35,40,13,53
7:12:16:0:0,81.5,1.23,0.28,50,17,67
7:12:17:0:0,89.2,1.62,0.23,59,20,78
7:12:18:0:0,88.5,2.0,0.16,64,21,85
7:12:19:0:0,91.4,2.2,0.14,68,23,91
7:12:20:0:0,91.8,2.25,0.13,69,23,92
7:12:21:0:0,92.7,2.21,0.12,59,20,79
7:12:22:0:0,90.9,2.15,0.12,51,17,68
7:12:23:0:0,90.5,1.52,0.13,23,8,30
7:13:0:0:0,90.9,1.77,0.13,26,9,34
7:13:1:0:0,88.7,1.53,0.13,13,4,17
7:13:2:0:0,84.7,1.74,0.16,1,0,2
7:13:3:0:0,77.7,2.44,0.24,0,0,0
7:13:4:0:0,77.2,3.39,0.23,0,0,0
7:13:5:0:0,78.4,3.11,0.21,0,0,0
7:13:6:0:0,76.5,2.24,0.2,0,0,0
7:13:7:0:0,72.7,1.32,0.24,0,0,0
7:13:8:0:0,73.2,2.13,0.23,0,0,0
7:13:9:0:0,71.2,1.88,0.27,0,0,0
7:13:10:0:0,68.2,2.47,0.25,0,0,0
7:13:11:0:0,69.3,3.6,0.26,0,0,0
7:13:12:0:0,69.6,3.46,0.25,3,1,4
7:13:13:0:0,72.3,2.9,0.26,10,3,14
7:13:14:0:0,80.1,2.64,0.22,20,7,27
7:13:15:0:0,82.0,3.44,0.19,39,13,52
7:13:16:0:0,85.3,1.77,0.2,50,17,67
7:13:17:0:0,88.5,1.96,0.18,58,19,77
7:13:18:0:0,89.8,2.94,0.16,60,20,80
7:13:19:0:0,92.1,2.78,0.16,66,22,88
7:13:20:0:0,88.9,2.91,0.15,29,10,39
7:13:21:0:0,79.7,4.12,0.26,13,4,18
7:13:22:0:0,82.0,2.8,0.27,14,5,18
7:13:23:0:0,78.6,2.81,0.26,8,3,11
7:14:0:0:0,75.7,5.03,0.34,5,2,7
7:14:1:0:0,74.3,4.37,0.38,3,1,4
7:14:2:0:0,72.5,3.2,0.43,0,0,0
7:14:3:0:0,71.8,2.54,0.45,0,0,0
7:14:4:0:0,70.5,1.02,0.44,0,0,0
7:14:5:0:0,70.2,1.25,0.47,0,0,0
7:14:6:0:0,69.4,1.15,0.47,0,0,0
7:14:7:0:0,68.9,0.89,0.49,0,0,0
7:14:8:0:0,68.7,1.18,0.51,0,0,0
7:14:9:0:0,68.4,0.15,0.51,0,0,0
7:14:10:0:0,67.3,1.96,0.54,0,0,0
7:14:11:0:0,66.9,1.77,0.52,0,0,0
7:14:12:0:0,66.4,0.67,0.47,0,0,0
7:14:13:0:0,68.0,0.89,0.56,2,1,3
7:14:14:0:0,66.7,1.44,0.56,3,1,4
7:14:15:0:0,70.3,0.89,0.58,11,4,15
7:14:16:0:0,73.9,1.46,0.44,47,16,63
7:14:17:0:0,76.8,1.54,0.36,39,13,51
7:14:18:0:0,81.1,1.91,0.31,68,23,90
7:14:19:0:0,81.0,2.32,0.28,68,23,91
7:14:20:0:0,84.9,2.04,0.24,62,21,83
7:14:21:0:0,85.6,1.68,0.23,31,10,42
7:14:22:0:0,86.9,1.88,0.2,50,17,66
7:14:23:0:0,88.7,2.47,0.19,32,11,43
7:15:0:0:0,86.9,2.54,0.21,19,6,25
7:15:1:0:0,82.4,2.58,0.22,4,1,5
7:15:2:0:0,79.2,1.37,0.24,0,0,0
7:15:3:0:0,78.6,2.29,0.26,0,0,0
7:15:4:0:0,76.3,3.02,0.25,0,0,0
7:15:5:0:0,76.1,3.04,0.26,0,0,0
7:15:6:0:0,74.7,2.12,0.26,0,0,0
7:15:7:0:0,71.8,2.32,0.27,0,0,0
7:15:8:0:0,70.5,2.83,0.31,0,0,0
7:15:9:0:0,69.4,2.9,0.36,0,0,0
7:15:10:0:0,68.5,2.25,0.39,0,0,0
7:15:11:0:0,67.1,2.62,0.42,0,0,0
7:15:12:0:0,70.3,2.38,0.41,1,0,1
7:15:13:0:0,72.1,2.31,0.38,8,3,10
7:15:14:0:0,77.5,2.36,0.34,23,8,31
7:15:15:0:0,81.9,1.63,0.3,40,13,54
7:15:16:0:0,82.4,1.34,0.26,40,13,53
7:15:17:0:0,87.1,1.75,0.21,55,18,74
7:15:18:0:0,88.0,2.15,0.18,63,21,83
7:15:19:0:0,92.8,2.49,0.14,67,22,89
7:15:20:0:0,82.0,2.72,0.19,18,6,24
7:15:21:0:0,78.4,2.75,0.27,7,2,10
7:15:22:0:0,77.5,3.31,0.3,9,3,12
7:15:23:0:0,81.1,3.8,0.29,22,7,29
7:16:0:0:0,81.3,2.83,0.27,23,8,31
7:16:1:0:0,81.1,1.74,0.23,12,4,16
7:16:2:0:0,75.2,0.72,0.33,1,0,2
7:16:3:0:0,73.6,1.56,0.34,0,0,0
7:16:4:0:0,73.9,0.64,0.32,0,0,0
7:16:5:0:0,72.5,1.49,0.32,0,0,0
7:16:6:0:0,68.9,1.31,0.32,0,0,0
7:16:7:0:0,69.4,1.95,0.38,0,0,0
7:16:8:0:0,67.1,1.75,0.38,0,0,0
7:16:9:0:0,65.5,1.56,0.4,0,0,0
7:16:10:0:0,63.5,1.19,0.44,0,0,0
7:16:11:0:0,63.0,1.28,0.49,0,0,0
7:16:12:0:0,63.3,2.51,0.51,2,1,3
7:16:13:0:0,69.1,3.3,0.46,12,4,16
7:16:14:0:0,72.7,3.25,0.39,27,9,35
7:16:15:0:0,77.4,2.65,0.32,39,13,52
7:16:16:0:0,79.7,1.76,0.29,50,17,66
7:16:17:0:0,82.2,1.82,0.25,58,19,77
7:16:18:0:0,87.6,2.63,0.19,63,21,84
7:16:19:0:0,86.0,3.11,0.17,52,17,69
7:16:20:0:0,84.4,4.0,0.19,22,7,29
7:16:21:0:0,85.5,3.36,0.2,30,10,40
7:16:22:0:0,87.8,2.51,0.16,29,10,38
7:16:23:0:0,88.5,3.02,0.15,40,13,53
7:17:0:0:0,87.3,2.48,0.15,22,7,30
7:17:1:0:0,85.1,2.27,0.16,14,5,18
7:17:2:0:0,79.7,1.51,0.18,2,1,2
7:17:3:0:0,77.4,1.27,0.19,0,0,0
7:17:4:0:0,75.4,0.89,0.22,0,0,0
7:17:5:0:0,74.1,1.1,0.26,0,0,0
7:17:6:0:0,72.0,0.68,0.29,0,0,0
7:17:7:0:0,70.7,0.98,0.32,0,0,0
7:17:8:0:0,69.4,1.35,0.33,0,0,0
7:17:9:0:0,66.0,1.24,0.34,0,0,0
7:17:10:0:0,66.4,1.43,0.35,0,0,0
7:17:11:0:0,65.1,2.0,0.37,0,0,0
7:17:12:0:0,68.7,2.85,0.38,2,1,3
7:17:13:0:0,70.2,2.2,0.33,13,4,17
7:17:14:0:0,75.0,2.87,0.28,27,9,36
7:17:15:0:0,77.7,2.03,0.25,34,11,46
7:17:16:0:0,81.5,1.19,0.23,44,15,59
7:17:17:0:0,87.4,1.71,0.18,58,19,77
7:17:18:0:0,92.8,2.42,0.14,63,21,84
7:17:19:0:0,88.7,2.83,0.13,65,22,86
7:17:20:0:0,94.1,3.07,0.12,64,21,85
7:17:21:0:0,91.4,3.36,0.11,55,18,73
7:17:22:0:0,93.0,3.54,0.11,48,16,64
7:17:23:0:0,90.5,2.89,0.11,30,10,40
7:18:0:0:0,90.0,1.39,0.11,15,5,21
7:18:1:0:0,89.6,1.18,0.12,9,3,12
7:18:2:0:0,85.5,1.43,0.12,1,0,2
7:18:3:0:0,83.1,2.05,0.11,0,0,0
7:18:4:0:0,82.2,3.16,0.1,0,0,0
7:18:5:0:0,77.5,1.69,0.11,0,0,0
7:18:6:0:0,75.0,3.47,0.13,0,0,0
7:18:7:0:0,72.5,2.3,0.14,0,0,0
7:18:8:0:0,72.0,2.47,0.15,0,0,0
7:18:9:0:0,70.9,1.68,0.16,0,0,0
7:18:10:0:0,70.0,1.83,0.17,0,0,0
7:18:11:0:0,65.7,1.47,0.17,0,0,0
7:18:12:0:0,66.7,2.52,0.18,2,1,3
7:18:13:0:0,72.5,0.79,0.17,13,4,18
7:18:14:0:0,75.7,1.68,0.15,27,9,36
7:18:15:0:0,80.4,0.88,0.13,40,13,53
7:18:16:0:0,85.6,1.41,0.11,51,17,67
7:18:17:0:0,88.5,2.0,0.11,58,19,78
7:18:18:0:0,91.6,2.54,0.08,61,20,82
7:18:19:0:0,92.5,2.92,0.09,65,22,87
7:18:20:0:0,93.2,4.02,0.09,62,21,83
7:18:21:0:0,90.9,2.98,0.1,33,11,44
7:18:22:0:0,94.1,2.97,0.1,41,14,55
7:18:23:0:0,93.2,2.33,0.09,32,11,42
7:19:0:0:0,91.9,1.4,0.09,17,6,23
7:19:1:0:0,90.5,1.58,0.09,6,2,8
7:19:2:0:0,85.8,2.48,0.08,0,0,0
7:19:3:0:0,82.8,2.7,0.15,0,0,0
7:19:4:0:0,80.8,1.19,0.16,0,0,0
7:19:5:0:0,79.7,1.38,0.17,0,0,0
7:19:6:0:0,77.9,0.54,0.15,0,0,0
7:19:7:0:0,74.8,1.62,0.14,0,0,0
7:19:8:0:0,73.8,1.46,0.15,0,0,0
7:19:9:0:0,72.7,2.26,0.16,0,0,0
