temperature,wind_speed,humidity,solar_dir,solar_diff,solar_global
6:17:10:0:0,18.5,0.0,93.0,12.75,4.25,17.0
6:17:11:0:0,21.9,0.0,94.0,95.25,31.75,127.0
6:17:12:0:0,24.1,0.0,85.0,222.75,74.25,297.0
6:17:13:0:0,25.7,0.0,78.0,337.5,112.5,450.0
6:17:14:0:0,27.0,0.0,72.0,465.75,155.25,621.0
6:17:15:0:0,28.1,0.0,65.0,517.5,172.5,690.0
6:17:16:0:0,28.5,0.0,59.0,594.0,198.0,792.0
6:17:17:0:0,29.7,0.0,57.0,629.25,209.75,839.0
6:17:18:0:0,29.7,0.0,54.0,651.0,217.0,868.0
6:17:19:0:0,30.4,0.0,51.0,618.75,206.25,825.0
6:17:20:0:0,30.7,0.0,51.0,506.25,168.75,675.0
6:17:21:0:0,29.5,0.0,51.0,394.5,131.5,526.0
6:17:22:0:0,29.2,0.0,54.0,276.0,92.0,368.0
6:17:23:0:0,28.1,0.0,56.0,156.75,52.25,209.0
6:18:0:0:0,25.8,0.0,61.0,27.0,9.0,36.0
6:18:1:0:0,24.8,0.0,66.0,0.0,0.0,0.0
6:18:2:0:0,24.0,0.0,67.0,0.0,0.0,0.0
6:18:3:0:0,23.7,0.0,71.0,0.0,0.0,0.0
6:18:4:0:0,23.0,0.0,74.0,0.0,0.0,0.0
6:18:5:0:0,22.7,0.0,76.0,0.0,0.0,0.0
6:18:6:0:0,22.4,0.0,79.0,0.0,0.0,0.0
6:18:7:0:0,21.9,0.0,82.0,0.0,0.0,0.0
6:18:8:0:0,22.0,0.0,83.0,0.0,0.0,0.0
6:18:9:0:0,22.3,0.0,82.0,0.0,0.0,0.0
6:18:10:0:0,22.3,0.0,80.0,2.25,0.75,3.0
6:18:11:0:0,22.4,0.0,85.0,34.5,11.5,46.0
6:18:12:0:0,24.2,0.0,83.0,160.5,53.5,214.0
6:18:13:0:0,24.8,0.0,80.0,217.5,72.5,290.0
6:18:14:0:0,26.6,0.0,76.0,362.25,120.75,483.0
6:18:15:0:0,26.7,0.0,70.0,496.5,165.5,662.0
6:18:16:0:0,27.3,0.0,69.0,533.25,177.75,711.0
6:18:17:0:0,28.2,0.0,69.0,381.0,127.0,508.0
6:18:18:0:0,30.3,0.0,63.0,610.5,203.5,814.0
6:18:19:0:0,28.6,0.0,66.0,206.25,68.75,275.0
6:18:20:0:0,20.8,0.0,81.0,46.5,15.5,62.0
6:18:21:0:0,21.0,0.0,93.0,2.25,0.75,3.0
6:18:22:0:0,23.3,0.0,93.0,177.0,59.0,236.0
6:18:23:0:0,23.1,0.0,88.0,88.5,29.5,118.0
6:19:0:0:0,22.5,0.0,86.0,10.5,3.5,14.0
6:19:1:0:0,22.0,0.0,85.0,0.0,0.0,0.0
6:19:2:0:0,22.1,0.0,86.0,0.0,0.0,0.0
6:19:3:0:0,21.4,0.0,89.0,0.0,0.0,0.0
6:19:4:0:0,21.0,0.0,92.0,0.0,0.0,0.0
6:19:5:0:0,20.7,0.0,94.0,0.0,0.0,0.0
6:19:6:0:0,20.2,0.0,94.0,0.0,0.0,0.0
6:19:7:0:0,19.5,0.0,94.0,0.0,0.0,0.0
6:19:8:0:0,19.3,0.0,95.0,0.0,0.0,0.0
6:19:9:0:0,18.8,0.0,95.0,0.0,0.0,0.0
6:19:10:0:0,18.5,0.0,95.0,3.0,1.0,4.0
6:19:11:0:0,19.8,0.0,93.0,111.75,37.25,149.0
6:19:12:0:0,21.2,0.0,87.0,261.0,87.0,348.0
6:19:13:0:0,22.6,0.0,80.0,387.75,129.25,517.0
6:19:14:0:0,24.0,0.0,70.0,507.75,169.25,677.0
6:19:15:0:0,24.9,0.0,61.0,511.5,170.5,682.0
6:19:16:0:0,25.4,0.0,57.0,571.5,190.5,762.0
6:19:17:0:0,25.8,0.0,53.0,614.25,204.75,819.0
6:19:18:0:0,25.2,0.0,49.0,575.25,191.75,767.0
6:19:19:0:0,26.7,0.0,50.0,580.5,193.5,774.0
6:19:20:0:0,26.9,0.0,46.0,437.25,145.75,583.0
6:19:21:0:0,26.6,0.0,46.0,381.0,127.0,508.0
6:19:22:0:0,26.0,0.0,45.0,295.5,98.5,394.0
6:19:23:0:0,24.7,0.0,48.0,121.5,40.5,162.0
6:20:0:0:0,23.5,0.0,50.0,40.5,13.5,54.0
6:20:1:0:0,21.4,0.0,56.0,0.0,0.0,0.0
6:20:2:0:0,20.6,0.0,61.0,0.0,0.0,0.0
6:20:3:0:0,19.1,0.0,66.0,0.0,0.0,0.0
6:20:4:0:0,18.2,0.0,72.0,0.0,0.0,0.0
6:20:5:0:0,18.4,0.0,75.0,0.0,0.0,0.0
6:20:6:0:0,17.8,0.0,75.0,0.0,0.0,0.0
6:20:7:0:0,17.8,0.0,77.0,0.0,0.0,0.0
6:20:8:0:0,17.5,0.0,74.0,0.0,0.0,0.0
6:20:9:0:0,16.4,0.0,77.0,0.0,0.0,0.0
6:20:10:0:0,17.1,0.0,81.0,18.75,6.25,25.0
6:20:11:0:0,19.3,0.0,78.0,123.75,41.25,165.0
6:20:12:0:0,22.2,0.0,67.0,266.25,88.75,355.0
6:20:13:0:0,23.6,0.0,57.0,408.0,136.0,544.0
6:20:14:0:0,24.9,0.0,51.0,526.5,175.5,702.0
6:20:15:0:0,25.8,0.0,48.0,624.0,208.0,832.0
6:20:16:0:0,26.6,0.0,46.0,687.75,229.25,917.0
6:20:17:0:0,27.6,0.0,45.0,735.75,245.25,981.0
6:20:18:0:0,26.6,0.0,42.0,525.75,175.25,701.0
6:20:19:0:0,26.5,0.0,43.0,499.5,166.5,666.0
6:20:20:0:0,28.2,0.0,42.0,525.0,175.0,700.0
6:20:21:0:0,28.1,0.0,38.0,440.25,146.75,587.0
6:20:22:0:0,27.6,0.0,36.0,287.25,95.75,383.0
6:20:23:0:0,26.4,0.0,41.0,128.25,42.75,171.0
6:21:0:0:0,24.2,0.0,47.0,29.25,9.75,39.0
6:21:1:0:0,23.4,0.0,51.0,0.0,0.0,0.0
6:21:2:0:0,20.8,0.0,67.0,0.0,0.0,0.0
6:21:3:0:0,21.0,0.0,67.0,0.0,0.0,0.0
6:21:4:0:0,19.9,0.0,66.0,0.0,0.0,0.0
6:21:5:0:0,19.8,0.0,65.0,0.0,0.0,0.0
6:21:6:0:0,19.5,0.0,68.0,0.0,0.0,0.0
6:21:7:0:0,18.9,0.0,74.0,0.0,0.0,0.0
6:21:8:0:0,19.0,0.0,77.0,0.0,0.0,0.0
6:21:9:0:0,18.8,0.0,79.0,0.0,0.0,0.0
6:21:10:0:0,18.5,0.0,80.0,17.25,5.75,23.0
6:21:11:0:0,20.5,0.0,81.0,115.5,38.5,154.0
6:21:12:0:0,22.2,0.0,74.0,250.5,83.5,334.0
6:21:13:0:0,24.9,0.0,69.0,411.0,137.0,548.0
6:21:14:0:0,26.7,0.0,59.0,464.25,154.75,619.0
6:21:15:0:0,28.1,0.0,54.0,611.25,203.75,815.0
6:21:16:0:0,28.3,0.0,51.0,652.5,217.5,870.0
6:21:17:0:0,29.6,0.0,49.0,699.0,233.0,932.0
6:21:18:0:0,29.9,0.0,44.0,687.75,229.25,917.0
6:21:19:0:0,30.3,0.0,46.0,637.5,212.5,850.0
6:21:20:0:0,29.2,0.0,49.0,391.5,130.5,522.0
6:21:21:0:0,28.8,0.0,52.0,338.25,112.75,451.0
6:21:22:0:0,28.1,0.0,55.0,248.25,82.75,331.0
6:21:23:0:0,26.7,0.0,59.0,141.75,47.25,189.0
6:22:0:0:0,25.4,0.0,65.0,39.75,13.25,53.0
6:22:1:0:0,24.4,0.0,70.0,0.0,0.0,0.0
6:22:2:0:0,23.4,0.0,72.0,0.0,0.0,0.0
6:22:3:0:0,22.7,0.0,75.0,0.0,0.0,0.0
6:22:4:0:0,22.0,0.0,79.0,0.0,0.0,0.0
6:22:5:0:0,21.5,0.0,80.0,0.0,0.0,0.0
6:22:6:0:0,21.1,0.0,82.0,0.0,0.0,0.0
6:22:7:0:0,21.0,0.0,81.0,0.0,0.0,0.0
6:22:8:0:0,21.1,0.0,83.0,0.0,0.0,0.0
6:22:9:0:0,20.6,0.0,85.0,0.0,0.0,0.0
6:22:10:0:0,21.3,0.0,87.0,6.0,2.0,8.0
6:22:11:0:0,21.9,0.0,87.0,53.25,17.75,71.0
6:22:12:0:0,23.2,0.0,84.0,131.25,43.75,175.0
6:22:13:0:0,24.3,0.0,78.0,211.5,70.5,282.0
6:22:14:0:0,25.5,0.0,75.0,246.0,82.0,328.0
6:22:15:0:0,25.5,0.0,70.0,237.0,79.0,316.0
6:22:16:0:0,24.8,0.0,70.0,183.0,61.0,244.0
6:22:17:0:0,23.1,0.0,79.0,171.0,57.0,228.0
6:22:18:0:0,22.6,0.0,85.0,141.75,47.25,189.0
6:22:19:0:0,22.0,0.0,88.0,75.0,25.0,100.0
6:22:20:0:0,22.1,0.0,91.0,62.25,20.75,83.0
6:22:21:0:0,22.3,0.0,90.0,91.5,30.5,122.0
6:22:22:0:0,21.4,0.0,90.0,45.0,15.0,60.0
6:22:23:0:0,20.5,0.0,93.0,6.0,2.0,8.0
6:23:0:0:0,20.7,0.0,95.0,0.0,0.0,0.0
6:23:1:0:0,21.3,0.0,94.0,0.0,0.0,0.0
6:23:2:0:0,21.5,0.0,93.0,0.0,0.0,0.0
6:23:3:0:0,21.5,0.0,93.0,0.0,0.0,0.0
6:23:4:0:0,21.7,0.0,93.0,0.0,0.0,0.0
6:23:5:0:0,22.1,0.0,93.0,0.0,0.0,0.0
6:23:6:0:0,22.3,0.0,93.0,0.0,0.0,0.0
6:23:7:0:0,23.0,0.0,91.0,0.0,0.0,0.0
6:23:8:0:0,23.0,0.0,90.0,0.0,0.0,0.0
6:23:9:0:0,23.2,0.0,89.0,0.0,0.0,0.0
6:23:10:0:0,23.5,0.0,88.0,0.0,0.0,0.0
6:23:11:0:0,23.9,0.0,86.0,45.0,15.0,60.0
6:23:12:0:0,25.0,0.0,84.0,172.5,57.5,230.0
6:23:13:0:0,25.6,0.0,79.0,290.25,96.75,387.0
6:23:14:0:0,25.8,0.0,76.0,206.25,68.75,275.0
6:23:15:0:0,26.7,0.0,72.0,309.0,103.0,412.0
6:23:16:0:0,28.1,0.0,69.0,459.75,153.25,613.0
6:23:17:0:0,27.9,0.0,65.0,442.5,147.5,590.0
6:23:18:0:0,27.3,0.0,66.0,239.25,79.75,319.0
6:23:19:0:0,26.4,0.0,70.0,119.25,39.75,159.0
6:23:20:0:0,23.4,0.0,83.0,33.0,11.0,44.0
6:23:21:0:0,22.8,0.0,92.0,10.5,3.5,14.0
6:23:22:0:0,22.1,0.0,94.0,0.0,0.0,0.0
6:23:23:0:0,20.0,0.0,94.0,0.0,0.0,0.0
6:24:0:0:0,20.0,0.0,94.0,3.0,1.0,4.0
6:24:1:0:0,20.1,0.0,95.0,0.0,0.0,0.0
6:24:2:0:0,20.3,0.0,96.0,0.0,0.0,0.0
6:24:3:0:0,20.1,0.0,95.0,0.0,0.0,0.0
6:24:4:0:0,20.1,0.0,95.0,0.0,0.0,0.0
6:24:5:0:0,20.1,0.0,96.0,0.0,0.0,0.0
6:24:6:0:0,19.4,0.0,96.0,0.0,0.0,0.0
6:24:7:0:0,18.5,0.0,97.0,0.0,0.0,0.0
6:24:8:0:0,17.7,0.0,98.0,0.0,0.0,0.0
6:24:9:0:0,16.7,0.0,100.0,0.0,0.0,0.0
6:24:10:0:0,17.8,0.0,100.0,6.75,2.25,9.0
6:24:11:0:0,18.2,0.0,100.0,93.0,31.0,124.0
6:24:12:0:0,19.3,0.0,100.0,210.0,70.0,280.0
6:24:13:0:0,21.0,0.0,96.0,387.0,129.0,516.0
6:24:14:0:0,22.2,0.0,75.0,519.0,173.0,692.0
6:24:15:0:0,23.1,0.0,70.0,612.0,204.0,816.0
6:24:16:0:0,24.0,0.0,61.0,680.25,226.75,907.0
6:24:17:0:0,24.3,0.0,54.0,696.75,232.25,929.0
6:24:18:0:0,24.8,0.0,52.0,656.25,218.75,875.0
6:24:19:0:0,24.3,0.0,52.0,604.5,201.5,806.0
6:24:20:0:0,24.4,0.0,53.0,280.5,93.5,374.0
6:24:21:0:0,23.8,0.0,52.0,409.5,136.5,546.0
6:24:22:0:0,24.0,0.0,53.0,247.5,82.5,330.0
6:24:23:0:0,22.4,0.0,52.0,145.5,48.5,194.0
6:25:0:0:0,20.5,0.0,60.0,24.0,8.0,32.0
6:25:1:0:0,18.7,0.0,65.0,0.0,0.0,0.0
6:25:2:0:0,17.5,0.0,70.0,0.0,0.0,0.0
6:25:3:0:0,17.3,0.0,74.0,0.0,0.0,0.0
6:25:4:0:0,16.8,0.0,75.0,0.0,0.0,0.0
6:25:5:0:0,16.7,0.0,74.0,0.0,0.0,0.0
6:25:6:0:0,15.8,0.0,75.0,0.0,0.0,0.0
6:25:7:0:0,15.3,0.0,79.0,0.0,0.0,0.0
6:25:8:0:0,13.5,0.0,86.0,0.0,0.0,0.0
6:25:9:0:0,13.5,0.0,88.0,0.0,0.0,0.0
6:25:10:0:0,13.1,0.0,90.0,21.0,7.0,28.0
6:25:11:0:0,15.1,0.0,90.0,128.25,42.75,171.0
6:25:12:0:0,17.6,0.0,79.0,271.5,90.5,362.0
6:25:13:0:0,20.2,0.0,63.0,414.0,138.0,552.0
6:25:14:0:0,21.8,0.0,52.0,537.75,179.25,717.0
6:25:15:0:0,22.8,0.0,46.0,633.75,211.25,845.0
6:25:16:0:0,23.8,0.0,41.0,696.75,232.25,929.0
6:25:17:0:0,24.5,0.0,39.0,723.75,241.25,965.0
6:25:18:0:0,25.0,0.0,39.0,654.0,218.0,872.0
6:25:19:0:0,25.0,0.0,37.0,543.0,181.0,724.0
6:25:20:0:0,24.7,0.0,37.0,486.75,162.25,649.0
6:25:21:0:0,24.3,0.0,37.0,405.0,135.0,540.0
6:25:22:0:0,24.4,0.0,37.0,308.25,102.75,411.0
6:25:23:0:0,23.6,0.0,40.0,144.75,48.25,193.0
6:26:0:0:0,21.7,0.0,45.0,45.75,15.25,61.0
6:26:1:0:0,19.0,0.0,46.0,0.0,0.0,0.0
6:26:2:0:0,19.6,0.0,44.0,0.0,0.0,0.0
6:26:3:0:0,17.4,0.0,51.0,0.0,0.0,0.0
6:26:4:0:0,14.8,0.0,57.0,0.0,0.0,0.0
6:26:5:0:0,16.1,0.0,61.0,0.0,0.0,0.0
6:26:6:0:0,14.2,0.0,75.0,0.0,0.0,0.0
6:26:7:0:0,13.9,0.0,76.0,0.0,0.0,0.0
6:26:8:0:0,13.3,0.0,80.0,0.0,0.0,0.0
6:26:9:0:0,13.0,0.0,80.0,0.0,0.0,0.0
6:26:10:0:0,12.0,0.0,84.0,18.0,6.0,24.0
6:26:11:0:0,14.9,0.0,84.0,124.5,41.5,166.0
6:26:12:0:0,18.0,0.0,71.0,268.5,89.5,358.0
6:26:13:0:0,19.4,0.0,56.0,413.25,137.75,551.0
6:26:14:0:0,20.3,0.0,51.0,543.75,181.25,725.0
6:26:15:0:0,20.8,0.0,47.0,619.5,206.5,826.0
6:26:16:0:0,21.8,0.0,45.0,706.5,235.5,942.0
6:26:17:0:0,22.2,0.0,43.0,726.0,242.0,968.0
6:26:18:0:0,22.0,0.0,42.0,666.0,222.0,888.0
6:26:19:0:0,23.1,0.0,42.0,498.0,166.0,664.0
6:26:20:0:0,23.2,0.0,41.0,537.75,179.25,717.0
6:26:21:0:0,22.7,0.0,42.0,361.5,120.5,482.0
6:26:22:0:0,22.9,0.0,41.0,300.0,100.0,400.0
6:26:23:0:0,21.3,0.0,44.0,103.5,34.5,138.0
6:27:0:0:0,20.1,0.0,55.0,6.0,2.0,8.0
6:27:1:0:0,18.5,0.0,52.0,0.0,0.0,0.0
6:27:2:0:0,18.0,0.0,57.0,0.0,0.0,0.0
6:27:3:0:0,17.5,0.0,64.0,0.0,0.0,0.0
6:27:4:0:0,17.3,0.0,63.0,0.0,0.0,0.0
6:27:5:0:0,16.1,0.0,66.0,0.0,0.0,0.0
6:27:6:0:0,14.2,0.0,70.0,0.0,0.0,0.0
6:27:7:0:0,14.0,0.0,75.0,0.0,0.0,0.0
6:27:8:0:0,13.5,0.0,85.0,0.0,0.0,0.0
6:27:9:0:0,12.7,0.0,92.0,0.0,0.0,0.0
6:27:10:0:0,12.5,0.0,94.0,14.25,4.75,19.0
6:27:11:0:0,14.3,0.0,95.0,113.25,37.75,151.0
6:27:12:0:0,16.8,0.0,82.0,259.5,86.5,346.0
6:27:13:0:0,18.1,0.0,70.0,402.75,134.25,537.0
6:27:14:0:0,19.6,0.0,62.0,531.0,177.0,708.0
6:27:15:0:0,20.6,0.0,58.0,622.5,207.5,830.0
6:27:16:0:0,21.2,0.0,53.0,720.75,240.25,961.0
6:27:17:0:0,21.4,0.0,50.0,640.5,213.5,854.0
6:27:18:0:0,22.1,0.0,45.0,639.75,213.25,853.0
6:27:19:0:0,21.2,0.0,42.0,576.0,192.0,768.0
6:27:20:0:0,22.7,0.0,40.0,586.5,195.5,782.0
6:27:21:0:0,22.7,0.0,38.0,456.75,152.25,609.0
6:27:22:0:0,22.5,0.0,37.0,312.75,104.25,417.0
6:27:23:0:0,21.3,0.0,42.0,165.75,55.25,221.0
6:28:0:0:0,20.8,0.0,41.0,43.5,14.5,58.0
6:28:1:0:0,17.9,0.0,49.0,0.0,0.0,0.0
6:28:2:0:0,16.0,0.0,63.0,0.0,0.0,0.0
6:28:3:0:0,14.4,0.0,71.0,0.0,0.0,0.0
6:28:4:0:0,14.8,0.0,76.0,0.0,0.0,0.0
6:28:5:0:0,14.9,0.0,69.0,0.0,0.0,0.0
6:28:6:0:0,14.0,0.0,71.0,0.0,0.0,0.0
6:28:7:0:0,14.0,0.0,70.0,0.0,0.0,0.0
6:28:8:0:0,12.1,0.0,75.0,0.0,0.0,0.0
6:28:9:0:0,12.9,0.0,77.0,0.0,0.0,0.0
6:28:10:0:0,14.5,0.0,72.0,16.5,5.5,22.0
6:28:11:0:0,16.6,0.0,75.0,123.75,41.25,165.0
6:28:12:0:0,19.3,0.0,64.0,265.5,88.5,354.0
6:28:13:0:0,21.3,0.0,58.0,399.0,133.0,532.0
6:28:14:0:0,22.7,0.0,53.0,519.0,173.0,692.0
6:28:15:0:0,23.6,0.0,47.0,631.5,210.5,842.0
6:28:16:0:0,24.6,0.0,46.0,671.25,223.75,895.0
6:28:17:0:0,25.1,0.0,43.0,711.0,237.0,948.0
6:28:18:0:0,25.5,0.0,40.0,700.5,233.5,934.0
6:28:19:0:0,26.1,0.0,41.0,654.75,218.25,873.0
6:28:20:0:0,26.2,0.0,41.0,552.75,184.25,737.0
6:28:21:0:0,25.3,0.0,44.0,393.0,131.0,524.0
6:28:22:0:0,25.2,0.0,47.0,239.25,79.75,319.0
6:28:23:0:0,23.7,0.0,47.0,138.75,46.25,185.0
6:29:0:0:0,22.1,0.0,52.0,22.5,7.5,30.0
6:29:1:0:0,20.7,0.0,57.0,0.0,0.0,0.0
6:29:2:0:0,20.6,0.0,58.0,0.0,0.0,0.0
6:29:3:0:0,19.2,0.0,61.0,0.0,0.0,0.0
6:29:4:0:0,19.1,0.0,66.0,0.0,0.0,0.0
6:29:5:0:0,19.3,0.0,67.0,0.0,0.0,0.0
6:29:6:0:0,18.5,0.0,69.0,0.0,0.0,0.0
6:29:7:0:0,19.2,0.0,67.0,0.0,0.0,0.0
6:29:8:0:0,19.0,0.0,68.0,0.0,0.0,0.0
6:29:9:0:0,18.4,0.0,73.0,0.0,0.0,0.0
6:29:10:0:0,19.1,0.0,76.0,12.75,4.25,17.0
6:29:11:0:0,20.6,0.0,76.0,78.75,26.25,105.0
6:29:12:0:0,22.8,0.0,76.0,186.75,62.25,249.0
6:29:13:0:0,25.1,0.0,71.0,342.75,114.25,457.0
6:29:14:0:0,26.0,0.0,68.0,483.0,161.0,644.0
6:29:15:0:0,26.4,0.0,67.0,471.75,157.25,629.0
6:29:16:0:0,25.8,0.0,68.0,291.0,97.0,388.0
6:29:17:0:0,26.1,0.0,67.0,444.0,148.0,592.0
6:29:18:0:0,28.3,0.0,65.0,584.25,194.75,779.0
6:29:19:0:0,28.7,0.0,61.0,630.0,210.0,840.0
6:29:20:0:0,28.4,0.0,59.0,502.5,167.5,670.0
6:29:21:0:0,27.7,0.0,61.0,226.5,75.5,302.0
6:29:22:0:0,27.7,0.0,63.0,226.5,75.5,302.0
6:29:23:0:0,27.0,0.0,65.0,70.5,23.5,94.0
6:30:0:0:0,25.5,0.0,69.0,29.25,9.75,39.0
6:30:1:0:0,25.1,0.0,74.0,0.0,0.0,0.0
6:30:2:0:0,22.9,0.0,74.0,0.0,0.0,0.0
6:30:3:0:0,22.0,0.0,81.0,0.0,0.0,0.0
6:30:4:0:0,21.9,0.0,86.0,0.0,0.0,0.0
6:30:5:0:0,21.4,0.0,85.0,0.0,0.0,0.0
6:30:6:0:0,21.3,0.0,86.0,0.0,0.0,0.0
6:30:7:0:0,21.2,0.0,87.0,0.0,0.0,0.0
6:30:8:0:0,21.0,0.0,89.0,0.0,0.0,0.0
6:30:9:0:0,20.5,0.0,90.0,0.0,0.0,0.0
6:30:10:0:0,20.7,0.0,90.0,3.75,1.25,5.0
6:30:11:0:0,21.8,0.0,90.0,92.25,30.75,123.0
6:30:12:0:0,22.9,0.0,85.0,123.75,41.25,165.0
6:30:13:0:0,24.5,0.0,80.0,330.75,110.25,441.0
6:30:14:0:0,25.2,0.0,76.0,381.0,127.0,508.0
6:30:15:0:0,26.5,0.0,74.0,489.0,163.0,652.0
6:30:16:0:0,26.7,0.0,70.0,538.5,179.5,718.0
6:30:17:0:0,27.0,0.0,68.0,496.5,165.5,662.0
6:30:18:0:0,27.4,0.0,68.0,434.25,144.75,579.0
6:30:19:0:0,27.4,0.0,67.0,420.75,140.25,561.0
6:30:20:0:0,28.5,0.0,65.0,501.75,167.25,669.0
6:30:21:0:0,28.4,0.0,62.0,438.75,146.25,585.0
6:30:22:0:0,28.1,0.0,63.0,240.0,80.0,320.0
6:30:23:0:0,27.1,0.0,65.0,147.0,49.0,196.0
7:1:0:0:0,25.3,0.0,71.0,18.75,6.25,25.0
7:1:1:0:0,25.0,0.0,77.0,0.0,0.0,0.0
7:1:2:0:0,24.3,0.0,81.0,0.0,0.0,0.0
7:1:3:0:0,20.1,0.0,83.0,0.0,0.0,0.0
7:1:4:0:0,20.1,0.0,90.0,0.0,0.0,0.0
7:1:5:0:0,19.9,0.0,91.0,0.0,0.0,0.0
7:1:6:0:0,19.7,0.0,92.0,0.0,0.0,0.0
7:1:7:0:0,19.9,0.0,95.0,0.0,0.0,0.0
7:1:8:0:0,20.3,0.0,94.0,0.0,0.0,0.0
7:1:9:0:0,20.5,0.0,94.0,0.0,0.0,0.0
7:1:10:0:0,20.7,0.0,94.0,1.5,0.5,2.0
7:1:11:0:0,21.0,0.0,93.0,32.25,10.75,43.0
7:1:12:0:0,21.9,0.0,91.0,112.5,37.5,150.0
7:1:13:0:0,22.8,0.0,89.0,294.0,98.0,392.0
7:1:14:0:0,24.3,0.0,83.0,489.0,163.0,652.0
7:1:15:0:0,25.9,0.0,76.0,555.0,185.0,740.0
7:1:16:0:0,26.2,0.0,72.0,431.25,143.75,575.0
7:1:17:0:0,26.6,0.0,69.0,456.0,152.0,608.0
7:1:18:0:0,26.5,0.0,66.0,421.5,140.5,562.0
7:1:19:0:0,27.7,0.0,64.0,510.75,170.25,681.0
7:1:20:0:0,27.1,0.0,61.0,475.5,158.5,634.0
7:1:21:0:0,27.6,0.0,62.0,295.5,98.5,394.0
7:1:22:0:0,27.1,0.0,65.0,180.0,60.0,240.0
7:1:23:0:0,23.8,0.0,73.0,90.75,30.25,121.0
7:2:0:0:0,22.3,0.0,78.0,24.0,8.0,32.0
7:2:1:0:0,22.0,0.0,80.0,0.0,0.0,0.0
7:2:2:0:0,22.0,0.0,83.0,0.0,0.0,0.0
7:2:3:0:0,22.5,0.0,87.0,0.0,0.0,0.0
7:2:4:0:0,21.2,0.0,89.0,0.0,0.0,0.0
7:2:5:0:0,20.5,0.0,94.0,0.0,0.0,0.0
7:2:6:0:0,20.9,0.0,96.0,0.0,0.0,0.0
7:2:7:0:0,20.9,0.0,97.0,0.0,0.0,0.0
7:2:8:0:0,21.0,0.0,97.0,0.0,0.0,0.0
7:2:9:0:0,21.2,0.0,96.0,0.0,0.0,0.0
7:2:10:0:0,21.1,0.0,96.0,2.25,0.75,3.0
7:2:11:0:0,21.5,0.0,95.0,43.5,14.5,58.0
7:2:12:0:0,22.0,0.0,92.0,119.25,39.75,159.0
7:2:13:0:0,22.9,0.0,89.0,355.5,118.5,474.0
7:2:14:0:0,23.2,0.0,86.0,366.75,122.25,489.0
7:2:15:0:0,24.6,0.0,80.0,591.75,197.25,789.0
7:2:16:0:0,25.9,0.0,73.0,639.75,213.25,853.0
7:2:17:0:0,26.9,0.0,64.0,669.75,223.25,893.0
7:2:18:0:0,27.6,0.0,56.0,675.75,225.25,901.0
7:2:19:0:0,28.2,0.0,52.0,608.25,202.75,811.0
7:2:20:0:0,28.2,0.0,51.0,485.25,161.75,647.0
7:2:21:0:0,27.9,0.0,52.0,366.75,122.25,489.0
7:2:22:0:0,28.0,0.0,51.0,284.25,94.75,379.0
7:2:23:0:0,26.4,0.0,54.0,129.0,43.0,172.0
7:3:0:0:0,25.5,0.0,57.0,12.0,4.0,16.0
7:3:1:0:0,23.7,0.0,66.0,0.0,0.0,0.0
7:3:2:0:0,22.6,0.0,77.0,0.0,0.0,0.0
7:3:3:0:0,20.7,0.0,76.0,0.0,0.0,0.0
7:3:4:0:0,20.8,0.0,83.0,0.0,0.0,0.0
7:3:5:0:0,20.4,0.0,84.0,0.0,0.0,0.0
7:3:6:0:0,19.8,0.0,88.0,0.0,0.0,0.0
7:3:7:0:0,19.3,0.0,89.0,0.0,0.0,0.0
7:3:8:0:0,19.0,0.0,91.0,0.0,0.0,0.0
7:3:9:0:0,18.4,0.0,93.0,0.0,0.0,0.0
7:3:10:0:0,18.8,0.0,93.0,9.0,3.0,12.0
7:3:11:0:0,21.1,0.0,91.0,84.75,28.25,113.0
7:3:12:0:0,23.1,0.0,84.0,177.0,59.0,236.0
7:3:13:0:0,25.5,0.0,78.0,307.5,102.5,410.0
7:3:14:0:0,26.7,0.0,71.0,391.5,130.5,522.0
7:3:15:0:0,26.7,0.0,63.0,275.25,91.75,367.0
7:3:16:0:0,27.5,0.0,64.0,279.75,93.25,373.0
7:3:17:0:0,27.8,0.0,54.0,552.75,184.25,737.0
7:3:18:0:0,28.5,0.0,55.0,549.0,183.0,732.0
7:3:19:0:0,27.7,0.0,58.0,367.5,122.5,490.0
7:3:20:0:0,28.3,0.0,59.0,309.75,103.25,413.0
7:3:21:0:0,25.4,0.0,72.0,147.75,49.25,197.0
7:3:22:0:0,25.8,0.0,72.0,141.0,47.0,188.0
7:3:23:0:0,24.9,0.0,75.0,68.25,22.75,91.0
7:4:0:0:0,24.0,0.0,77.0,9.75,3.25,13.0
7:4:1:0:0,23.5,0.0,82.0,0.0,0.0,0.0
7:4:2:0:0,23.1,0.0,86.0,0.0,0.0,0.0
7:4:3:0:0,22.7,0.0,87.0,0.0,0.0,0.0
7:4:4:0:0,22.0,0.0,90.0,0.0,0.0,0.0
7:4:5:0:0,21.4,0.0,93.0,0.0,0.0,0.0
7:4:6:0:0,21.1,0.0,94.0,0.0,0.0,0.0
7:4:7:0:0,21.9,0.0,92.0,0.0,0.0,0.0
7:4:8:0:0,21.1,0.0,94.0,0.0,0.0,0.0
7:4:9:0:0,21.2,0.0,94.0,0.0,0.0,0.0
7:4:10:0:0,21.3,0.0,95.0,0.0,0.0,0.0
7:4:11:0:0,21.9,0.0,94.0,12.75,4.25,17.0
