# currDump.csv run at 2012-01-01 12:00:00 EST on 5938 links
link_name,currA_real,currA_imag,currB_real,currB_imag,currC_real,currC_imag
OH3129353906001,0.761655,-1.573321,0.000000,0.000000,0.000000,0.000000
OH3129352997001,0.270555,-0.970840,0.000000,0.000000,0.000000,0.000000
OH3129352998001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
OH3129352997002,0.593894,-0.636233,0.000000,0.000000,0.000000,0.000000
OH3129352976001,0.593894,-0.636233,0.000000,0.000000,0.000000,0.000000
OH3129352934001,0.313841,-0.324523,0.000000,0.000000,0.000000,0.000000
OH3129353913001,0.036533,-0.892430,0.000000,0.000000,0.000000,0.000000
OH3129352982001,0.036533,-0.892430,0.000000,0.000000,0.000000,0.000000
OH3129353817001,0.671435,-0.444972,0.000000,0.000000,0.000000,0.000000
OH3129352860001,-0.634902,-0.447458,0.000000,0.000000,0.000000,0.000000
OH3129354811002,2.945104,-4.055958,0.000000,0.000000,0.000000,0.000000
OH3129354843001,2.903252,-3.824750,0.000000,0.000000,0.000000,0.000000
OH3129354864001,3.396273,-3.550622,0.000000,0.000000,0.000000,0.000000
OH3129354875001,2.419317,-2.566017,0.000000,0.000000,0.000000,0.000000
OH3129354858001,2.073147,-2.229981,0.000000,0.000000,0.000000,0.000000
OH3129354941001,2.250312,-1.847155,0.000000,0.000000,0.000000,0.000000
OH3129354923001,1.968292,-1.314716,0.000000,0.000000,0.000000,0.000000
OH3129354907001,1.125359,-0.816479,0.000000,0.000000,0.000000,0.000000
OH3129353999001,0.442927,-0.368465,0.000000,0.000000,0.000000,0.000000
OH3129353759001,0.005029,-0.442432,0.000000,0.000000,0.000000,0.000000
OH3129353757001,0.197362,-0.286147,0.000000,0.000000,0.000000,0.000000
OH3129353746001,0.197362,-0.286147,0.000000,0.000000,0.000000,0.000000
OH3129355560001,-1.662378,-3.852715,0.000000,0.000000,0.000000,0.000000
SW3129355560001,-1.662378,-3.852715,0.000000,0.000000,0.000000,0.000000
SW3129355560002,-1.662378,-3.852715,0.000000,0.000000,0.000000,0.000000
OH3129355692001,-1.662378,-3.852715,0.000000,0.000000,0.000000,0.000000
OH3129356634001,-1.273136,-3.764239,0.000000,0.000000,0.000000,0.000000
OH3129356655001,-0.360463,-3.627184,0.000000,0.000000,0.000000,0.000000
OH3129357607001,-0.141692,-3.258772,0.000000,0.000000,0.000000,0.000000
OH3129357628001,0.295298,-2.963517,0.000000,0.000000,0.000000,0.000000
OH3129357660001,0.295298,-2.963517,0.000000,0.000000,0.000000,0.000000
OH3129357781001,0.295298,-2.963517,0.000000,0.000000,0.000000,0.000000
OH3129358744001,0.130379,-2.688349,0.000000,0.000000,0.000000,0.000000
OH3129358797001,0.130379,-2.688349,0.000000,0.000000,0.000000,0.000000
OH3129359718001,-0.016760,-2.418460,0.000000,0.000000,0.000000,0.000000
OH3129359749001,-0.016760,-2.418460,0.000000,0.000000,0.000000,0.000000
OH3129359882001,0.430147,-2.346317,0.000000,0.000000,0.000000,0.000000
OH3129450802001,-0.870684,-0.589634,0.000000,0.000000,0.000000,0.000000
OH3129450833001,-0.870684,-0.589634,0.000000,0.000000,0.000000,0.000000
OH3129450876001,-0.870684,-0.589634,0.000000,0.000000,0.000000,0.000000
OH3129451828001,-0.870684,-0.589634,0.000000,0.000000,0.000000,0.000000
OH3129451971001,-0.870684,-0.589634,0.000000,0.000000,0.000000,0.000000
OH3129451961001,-0.532508,-0.481734,0.000000,0.000000,0.000000,0.000000
FS3129451961001,-0.532508,-0.481734,0.000000,0.000000,0.000000,0.000000
OH3129451946001,-0.532508,-0.481734,0.000000,0.000000,0.000000,0.000000
OH3129451093001,-0.532508,-0.481734,0.000000,0.000000,0.000000,0.000000
OH3129451079001,-0.532508,-0.481734,0.000000,0.000000,0.000000,0.000000
OH3129460162001,-0.064563,-0.416609,0.000000,0.000000,0.000000,0.000000
OH3129452923001,-0.338176,-0.107900,0.000000,0.000000,0.000000,0.000000
OH3129452965001,-0.338176,-0.107900,0.000000,0.000000,0.000000,0.000000
OH3129452976001,-0.338176,-0.107900,0.000000,0.000000,0.000000,0.000000
OH3129453918001,-0.338176,-0.107900,0.000000,0.000000,0.000000,0.000000
OH3129453959001,-0.338176,-0.107900,0.000000,0.000000,0.000000,0.000000
OH3129454041001,-0.338176,-0.107900,0.000000,0.000000,0.000000,0.000000
OH3129359882002,1.300831,-1.756684,0.000000,0.000000,0.000000,0.000000
SW3129359882001-B,1.300831,-1.756684,0.000000,0.000000,0.000000,0.000000
SW3129359882001-A,1.300831,-1.756684,0.000000,0.000000,0.000000,0.000000
OH3129359864001,0.682854,-0.888560,0.000000,0.000000,0.000000,0.000000
OH3129359857001,0.682854,-0.888560,0.000000,0.000000,0.000000,0.000000
OH3129359858001,0.682854,-0.888560,0.000000,0.000000,0.000000,0.000000
OH3129359953001,0.850994,-0.723648,0.000000,0.000000,0.000000,0.000000
OH3129356698001,-0.436990,-0.295255,0.000000,0.000000,0.000000,0.000000
OH3129356764001,-0.436990,-0.295255,0.000000,0.000000,0.000000,0.000000
OH3129356739001,-0.436990,-0.295255,0.000000,0.000000,0.000000,0.000000
OH3129356740001,-0.436990,-0.295255,0.000000,0.000000,0.000000,0.000000
OH3129356862001,-0.436990,-0.295255,0.000000,0.000000,0.000000,0.000000
SW3129355528001,0.000000,0.000000,-0.094585,0.191124,0.478426,-0.264727
SW3129355529002,0.000000,0.000000,-0.094585,0.191124,0.478426,-0.264727
OH3129355507001,0.000000,0.000000,-0.094585,0.191124,0.478426,-0.264727
OH3129354586001,0.000000,0.000000,-0.094585,0.191124,0.478426,-0.264727
OH3129354555001,0.000000,0.000000,-0.094585,0.191124,0.478426,-0.264727
OH3129354534001,0.000000,0.000000,0.000000,0.000000,0.478426,-0.264727
OH3129353581001,0.000000,0.000000,0.000000,0.000000,0.478426,-0.264727
OH3129353450002,0.000000,0.000000,0.000000,0.000000,0.478426,-0.264727
OH3129355584001,0.739169,-11.382012,-2.080106,-1.384288,-0.883684,1.811280
OC3129355584001,0.739169,-11.382012,-2.080106,-1.384288,-0.883684,1.811280
OH3129356525001,0.739169,-11.382012,-2.080106,-1.384288,-0.883684,1.811280
FS3129356525001,0.000000,0.000000,0.074373,0.334879,0.000000,0.000000
OH3129356523001,0.000000,0.000000,0.074373,0.334879,0.000000,0.000000
OH3129356468001,0.000000,0.000000,0.074373,0.334879,0.000000,0.000000
OH3129356547001,-0.378190,-10.788578,-2.154479,-1.719167,-0.883684,1.811280
FS3129356547002,-2.354626,-8.675356,0.000000,0.000000,0.000000,0.000000
OH3129356567001,-2.354626,-8.675356,0.000000,0.000000,0.000000,0.000000
OH3129356583001,-2.354626,-8.675356,0.000000,0.000000,0.000000,0.000000
OH3129357501001,-2.354626,-8.675356,0.000000,0.000000,0.000000,0.000000
OH3129357419001,-2.354626,-8.675356,0.000000,0.000000,0.000000,0.000000
OH3129357418001,-2.354626,-8.675356,0.000000,0.000000,0.000000,0.000000
SW3129357427001,-2.354626,-8.675356,0.000000,0.000000,0.000000,0.000000
SW3129357418001,-2.354626,-8.675356,0.000000,0.000000,0.000000,0.000000
OH3129357427001,-2.354626,-8.675356,0.000000,0.000000,0.000000,0.000000
OH3129357444001,-2.128145,-8.530075,0.000000,0.000000,0.000000,0.000000
OH3129357461001,-1.551691,-8.504262,0.000000,0.000000,0.000000,0.000000
OH3129357387001,-1.227765,-8.391622,0.000000,0.000000,0.000000,0.000000
OH3129357376001,-1.227765,-8.391622,0.000000,0.000000,0.000000,0.000000
OH3129358326001,-1.970816,-6.383181,0.000000,0.000000,0.000000,0.000000
OH3129358335001,-0.588806,-0.024683,0.000000,0.000000,0.000000,0.000000
OH3129358387001,-1.382010,-6.358498,0.000000,0.000000,0.000000,0.000000
OH3129359358001,-1.382010,-6.358498,0.000000,0.000000,0.000000,0.000000
OH3129359358002,-1.362135,-0.208979,0.000000,0.000000,0.000000,0.000000
OH3129359472001,-1.362135,-0.208979,0.000000,0.000000,0.000000,0.000000
OH3129359485001,-0.584940,-0.026059,0.000000,0.000000,0.000000,0.000000
OH3129359376001,-0.175429,-5.879735,0.000000,0.000000,0.000000,0.000000
OH3129359384001,-0.546444,-5.318613,0.000000,0.000000,0.000000,0.000000
OH3129450301001,-0.819956,-4.786619,0.000000,0.000000,0.000000,0.000000
OH3129450219001,-0.566048,-4.650367,0.000000,0.000000,0.000000,0.000000
OH3129450236001,-0.566048,-4.650367,0.000000,0.000000,0.000000,0.000000
OH3129450261001,0.428990,-4.322555,0.000000,0.000000,0.000000,0.000000
OH3129450188001,0.466516,-3.676251,0.000000,0.000000,0.000000,0.000000
OH3129450196001,0.860298,-3.144941,0.000000,0.000000,0.000000,0.000000
OH3129451113001,0.292800,-2.518101,0.000000,0.000000,0.000000,0.000000
OH3129451131001,-0.185293,-2.138909,0.000000,0.000000,0.000000,0.000000
OH3129442048001,-0.327482,-1.650832,0.000000,0.000000,0.000000,0.000000
OH3129442066001,1.248089,-0.853850,0.000000,0.000000,0.000000,0.000000
OH3129442038001,-1.251366,-0.684174,0.000000,0.000000,0.000000,0.000000
OH3129441075001,-1.251366,-0.684174,0.000000,0.000000,0.000000,0.000000
OH3129441065001,-0.744244,-0.631877,0.000000,0.000000,0.000000,0.000000
OH3129441039001,-0.744244,-0.631877,0.000000,0.000000,0.000000,0.000000
OH3129450113001,-0.744244,-0.631877,0.000000,0.000000,0.000000,0.000000
OH3129359151001,-0.744244,-0.631877,0.000000,0.000000,0.000000,0.000000
OH3129340008001,-0.326463,-0.550365,0.000000,0.000000,0.000000,0.000000
OH3129451131002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
OH3129359298001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
OH3129359376002,0.371014,-0.561122,0.000000,0.000000,0.000000,0.000000
OH3129450308001,0.371014,-0.561122,0.000000,0.000000,0.000000,0.000000
OH3129358348001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
OH3129357355001,0.743052,-2.008441,0.000000,0.000000,0.000000,0.000000
OH3129357354001,0.033940,-0.231242,0.000000,0.000000,0.000000,0.000000
OH3129357290001,0.033940,-0.231242,0.000000,0.000000,0.000000,0.000000
OH3129357323001,0.709112,-1.777198,0.000000,0.000000,0.000000,0.000000
OH3129356381001,0.413149,-1.458171,0.000000,0.000000,0.000000,0.000000
OH3129356260001,0.332784,-0.990151,0.000000,0.000000,0.000000,0.000000
OH3129356228001,-0.526433,-0.045567,0.000000,0.000000,0.000000,0.000000
OH3129356227001,-0.526433,-0.045567,0.000000,0.000000,0.000000,0.000000
OH3129356253001,-0.526433,-0.045567,0.000000,0.000000,0.000000,0.000000
OH3129356240001,-0.033051,-0.209488,0.000000,0.000000,0.000000,0.000000
OH3129356322001,-0.033051,-0.209488,0.000000,0.000000,0.000000,0.000000
OH3129356259001,0.892269,-0.735097,0.000000,0.000000,0.000000,0.000000
OH3129356285001,0.892269,-0.735097,0.000000,0.000000,0.000000,0.000000
OH3129357202001,0.890916,-0.514099,0.000000,0.000000,0.000000,0.000000
OH3129356589001,1.976436,-2.113222,-2.154479,-1.719167,-0.883684,1.811280
FS3129356589001,-1.272749,-1.339054,0.000000,0.000000,0.000000,0.000000
OH3129356598001,-1.272749,-1.339054,0.000000,0.000000,0.000000,0.000000
OH3129357505001,-3.008170,-0.539647,0.000000,0.000000,0.000000,0.000000
OH3129357523001,-2.144860,-0.386205,0.000000,0.000000,0.000000,0.000000
OH3129357520001,3.249185,-0.774168,-2.154479,-1.719167,-0.883684,1.811280
OH3129357641001,3.249185,-0.774168,-2.154479,-1.719167,-0.883684,1.811280
OH3129357673001,3.249185,-0.774168,-2.154479,-1.719167,-0.883684,1.811280
OH3129358604001,3.249185,-0.774168,-1.778687,-1.665730,-0.883684,1.811280
OH3129358646001,3.249185,-0.774168,-1.141260,-1.655049,-0.883684,1.811280
OH3129358699001,3.249185,-0.774168,-1.141260,-1.655049,-0.883684,1.811280
OH3129359752001,3.219256,-0.772018,-1.124354,-1.630530,-0.870593,1.784448
OH3129450705001,3.219256,-0.772018,-1.124354,-1.630530,-0.870593,1.784448
OH3129450767001,3.219256,-0.772018,-1.124354,-1.630530,-0.870593,1.784448
OH3129451730001,3.219256,-0.772018,-1.124354,-1.630530,-0.870593,1.784448
OH3129451873001,3.219256,-0.772018,-1.124354,-1.630530,-0.870593,1.784448
OH3129452815001,3.219256,-0.772018,-1.124354,-1.630530,-0.870593,1.784448
OH3129452836001,1.228780,-0.628885,0.000000,0.000000,0.000000,0.000000
OH3129452888001,1.228780,-0.628885,0.000000,0.000000,0.000000,0.000000
OH3129453941001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
OH3129453994001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
OH3129454957001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
OH3129455909001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
OH3129456031001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
OH3129456073001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
OH3129457005001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
OH3129457047001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
OH3129457079001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
OH3129467134001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
OH3129467176001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
OH3129452814001,1.990476,-0.143133,-1.124354,-1.630530,-0.870593,1.784448
OH3129452740001,1.990476,-0.143133,-1.124354,-1.630530,-0.870593,1.784448
FS3129355562001,-0.217974,-0.145152,0.000000,0.000000,0.000000,0.000000
OH3129356415001,-0.217974,-0.145152,0.000000,0.000000,0.000000,0.000000
OH3129356405001,-0.217974,-0.145152,0.000000,0.000000,0.000000,0.000000
OH3129351482001,1.135838,-0.082346,-8.839148,-2.334621,-0.488438,2.011675
FS3129351482001,0.433414,-0.031412,-8.442106,-1.757975,-0.181072,1.380797
OH3129351474001,0.433414,-0.031412,-8.442106,-1.757975,-0.181072,1.380797
OH3129351457001,0.433414,-0.031412,-7.767639,-1.445115,-0.181072,1.380797
OH3129351449001,0.000000,0.000000,-7.522643,-1.089268,0.000000,0.000000
OH3129351440001,0.000000,0.000000,-7.522643,-1.089268,0.000000,0.000000
OH3129351522001,0.000000,0.000000,-7.351585,-1.214329,0.000000,0.000000
OH3129350597001,0.000000,0.000000,-7.351585,-1.214329,0.000000,0.000000
OH3129350662001,0.000000,0.000000,-7.351585,-1.214329,0.000000,0.000000
OH3129350652001,0.000000,0.000000,-7.351585,-1.214329,0.000000,0.000000
SW3129350652001,0.000000,0.000000,-7.351585,-1.214329,0.000000,0.000000
SW3129350652002,0.000000,0.000000,-7.351585,-1.214329,0.000000,0.000000
OH3129350645001,0.000000,0.000000,-7.351585,-1.214329,0.000000,0.000000
SW3129350645001-A,0.000000,0.000000,-2.059128,-0.975540,0.000000,0.000000
SW3129350645001-B,0.000000,0.000000,-2.059128,-0.975540,0.000000,0.000000
OH3129350623001,0.000000,0.000000,-2.059128,-0.975540,0.000000,0.000000
OH3129259560001,0.000000,0.000000,-2.059128,-0.975540,0.000000,0.000000
OH3129258587001,0.000000,0.000000,-2.059128,-0.975540,0.000000,0.000000
OH3129258535001,0.000000,0.000000,-2.059128,-0.975540,0.000000,0.000000
OH3129257597001,0.000000,0.000000,0.099268,0.631836,0.000000,0.000000
OH3129258515001,0.000000,0.000000,-2.158396,-1.607375,0.000000,0.000000
OH3129258514001,0.000000,0.000000,-2.158396,-1.607375,0.000000,0.000000
OH3129258512001,0.000000,0.000000,-2.158396,-1.607375,0.000000,0.000000
OH3129258504001,0.000000,0.000000,-2.158396,-1.607375,0.000000,0.000000
OH3129258417001,0.000000,0.000000,-2.158396,-1.607375,0.000000,0.000000
OH3129258486001,0.000000,0.000000,-2.158396,-1.607375,0.000000,0.000000
OH3129257493001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
OH3129257355001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
OH3129257380001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
OH3129257318001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
OH3129256484001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
OH3129256468001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
OH3129259793001,0.000000,0.000000,-5.292457,-0.238789,0.000000,0.000000
OH3129259767001,0.000000,0.000000,-5.292457,-0.238789,0.000000,0.000000
OH3129259832001,0.000000,0.000000,-5.329726,-0.545811,0.000000,0.000000
OH3129258892001,0.000000,0.000000,-4.930339,-0.471891,0.000000,0.000000
OH3129258876001,0.000000,0.000000,-0.565945,-0.218574,0.000000,0.000000
OH3129258820001,0.000000,0.000000,-0.565945,-0.218574,0.000000,0.000000
OH3129258813001,0.000000,0.000000,-3.562641,0.171799,0.000000,0.000000
OH3129257863001,0.000000,0.000000,-4.044607,-0.798049,0.000000,0.000000
OH3129256893001,0.000000,0.000000,-4.044607,-0.798049,0.000000,0.000000
OH3129256885001,0.000000,0.000000,-4.269977,-1.265853,0.000000,0.000000
FS3129256885001,0.000000,0.000000,-4.013447,-1.316079,0.000000,0.000000
OH3129256849001,0.000000,0.000000,-4.013447,-1.316079,0.000000,0.000000
OH3129256923001,0.000000,0.000000,-2.588247,-0.348489,0.000000,0.000000
OH3129255996001,0.000000,0.000000,-1.727172,-0.139467,0.000000,0.000000
OH3129255970001,0.000000,0.000000,-1.727172,-0.139467,0.000000,0.000000
OH3129255900001,0.000000,0.000000,-0.658170,0.518706,0.000000,0.000000
OH3129256930001,0.000000,0.000000,-0.658170,0.518706,0.000000,0.000000
OH3129257072001,0.000000,0.000000,-0.658170,0.518706,0.000000,0.000000
OH3129258003001,0.000000,0.000000,-0.216063,0.629672,0.000000,0.000000
OH3129256052003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
OH3129350672001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
OH3129351624001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
OH3129351677001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
OH3129352629001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
OH3129352771001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
OH3129351467001,0.433414,-0.031412,-0.244995,-0.355847,-0.189642,0.389263
OH3129351478001,0.433414,-0.031412,-0.244995,-0.355847,-0.189642,0.389263
OH3129351499001,0.433414,-0.031412,-0.244995,-0.355847,-0.189642,0.389263
SW3129351482001-A,0.702425,-0.050934,-0.397043,-0.576647,-0.307366,0.630878
SW3129351482001-B,0.702425,-0.050934,-0.397043,-0.576647,-0.307366,0.630878
OH3129351329001,0.702425,-0.050934,-0.397043,-0.576647,-0.307366,0.630878
OH3129351329002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
OH3129350376001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
OH3129350313001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
OH3129259260001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
OH3129259229001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
SW3129259228001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
SW3129259228002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
UD3129258383001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
OH3129248068001,2.135087,-1.171370,-1.382615,-2.013800,12.342924,17.367036
SW3129248068001,2.135087,-1.171370,-1.382615,-2.013800,12.342924,17.367036
SW3129248068002,2.135087,-1.171370,-1.382615,-2.013800,12.342924,17.367036
OH3129248060001,2.135087,-1.171370,-1.382615,-2.013800,12.342924,17.367036
OH3129248049001,2.135087,-1.171370,-1.382615,-2.013800,12.342924,17.367036
OH3129248007001,1.419108,-1.118696,-0.977753,-1.424434,12.656472,16.722178
OH3129247075001,1.419108,-1.118696,-0.977753,-1.424434,12.656472,16.722178
OH3129247044001,1.419108,-1.118696,-0.977753,-1.424434,12.656472,16.722178
OH3129247001001,1.419108,-1.118696,-0.977753,-1.424434,12.656472,16.722178
OH3129246092001,1.419108,-1.118696,-0.977753,-1.424434,12.656472,16.722178
FS3129246092001,0.000000,0.000000,0.000000,0.000000,0.507901,7.847978
OH3129247001002,0.000000,0.000000,0.000000,0.000000,0.507901,7.847978
OH3129245999001,0.000000,0.000000,0.000000,0.000000,0.320005,6.705093
OH3129245997001,0.000000,0.000000,0.000000,0.000000,0.320005,6.705093
OH3129246904001,0.000000,0.000000,0.000000,0.000000,0.225124,6.148254
OH3129246911001,0.000000,0.000000,0.000000,0.000000,0.270234,4.894298
OH3129246820001,0.000000,0.000000,0.000000,0.000000,0.196091,4.224781
OH3129246971001,0.000000,0.000000,0.000000,0.000000,0.417908,1.064842
OH3129245848001,0.000000,0.000000,0.000000,0.000000,-0.221817,3.159939
OH3129245971001,0.000000,0.000000,0.000000,0.000000,-0.221817,3.159939
OH3129246084001,1.419108,-1.118696,-0.977753,-1.424434,12.148571,8.874200
OH3129246053001,1.419108,-1.118696,-0.977753,-1.424434,12.148571,8.874200
OH3129246021001,1.419108,-1.118696,-0.977753,-1.424434,12.148571,8.874200
OH3129244900001,1.419108,-1.118696,-0.977753,-1.424434,12.148571,8.874200
OH3129244978001,1.419108,-1.118696,-0.977753,-1.424434,12.148571,8.874200
OH3129244926001,1.419108,-1.118696,-0.977753,-1.424434,12.148571,8.874200
FS3129244926001,0.000000,0.000000,0.000000,0.000000,0.254243,-0.204403
OH3129244850001,0.000000,0.000000,0.000000,0.000000,0.254243,-0.204403
OH3129244878001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
OH3129244875002,0.000000,0.000000,0.000000,0.000000,0.254243,-0.204403
OH3129244892001,0.000000,0.000000,0.000000,0.000000,0.254243,-0.204403
OH3129245811001,0.000000,0.000000,0.000000,0.000000,0.254243,-0.204403
OH3129245758001,0.000000,0.000000,0.000000,0.000000,0.254243,-0.204403
OH3129246705001,0.000000,0.000000,0.000000,0.000000,0.254243,-0.204403
OC3129244905001,0.285658,-1.034938,-0.337134,-0.491184,11.545401,8.036728
OH3129244082001,0.285658,-1.034938,-0.337134,-0.491184,11.545401,8.036728
OH3129244064001,0.000000,0.000000,0.000000,0.000000,8.754864,10.013286
OH3129244075001,0.000000,0.000000,0.000000,0.000000,8.754864,10.013286
OH3129244079001,0.000000,0.000000,0.000000,0.000000,8.754864,10.013286
OH3129253186001,0.000000,0.000000,0.000000,0.000000,8.754864,10.013286
OH3129253188001,0.000000,0.000000,0.000000,0.000000,8.754864,10.013286
FS3129253188001,0.000000,0.000000,0.000000,0.000000,2.197160,0.654638
OH3129254109001,0.000000,0.000000,0.000000,0.000000,2.197160,0.654638
OH3129254130001,0.000000,0.000000,0.000000,0.000000,1.472407,1.094118
OH3129254251001,0.000000,0.000000,0.000000,0.000000,0.975929,0.422176
OH3129254272001,0.000000,0.000000,0.000000,0.000000,0.975929,0.422176
OH3129255214001,0.000000,0.000000,0.000000,0.000000,0.447660,-0.107239
OH3129255148001,0.000000,0.000000,0.000000,0.000000,0.232883,-0.098079
OH3129253100001,0.000000,0.000000,0.000000,0.000000,0.564449,-0.691241
OH3129253282001,0.000000,0.000000,0.000000,0.000000,0.564449,-0.691241
OH3129253180001,0.000000,0.000000,0.000000,0.000000,6.557704,9.358648
OH3129253244001,0.000000,0.000000,0.000000,0.000000,6.266519,9.739730
OH3129253219001,0.000000,0.000000,0.000000,0.000000,6.135049,9.346271
FS3129253219001,0.000000,0.000000,0.000000,0.000000,2.290285,3.310085
OH3129253219002,0.000000,0.000000,0.000000,0.000000,2.290285,3.310085
OH3129253240001,0.000000,0.000000,0.000000,0.000000,2.290285,3.310085
OH3129253361001,0.000000,0.000000,0.000000,0.000000,2.290285,3.310085
SW3129253361001-A,0.000000,0.000000,0.000000,0.000000,0.176499,0.175851
SW3129253361001-B,0.000000,0.000000,0.000000,0.000000,0.176499,0.175851
OH3129253353002,0.000000,0.000000,0.000000,0.000000,0.176499,0.175851
OH3129253335001,0.000000,0.000000,0.000000,0.000000,0.176499,0.175851
OH3129253382001,0.000000,0.000000,0.000000,0.000000,1.957590,2.875507
SW3129253382001-A,0.000000,0.000000,0.000000,0.000000,0.140280,0.353654
SW3129253382001-B,0.000000,0.000000,0.000000,0.000000,0.140280,0.353654
OH3129253374001,0.000000,0.000000,0.000000,0.000000,0.140280,0.353654
OH3129253366001,0.000000,0.000000,0.000000,0.000000,0.140280,0.353654
OH3129254303001,0.000000,0.000000,0.000000,0.000000,1.817310,2.521852
OH3129254345001,0.000000,0.000000,0.000000,0.000000,1.663227,2.239150
OH3129254355002,0.000000,0.000000,0.000000,0.000000,1.663227,2.239150
OH3129254373001,0.000000,0.000000,0.000000,0.000000,0.567849,1.371982
OH3129254290001,0.000000,0.000000,0.000000,0.000000,0.192415,0.097947
OH3129254347001,0.000000,0.000000,0.000000,0.000000,1.095378,0.867169
OH3129254367001,0.000000,0.000000,0.000000,0.000000,0.024482,0.915194
OH3129254339001,0.000000,0.000000,0.000000,0.000000,0.802269,0.224625
OH3129254412001,0.000000,0.000000,0.000000,0.000000,0.452224,-0.141782
OH3129254404001,0.000000,0.000000,0.000000,0.000000,0.165009,0.232361
OH3129252392001,0.000000,0.000000,0.000000,0.000000,3.844764,6.036186
OH3129252367001,0.000000,0.000000,0.000000,0.000000,3.646220,5.968379
OH3129252441001,0.000000,0.000000,0.000000,0.000000,3.222383,5.974092
FS3129252441001,0.000000,0.000000,0.000000,0.000000,0.873552,0.927641
OH3129252451001,0.000000,0.000000,0.000000,0.000000,0.873552,0.927641
OH3129252462002,0.000000,0.000000,0.000000,0.000000,0.873552,0.927641
OH3129252493001,0.000000,0.000000,0.000000,0.000000,0.873552,0.927641
OH3129253414001,0.000000,0.000000,0.000000,0.000000,0.408028,1.120671
OH3129253445001,0.000000,0.000000,0.000000,0.000000,0.307814,0.573780
OH3129252424002,0.000000,0.000000,0.000000,0.000000,2.138885,5.044683
FS3129252424001,0.000000,0.000000,0.000000,0.000000,2.138885,5.044683
OH3129252406001,0.000000,0.000000,0.000000,0.000000,2.138885,5.044683
OH3129251490001,0.000000,0.000000,0.000000,0.000000,1.679860,5.219288
OH3129251555001,0.000000,0.000000,0.000000,0.000000,0.225611,-0.078059
OH3129251548001,0.000000,0.000000,0.000000,0.000000,0.225611,-0.078059
OH3129251528001,0.000000,0.000000,0.000000,0.000000,0.225611,-0.078059
OH3129250693001,0.000000,0.000000,0.000000,0.000000,0.225611,-0.078059
OH3129251400001,0.000000,0.000000,0.000000,0.000000,1.287591,5.072804
OH3129252511001,0.000000,0.000000,0.000000,0.000000,1.287591,5.072804
OH3129252522001,0.000000,0.000000,0.000000,0.000000,1.147257,4.719266
OH3129252532001,0.000000,0.000000,0.000000,0.000000,1.147257,4.719266
OH3129252552001,0.000000,0.000000,0.000000,0.000000,0.421869,0.001552
OH3129252584001,0.000000,0.000000,0.000000,0.000000,0.549426,4.538704
OH3129252585002,0.000000,0.000000,0.000000,0.000000,-0.368793,2.813389
OH3129252550001,0.000000,0.000000,0.000000,0.000000,-0.368793,2.813389
OH3129252603001,0.000000,0.000000,0.000000,0.000000,-0.368793,2.813389
OH3129253537002,0.000000,0.000000,0.000000,0.000000,0.676965,1.863046
SW3129253537001-B,0.000000,0.000000,0.000000,0.000000,0.343573,1.414080
SW3129253537001-A,0.000000,0.000000,0.000000,0.000000,0.343573,1.414080
UD3129253568001,0.000000,0.000000,0.000000,0.000000,0.343573,1.414080
SW3129253568001-B,0.000000,0.000000,0.000000,0.000000,0.343573,1.414080
SW3129253568001-A,0.000000,0.000000,0.000000,0.000000,0.343573,1.414080
