, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3, Node4, Magnitude4, Angle4, pu4
M1047720,100.0,0.0,0.0025785193056400337,0.0,100.0,0.0,0.004783524993239701,0.0,100.0,0.0,0.0018832695712108268,0.0,100.0,0,0,0,0
L2954345,100.0,0.0,0.0018833075723683524,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X2954345C,100.0,0.0,0.0024375776977892095,0.0,100.0,0.0,0.0024363107758026536,0.0,100.0,0,0,0,0,0,0,0,0
SX2954345C,100.0,0.0,0.0016308956879195883,0.0,100.0,0.0,0.0016283064798534113,0.0,100.0,0,0,0,0,0,0,0,0
L2895449,100.0,0.0,0.0027142566329621783,0.0,100.0,0.0,0.004783681904293065,0.0,100.0,0.0,0.0018832594378245585,0.0,100.0,0,0,0,0
X2895449C,100.0,0.0,0.0024414857254584496,0.0,100.0,0.0,0.001621731198061666,0.0,100.0,0,0,0,0,0,0,0,0
SX2895449C,100.0,0.0,0.0016474193176350793,0.0,100.0,0.0,0.0024283632831472507,0.0,100.0,0,0,0,0,0,0,0,0
N1137005,100.0,0.0,0.0027155133202692444,0.0,100.0,0.0,0.004791002770573439,0.0,100.0,0.0,0.001882692142173083,0.0,100.0,0,0,0,0
M1047724,100.0,0.0,0.002715708745678324,0.2272727272727305,100.0,0.0,0.0049290625744449,0.0,100.0,0.0,0.0018826035331133478,0.0,100.0,0,0,0,0
M1047725,100.0,0.0,0.004792144169608548,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
M1047728,100.0,0.0,0.0047922950848777665,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
L2804255,100.0,0.0,0.004792459134008855,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X2804255B,100.0,0.0,0.0049702200979135245,0.0,100.0,0.0,0.004951965930474586,0.0,100.0,0,0,0,0,0,0,0,0
SX2804255B,100.0,0.0,0.00586893822522536,0.0,100.0,0.0,0.004942990838990499,0.0,100.0,0,0,0,0,0,0,0,0
M1047722,100.0,0.0,0.0027162988797958714,0.0,100.0,0.0,0.004932581206051483,0.0,100.0,0.0,0.0018823428176564755,0.0,100.0,0,0,0,0
L2841621,100.0,0.0,0.002717708862730259,0.0,100.0,0.0,0.004941599897869108,0.0,100.0,0.0,0.0020160748366930487,0.0,100.0,0,0,0,0
X2841621C,100.0,0.0,0.0024321234870050856,0.0,100.0,0.0,0.0016251046161058747,0.0,100.0,0,0,0,0,0,0,0,0
SX2841621C,100.0,0.0,0.0016224942604343008,0.0,100.0,0.0,0.002461094202494175,0.0,100.0,0,0,0,0,0,0,0,0
N1137986,100.0,0.0,0.002718170562494514,0.0,100.0,0.0,0.0049444844276164916,0.0,100.0,0.0,0.001881432146154049,0.0,100.0,0,0,0,0
M1047732,100.0,0.0,0.0027187469838875922,0.0,100.0,0.0,0.0049480863276082955,0.0,100.0,0.0,0.0018811338399775598,0.0,100.0,0,0,0,0
M1047737,100.0,0.0,0.002583923102443029,0.0,100.0,0.0,0.0049553399982611235,0.0,100.0,0.0,0.0018805097255977323,0.0,100.0,0,0,0,0
N1137988,100.0,0.0,0.002719944948311772,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
L2991908,100.0,0.0,0.002720000435197596,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X2991908A,100.0,0.0,0.0024664561957497408,0.0,100.0,0.0,0.0024577472288784506,0.0,100.0,0,0,0,0,0,0,0,0
SX2991908A,100.0,0.0,0.0024831353722517095,0.0,100.0,0.0,0.002454650335071491,0.0,100.0,0,0,0,0,0,0,0,0
L3178973,100.0,0.0,0.00258406015692738,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X3178973A,100.0,0.0,0.003281566619896695,0.0,100.0,0.0,0.003284045286976854,0.0,100.0,0,0,0,0,0,0,0,0
SX3178973A,100.0,0.0,0.00246852628980508,0.0,100.0,0.0,0.0033041467041177008,0.0,100.0,0,0,0,0,0,0,0,0
L3027157,100.0,0.0,0.002721903154683281,0.0,100.0,0.0,0.0049690332607717266,0.0,100.0,0.0,0.0020134984939104515,0.0,100.0,0,0,0,0
L2973155,100.0,0.0,0.0027232559247811947,0.0,100.0,0.0,0.00497840616327488,0.0,100.0,0.0,0.0020125907678387486,0.0,100.0,0,0,0,0
X2973155A,100.0,0.0,0.0024644705495770257,0.0,100.0,0.0,0.0024655440223002906,0.0,100.0,0,0,0,0,0,0,0,0
SX2973155A,100.0,0.0,0.002469786281148865,0.0,100.0,0.0,0.0024736555681870603,0.0,100.0,0,0,0,0,0,0,0,0
L3784018,100.0,0.0,0.0027240051592632942,0.0,100.0,0.0,0.005122312516438343,0.0,100.0,0.0,0.0020120643377643846,0.0,100.0,0,0,0,0
X3784018A,100.0,0.0,0.0032823206006570202,0.0,100.0,0.0,0.0024697456161899257,0.0,100.0,0,0,0,0,0,0,0,0
SX3784018A,100.0,0.0,0.0024600246002460958,0.0,100.0,0.0,0.0033073431285852747,0.0,100.0,0,0,0,0,0,0,0,0
N1136028,100.0,0.0,0.0027245580766898743,0.0,100.0,0.0,0.004988007997434952,0.0,100.0,0.0,0.002011664974640223,0.0,100.0,0,0,0,0
L2876797,100.0,0.0,0.002724647158190536,0.0,100.0,0.0,0.005127252873338713,0.0,100.0,0.0,0.0020116002279764802,0.0,100.0,0,0,0,0
X2876797A,100.0,0.0,0.002468018592406823,0.0,100.0,0.0,0.003286068711689103,0.0,100.0,0,0,0,0,0,0,0,0
SX2876797A,100.0,0.0,0.0024785604520895206,0.0,100.0,0.0,0.0024674908086085197,0.0,100.0,0,0,0,0,0,0,0,0
R18241,100.0,0.0,0.0027251780563187764,0.0,100.0,0.0,0.005131626212357793,0.0,100.0,0.0,0.002011192959223005,0.0,100.0,0,0,0,0
M1047763,100.0,0.0,0.0027259209183057597,0.0,100.0,0.0,0.0051377543014791294,0.0,100.0,0.0,0.001876582528752963,0.0,100.0,0,0,0,0
N1136030,100.0,0.0,0.005138639093931418,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
M1047766,100.0,0.0,0.0051401882142415286,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
M1047768,100.0,0.0,0.0051423099534258325,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
P827554,100.0,0.0,0.005142495778287422,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
M1047769,100.0,0.0,0.005003850184720918,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
L2710514,100.0,0.0,0.0051474393575980494,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X2710514B,100.0,0.0,0.005051015254066259,0.0,100.0,0.0,0.005870857900082195,0.0,100.0,0,0,0,0,0,0,0,0
SX2710514B,100.0,0.0,0.005966129430920747,0.0,100.0,0.0,0.005023190395672051,0.0,100.0,0,0,0,0,0,0,0,0
M1047787,100.0,0.0,0.005153878084315925,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
L3157710,100.0,0.0,0.00515698129827549,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X3157710B,100.0,0.0,0.005041423698052521,0.0,100.0,0.0,0.005060429967854475,0.0,100.0,0,0,0,0,0,0,0,0
SX3157710B,100.0,0.0,0.005874454514942097,0.0,100.0,0.0,0.005098832367400138,0.0,100.0,0,0,0,0,0,0,0,0
M1047793,100.0,0.0,0.005159066571478042,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
M1047795,100.0,0.0,0.005159303968060992,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
L3160117,100.0,0.0,0.005161319121569862,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X3160117B,100.0,0.0,0.005055654328061601,0.0,100.0,0.0,0.005054546986226551,0.0,100.0,0,0,0,0,0,0,0,0
SX3160117B,100.0,0.0,0.005083841011345631,0.0,100.0,0.0,0.005926176769391299,0.0,100.0,0,0,0,0,0,0,0,0
L3215549,100.0,0.0,0.005164705241895124,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X3215549B,100.0,0.0,0.005914310095707546,0.0,100.0,0.0,0.005048167935720186,0.0,100.0,0,0,0,0,0,0,0,0
SX3215549B,100.0,0.0,0.0051371622315834675,0.0,100.0,0.0,0.005035077708032818,0.0,100.0,0,0,0,0,0,0,0,0
L2897800,100.0,0.0,0.005169431614006796,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X2897800B,100.0,0.0,0.005070308274755305,0.0,100.0,0.0,0.005055909937403149,0.0,100.0,0,0,0,0,0,0,0,0
SX2897800B,100.0,0.0,0.005091822533024236,0.0,100.0,0.0,0.005055782129495624,0.0,100.0,0,0,0,0,0,0,0,0
M1047809,100.0,0.0,0.005170284002301347,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
L2989432,100.0,0.0,0.005170710301882843,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X2989432B,100.0,0.0,0.0058954318824878645,0.0,100.0,0.0,0.00507644276733836,0.0,100.0,0,0,0,0,0,0,0,0
SX2989432B,100.0,0.0,0.005874602415293093,0.0,100.0,0.0,0.0051495073637957255,0.0,100.0,0,0,0,0,0,0,0,0
L3066830,100.0,0.0,0.00531078578666167,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X3066830B,100.0,0.0,0.005051865822455913,0.0,100.0,0.0,0.005078677173885634,0.0,100.0,0,0,0,0,0,0,0,0
SX3066830B,100.0,0.0,0.005027315078593883,0.0,100.0,0.0,0.006018864842082864,0.0,100.0,0,0,0,0,0,0,0,0
L3197660,100.0,0.0,0.005171281219874497,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X3197660B,100.0,0.0,0.005064359569541624,0.0,100.0,0.0,0.005065599513714636,0.0,100.0,0,0,0,0,0,0,0,0
SX3197660B,100.0,0.0,0.005088152237515139,0.0,100.0,0.0,0.005095325039288725,0.0,100.0,0,0,0,0,0,0,0,0
M1047812,100.0,0.0,0.005172430664963364,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
M4350438,100.0,0.0,0.005173009195371846,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
L2935568,100.0,0.0,0.005175505590943296,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X2935568B,100.0,0.0,0.005929690808983484,0.0,100.0,0.0,0.0058991083918952915,0.0,100.0,0,0,0,0,0,0,0,0
SX2935568B,100.0,0.0,0.005128994204224595,0.0,100.0,0.0,0.005042906731440193,0.0,100.0,0,0,0,0,0,0,0,0
L3235246,100.0,0.0,0.005320169181381496,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X3235246B,100.0,0.0,0.005073480915244133,0.0,100.0,0.0,0.005919661733619452,0.0,100.0,0,0,0,0,0,0,0,0
SX3235246B,100.0,0.0,0.0050886700760878634,0.0,100.0,0.0,0.005090958457779177,0.0,100.0,0,0,0,0,0,0,0,0
L2710512,100.0,0.0,0.0053220841281333715,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X2710512B,100.0,0.0,0.005075927414238169,0.0,100.0,0.0,0.005075326301186973,0.0,100.0,0,0,0,0,0,0,0,0
SX2710512B,100.0,0.0,0.005103472913305618,0.0,100.0,0.0,0.005101693762329287,0.0,100.0,0,0,0,0,0,0,0,0
M1047828,100.0,0.0,0.005185253699046346,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
L2954346,100.0,0.0,0.005325537493887672,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X2954346B,100.0,0.0,0.005942930883706004,0.0,100.0,0.0,0.0059094669660838825,0.0,100.0,0,0,0,0,0,0,0,0
SX2954346B,100.0,0.0,0.006039897839434313,0.0,100.0,0.0,0.005038587180154875,0.0,100.0,0,0,0,0,0,0,0,0
M1047831,100.0,0.0,0.005186205813875355,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
L2710505,100.0,0.0,0.005326500461164333,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X2710505B,100.0,0.0,0.005094200253012138,0.0,100.0,0.0,0.0050662838807736445,0.0,100.0,0,0,0,0,0,0,0,0
SX2710505B,100.0,0.0,0.00599988000240424,0.0,100.0,0.0,0.005051057775670752,0.0,99.99999999999999,0,0,0,0,0,0,0,0
L3178974,100.0,0.0,0.005326664722902824,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X3178974B,100.0,0.0,0.00592206561647924,0.05988023952095468,100.0,0.0,0.0050840563991325135,0.0,100.0,0,0,0,0,0,0,0,0
SX3178974B,100.0,0.0,0.005929741039741974,0.0,100.0,0.0,0.0059615057060168645,0.0,100.0,0,0,0,0,0,0,0,0
M3327098,100.0,0.0,0.005326836461916752,0.0,100.00000000000001,0,0,0,0,0,0,0,0,0,0,0,0
M3327097,100.0,0.0,0.00532690366714141,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
L3448661,100.0,0.0,0.005326941004129909,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X3448661B,100.0,0.0,0.0050737383304020325,0.0,100.0,0.0,0.005086987486010977,0.0,100.0,0,0,0,0,0,0,0,0
SX3448661B,100.0,0.0,0.005074381982573251,0.0,100.0,0.0,0.005118886130378224,0.0,100.0,0,0,0,0,0,0,0,0
L2691943,100.0,0.0,0.005327075421576466,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X2691943B,100.0,0.0,0.005071936972742091,0.0,100.0,0.0,0.005937436384602354,0.0,100.0,0,0,0,0,0,0,0,0
SX2691943B,100.0,0.0,0.005067995607737332,0.0,100.0,0.0,0.005125839356194771,0.0,100.0,0,0,0,0,0,0,0,0
L2710513,100.0,0.0,0.005186780159022346,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X2710513B,100.0,0.0,0.005079838122504054,0.0,100.0,0.0,0.005927431305309287,0.0,100.0,0,0,0,0,0,0,0,0
SX2710513B,100.0,0.0,0.005089749245020722,0.0,100.0,0.0,0.005940913372988186,0.0,100.0,0,0,0,0,0,0,0,0
P827553,100.0,0.0,0.005189595562205724,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
M1047826,100.0,0.0,0.005189675631245366,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
M1047825,100.0,0.0,0.00519055655391783,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
L2726975,100.0,0.0,0.005190636652627035,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X2726975B,100.0,0.0,0.005082204660381866,0.0,100.0,0.0,0.005086081936780194,0.0,100.0,0,0,0,0,0,0,0,0
SX2726975B,100.0,0.0,0.005093594804533493,0.0,100.0,0.0,0.005107078410677392,0.0,100.0,0,0,0,0,0,0,0,0
M1069731,100.0,0.0,0.005191736439393364,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
M1069730,100.0,0.0,0.005333962179402332,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
L2748124,100.0,0.0,0.005193674946131636,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X2748124B,100.0,0.0,0.005087030615434065,0.0,100.0,0.0,0.00593527162347061,0.0,100.0,0,0,0,0,0,0,0,0
SX2748124B,100.0,0.0,0.005965163445482669,0.0,100.0,0.0,0.005968316764141323,0.0,100.0,0,0,0,0,0,0,0,0
L3159037,100.0,0.0,0.005193908247516405,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X3159037B,100.0,0.0,0.005949547834356761,0.0,100.0,0.0,0.005076485718141681,0.0,100.0,0,0,0,0,0,0,0,0
SX3159037B,100.0,0.0,0.0052086498311531325,0.0,100.0,0.0,0.005894587926215939,0.0,100.00000000000001,0,0,0,0,0,0,0,0
M1069738,100.0,0.0,0.005334583684879251,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
L3234185,100.0,0.0,0.0051945718128478735,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X3234185B,100.0,0.0,0.005100869698271669,0.0,100.0,0.0,0.0059222660281942185,0.0,100.0,0,0,0,0,0,0,0,0
SX3234185B,100.0,0.0,0.005176028088579291,0.0,100.0,0.0,0.005057145746952597,0.0,100.0,0,0,0,0,0,0,0,0
L3065750,100.0,0.0,0.005335167882290881,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X3065750B,100.0,0.0,0.005093767775139389,0.0,100.0,0.0,0.005082979642678763,0.0,100.0,0,0,0,0,0,0,0,0
SX3065750B,100.0,0.0,0.0059982862039460174,0.0,100.0,0.0,0.005090008313692495,0.0,100.0,0,0,0,0,0,0,0,0
L2690941,100.0,0.0,0.005194389497785237,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X2690941B,100.0,0.0,0.00593663070763857,0.0,100.0,0.0,0.005087289407415765,0.0,100.0,0,0,0,0,0,0,0,0
SX2690941B,100.0,0.0,0.005117489018721675,0.0,100.0,0.0,0.005112605127931027,0.0,100.0,0,0,0,0,0,0,0,0
L2710504,100.0,0.0,0.0051919039974966654,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X2710504B,100.0,0.0,0.005949446701473095,0.0,100.0,0.0,0.005918460523872535,0.0,100.0,0,0,0,0,0,0,0,0
SX2710504B,100.0,0.0,0.006089021494237864,0.0,100.0,0.0,0.005039348916132164,0.0,100.0,0,0,0,0,0,0,0,0
P827555,100.0,0.0,0.0051590881520828195,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
M1047794,100.0,0.0,0.005159109732868142,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
M1047792,100.0,0.0,0.00515936871637543,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
L2860500,100.0,0.0,0.005159447855411226,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X2860500B,100.0,0.0,0.005042652435181096,0.0,100.0,0.0,0.005064188590383298,0.0,100.0,0,0,0,0,0,0,0,0
SX2860500B,100.0,0.0,0.005872631022585124,0.0,100.0,0.0,0.005105600844138293,0.0,100.0,0,0,0,0,0,0,0,0
L2876846,100.0,0.0,0.005299520532854366,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
L3048203,100.0,0.0,0.005160599243203573,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X3048203B,100.0,0.0,0.00589881012573314,0.0,100.0,0.0,0.005894786482416696,0.0,100.0,0,0,0,0,0,0,0,0
SX3048203B,100.0,0.0,0.005088799552185832,0.0,100.0,0.0,0.005073180630608561,0.0,100.0,0,0,0,0,0,0,0,0
M1047796,100.0,0.0,0.005159217639503026,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
L3010562,100.0,0.0,0.005298759393098354,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X3010562B,100.0,0.0,0.005890421333415343,0.0,100.0,0.0,0.005057273623789607,0.0,100.0,0,0,0,0,0,0,0,0
SX3010562B,100.0,0.0,0.005897368930967751,0.0,100.00000000000001,0.0,0.005930394117041235,0.0,100.0,0,0,0,0,0,0,0,0
L3197632,100.0,0.0,0.005143031886796181,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X3197632B,100.0,0.0,0.005039983872063738,0.0,100.0,0.0,0.005033852659132858,0.0,99.99999999999999,0,0,0,0,0,0,0,0
SX3197632B,100.0,0.0,0.005062479433689484,0.0,100.0,0.0,0.005042864346949258,0.0,100.0,0,0,0,0,0,0,0,0
L3216344,100.0,0.0,0.005001569937238384,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X3216344B,100.0,0.0,0.0050244944102501585,0.0,100.0,0.0,0.005045917852469505,0.0,100.0,0,0,0,0,0,0,0,0
SX3216344B,100.0,0.0,0.00499529609617629,0.0,100.0,0.0,0.006050757209049342,0.0,100.0,0,0,0,0,0,0,0,0
L2860501,100.0,0.0,0.005001611630409695,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X2860501B,100.0,0.0,0.005045281400582258,0.0,100.0,0.0,0.005024326112260383,0.0,100.0,0,0,0,0,0,0,0,0
SX2860501B,100.0,0.0,0.005112169519529353,0.05988023952095468,100.0,0.0,0.005011317224732711,0.0,100.0,0,0,0,0,0,0,0,0
P827509,100.0,0.0,0.004999076559464329,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
N1136029,100.0,0.0,0.005138218065985835,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
M1047767,100.0,0.0,0.005142710208290888,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
L2860484,100.0,0.0,0.005142831726557032,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X2860484B,100.0,0.0,0.00504787063988997,0.0,100.0,0.0,0.00502600959969043,0.0,100.0,0,0,0,0,0,0,0,0
SX2860484B,100.0,0.0,0.005088842712353358,0.0,100.0,0.0,0.005853332218417094,0.0,100.0,0,0,0,0,0,0,0,0
L2879068,100.0,0.0,0.0051470526863426555,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X2879068B,100.0,0.0,0.005887745918522673,0.0,100.0,0.0,0.005035415757494568,0.0,100.0,0,0,0,0,0,0,0,0
SX2879068B,100.0,0.0,0.005094243504839725,0.0,100.0,0.0,0.005040915430242323,0.0,100.0,0,0,0,0,0,0,0,0
M1047773,100.0,0.0,0.005150749921345137,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
L2973152,100.0,0.0,0.005153332534797403,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X2973152B,100.0,0.0,0.005040830728904315,0.0,100.0,0.0,0.005053738081613186,0.0,100.0,0,0,0,0,0,0,0,0
SX2973152B,100.0,0.0,0.005042101547925367,0.0,100.0,0.0,0.005956990528389316,0.0,100.0,0,0,0,0,0,0,0,0
M1047777,100.0,0.0,0.0051539642342852895,0.0,100.00000000000001,0,0,0,0,0,0,0,0,0,0,0,0
L2748131,100.0,0.0,0.0051575204314459715,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X2748131B,100.0,0.0,0.005039052658112404,0.0,100.0,0.0,0.005064145847400597,0.0,100.0,0,0,0,0,0,0,0,0
SX2748131B,100.0,0.0,0.0050260938036523085,0.0,100.0,0.0,0.0059613533975619885,0.0,100.0,0,0,0,0,0,0,0,0
L2729427,100.0,0.0,0.005159275191554,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X2729427B,100.0,0.0,0.005064530560221681,0.0,100.0,0.0,0.00504201680672288,0.0,100.0,0,0,0,0,0,0,0,0
SX2729427B,100.0,0.0,0.005957497510621369,0.0,100.0,0.0,0.005032543783143024,0.0,100.0,0,0,0,0,0,0,0,0
M1047786,100.0,0.0,0.00516064962815275,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
M1026969,100.0,0.0,0.005300451933271623,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
L2879066,100.0,0.0,0.005161067141297337,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X2879066B,100.0,0.0,0.00588240237313339,0.059916117435586766,100.0,0.0,0.005913011158700998,0.0,100.0,0,0,0,0,0,0,0,0
SX2879066B,100.0,0.0,0.0050277784760686265,0.0,100.0,0.0,0.005115263947619891,0.0,100.0,0,0,0,0,0,0,0,0
M1026972,100.0,0.0,0.005161067141297337,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
L2860483,100.0,0.0,0.005161232725561784,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X2860483B,100.0,0.0,0.005046809154900045,0.0,100.0,0.0,0.005063632987869237,0.0,100.0,0,0,0,0,0,0,0,0
SX2860483B,100.0,0.0,0.005880919775857146,0.0,100.0,0.0,0.00512378203432459,0.0,100.0,0,0,0,0,0,0,0,0
L3141397,100.0,0.0,0.005161333521198439,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X3141397B,100.0,0.0,0.005064829821718182,0.0,100.0,0.0,0.0058869041612164144,0.0,100.0,0,0,0,0,0,0,0,0
SX3141397B,100.0,0.0,0.005127985983517319,0.0,100.0,0.0,0.005037022112527265,0.0,100.0,0,0,0,0,0,0,0,0
L3048207,100.0,0.0,0.00516240651858314,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X3048207B,100.0,0.0,0.005057060499300632,0.0,100.0,0.0,0.005055185778077536,0.0,100.0,0,0,0,0,0,0,0,0
SX3048207B,100.0,0.0,0.005074811174734399,0.0,100.0,0.0,0.005069237333243406,0.0,100.0,0,0,0,0,0,0,0,0
M3036164,100.0,0.0,0.005162478547807214,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
L3085397,100.0,0.0,0.005162809908128368,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X3085397B,100.0,0.0,0.0050438817714114695,0.0,100.0,0.0,0.005915409642133953,0.0,100.0,0,0,0,0,0,0,0,0
SX3085397B,100.0,0.0,0.005019912318865021,0.0,100.0,0.0,0.005149772551712495,0.0,100.0,0,0,0,0,0,0,0,0
L2935553,100.0,0.0,0.005163544815380817,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X2935553B,100.0,0.0,0.0050564638462836905,0.0,100.0,0.0,0.005058126301413938,0.0,100.0,0,0,0,0,0,0,0,0
SX2935553B,100.0,0.0,0.005079322079813273,0.0,100.0,0.0,0.005088583762329407,0.0,100.0,0,0,0,0,0,0,0,0
M1026987,100.0,0.0,0.005166219625768697,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
M1026989,100.0,0.0,0.005166270120526162,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
L2673343,100.0,0.0,0.00516649375203191,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X2673343B,100.0,0.0,0.005074038681088405,0.0,100.0,0.0,0.005047063870593473,0.0,100.0,0,0,0,0,0,0,0,0
SX2673343B,100.0,0.0,0.00597478640139042,0.0,100.0,0.0,0.005032712632108897,0.0,100.0,0,0,0,0,0,0,0,0
L2764436,100.0,0.0,0.00516649375203191,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
M1026990,100.0,0.0,0.005167316305395249,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
M1027001,100.0,0.0,0.005172228209890291,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
M1027004,100.0,0.0,0.005174000229332538,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
L2804248,100.0,0.0,0.005174079817870865,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X2804248B,100.0,0.0,0.005080483323325717,0.0,100.0,0.0,0.005897865815119424,0.0,100.0,0,0,0,0,0,0,0,0
SX2804248B,100.0,0.0,0.0059622673651079615,0.0,100.0,0.0,0.005888241182351084,0.0,100.0,0,0,0,0,0,0,0,0
M1027005,100.0,0.0,0.005174181115915513,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
L3160100,100.0,0.0,0.005314090731108535,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X3160100B,100.0,0.0,0.005073009055321356,0.0,100.0,0.0,0.005062821172718336,0.0,100.0,0,0,0,0,0,0,0,0
SX3160100B,100.0,0.0,0.0059506099375228475,0.0,100.0,0.0,0.0059121122287620715,0.0,100.0,0,0,0,0,0,0,0,0
L3085390,100.0,0.0,0.005174296889979071,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X3085390B,100.0,0.0,0.005060856803044963,0.0,100.0,0.0,0.005075197509757927,0.0,100.0,0,0,0,0,0,0,0,0
SX3085390B,100.0,0.0,0.005060131226069988,0.0,100.00000000000001,0.0,0.005108252381710768,0.0,100.0,0,0,0,0,0,0,0,0
