"Hour", "Undervoltages", "Min Voltage", "Overvoltage", "Max Voltage", "Min Bus", "Max Bus"
4487, 0, 0.987117, 0, 1.05, x_39754_1, sourcebus
4488, 0, 0.99094, 0, 1.05, x_39754_1, sourcebus
4489, 0, 0.993784, 0, 1.05, x_39754_1, sourcebus
4490, 0, 0.994734, 0, 1.05, x_39754_1, sourcebus
4491, 0, 0.994013, 0, 1.05, x_39754_1, sourcebus
4492, 0, 0.99291, 0, 1.05, x_39754_1, sourcebus
4493, 0, 0.99126, 0, 1.05, x_39754_1, sourcebus
4494, 0, 0.987916, 0, 1.05, x_39754_1, sourcebus
4495, 0, 0.981807, 0, 1.05, x_39754_1, sourcebus
4496, 0, 0.980347, 0, 1.05, x_39754_1, sourcebus
4497, 0, 0.980411, 0, 1.05, x_39754_1, sourcebus
4498, 0, 0.983782, 0, 1.05, x_39754_1, sourcebus
4499, 0, 0.989859, 0, 1.05, x_39754_1, sourcebus
4500, 0, 0.995678, 0, 1.05, x_39754_1, sourcebus
4501, 0, 1.00086, 0, 1.05, x_39754_1, sourcebus
4502, 0, 1.00526, 0, 1.05, x_39754_1, sourcebus
4503, 0, 1.008, 0, 1.05, x_69478_1, sourcebus
4504, 0, 1.00869, 0, 1.05, x_69478_1, sourcebus
4505, 0, 1.00876, 0, 1.05, x_69478_1, sourcebus
4506, 0, 1.00528, 0, 1.05, x_39754_1, sourcebus
4507, 0, 0.998076, 0, 1.05, x_39754_1, sourcebus
4508, 0, 0.997532, 0, 1.05, x_39754_1, sourcebus
4509, 0, 0.996172, 0, 1.05, x_39754_1, sourcebus
4510, 0, 0.997564, 0, 1.05, x_39754_1, sourcebus
4511, 0, 0.999066, 0, 1.05, x_39754_1, sourcebus
4512, 0, 1.00106, 0, 1.05, x_39754_1, sourcebus
4513, 0, 1.0036, 0, 1.05, x_39754_1, sourcebus
4514, 0, 1.00586, 0, 1.05, x_39754_1, sourcebus
4515, 0, 1.00616, 0, 1.05, x_39754_1, sourcebus
4516, 0, 1.00649, 0, 1.05, x_39754_1, sourcebus
4517, 0, 1.00736, 0, 1.05, x_39754_1, sourcebus
4518, 0, 1.00615, 0, 1.05, x_39754_1, sourcebus
4519, 0, 1.00435, 0, 1.05, x_39754_1, sourcebus
4520, 0, 1.00379, 0, 1.05, x_39754_1, sourcebus
4521, 0, 1.00022, 0, 1.05, x_39754_1, sourcebus
4522, 0, 0.998272, 0, 1.05, x_39754_1, sourcebus
4523, 0, 0.999528, 0, 1.05, x_39754_1, sourcebus
4524, 0, 1.0014, 0, 1.05, x_39754_1, sourcebus
4525, 0, 1.00258, 0, 1.05, x_39754_1, sourcebus
4526, 0, 1.0054, 0, 1.05, x_69478_1, sourcebus
4527, 0, 1.00577, 0, 1.05, x_69478_1, sourcebus
4528, 0, 1.00602, 0, 1.05, x_69478_1, sourcebus
4529, 0, 1.0057, 0, 1.05, x_69478_1, sourcebus
4530, 0, 1.0048, 0, 1.05, x_39754_1, sourcebus
4531, 0, 1.00125, 0, 1.05, x_39754_1, sourcebus
4532, 0, 1.00101, 0, 1.05, x_39754_1, sourcebus
4533, 0, 1.00266, 0, 1.05, x_39754_1, sourcebus
4534, 0, 1.00593, 0, 1.05, x_39754_1, sourcebus
4535, 0, 1.00742, 0, 1.05, x_39754_1, sourcebus
4536, 0, 1.01242, 0, 1.05, x_39754_1, sourcebus
4537, 0, 1.01616, 0, 1.05, x_39754_1, sourcebus
4538, 0, 1.01898, 0, 1.05, x_69478_1, sourcebus
4539, 0, 1.01959, 0, 1.05, x_69478_1, sourcebus
4540, 0, 1.0196, 0, 1.05, x_69478_1, sourcebus
4541, 0, 1.01914, 0, 1.05, x_69478_1, sourcebus
4542, 0, 1.01819, 0, 1.05, x_69478_1, sourcebus
4543, 0, 1.0166, 0, 1.05, x_69478_1, sourcebus
4544, 0, 1.01375, 0, 1.05, x_69478_1, sourcebus
4545, 0, 1.0093, 0, 1.05, x_69478_1, sourcebus
4546, 0, 1.00698, 0, 1.05, x_69478_1, sourcebus
4547, 0, 1.00635, 0, 1.05, x_69478_1, sourcebus
4548, 0, 1.00691, 0, 1.05, x_69478_1, sourcebus
4549, 0, 1.00688, 0, 1.05, x_69478_1, sourcebus
4550, 0, 1.008, 0, 1.05, x_69478_1, sourcebus
4551, 0, 1.00826, 0, 1.05, x_69478_1, sourcebus
4552, 0, 1.00832, 0, 1.05, x_69478_1, sourcebus
4553, 0, 1.00884, 0, 1.05, x_69478_1, sourcebus
4554, 0, 1.00962, 0, 1.05, x_69478_1, sourcebus
4555, 0, 1.00707, 0, 1.05, x_39754_1, sourcebus
4556, 0, 1.0066, 0, 1.05, x_39754_1, sourcebus
4557, 0, 1.00654, 0, 1.05, x_39754_1, sourcebus
4558, 0, 1.00771, 0, 1.05, x_39754_1, sourcebus
4559, 0, 1.01263, 0, 1.05, x_39754_1, sourcebus
4560, 0, 1.01696, 0, 1.05, x_69478_1, sourcebus
4561, 0, 1.01941, 0, 1.05, x_69478_1, sourcebus
4562, 0, 1.02109, 0, 1.05, x_69478_1, sourcebus
4563, 0, 1.02155, 0, 1.05, x_69478_1, sourcebus
4564, 0, 1.02155, 0, 1.05, x_69478_1, sourcebus
4565, 0, 1.02025, 0, 1.05, x_69478_1, sourcebus
4566, 0, 1.018, 0, 1.05, x_69478_1, sourcebus
4567, 0, 1.01193, 0, 1.05, x_39754_1, sourcebus
4568, 0, 1.01158, 0, 1.05, x_39754_1, sourcebus
4569, 0, 1.01283, 0, 1.05, x_69478_1, sourcebus
4570, 0, 1.01204, 0, 1.05, x_6568_1, sourcebus
4571, 0, 1.01209, 0, 1.05, x_6568_1, sourcebus
4572, 0, 1.01395, 0, 1.05, x_6568_1, sourcebus
4573, 0, 1.01611, 0, 1.05, x_6568_1, sourcebus
4574, 0, 1.01756, 0, 1.05, x_6568_1, sourcebus
4575, 0, 1.01818, 0, 1.05, x_6568_1, sourcebus
4576, 0, 1.0194, 0, 1.05, x_69478_1, sourcebus
4577, 0, 1.0191, 0, 1.05, x_69478_1, sourcebus
4578, 0, 1.01744, 0, 1.05, x_69478_1, sourcebus
4579, 0, 1.01341, 0, 1.05, x_39754_1, sourcebus
4580, 0, 1.01017, 0, 1.05, x_39754_1, sourcebus
4581, 0, 1.01037, 0, 1.05, x_39754_1, sourcebus
4582, 0, 1.01214, 0, 1.05, x_39754_1, sourcebus
4583, 0, 1.01541, 0, 1.05, x_69478_1, sourcebus
4584, 0, 1.01908, 0, 1.05, x_69478_1, sourcebus
4585, 0, 1.02274, 0, 1.05, x_69478_1, sourcebus
4586, 0, 1.02377, 0, 1.05, x_69478_1, sourcebus
4587, 0, 1.02453, 0, 1.05, x_69478_1, sourcebus
4588, 0, 1.02413, 0, 1.05, x_69478_1, sourcebus
4589, 0, 1.02395, 0, 1.05, x_69478_1, sourcebus
4590, 0, 1.02165, 0, 1.05, x_69478_1, sourcebus
4591, 0, 1.0178, 0, 1.05, x_69478_1, sourcebus
4592, 0, 1.01562, 0, 1.05, x_69478_1, sourcebus
4593, 0, 1.01716, 0, 1.05, x_69478_1, sourcebus
4594, 0, 1.016, 0, 1.05, x_6568_1, sourcebus
4595, 0, 1.01808, 0, 1.05, x_6568_1, sourcebus
4596, 0, 1.01788, 0, 1.05, x_6568_1, sourcebus
4597, 0, 1.01912, 0, 1.05, x_69478_1, sourcebus
4598, 0, 1.0196, 0, 1.05, x_6568_1, sourcebus
4599, 0, 1.02037, 0, 1.05, x_6568_1, sourcebus
4600, 0, 1.02045, 0, 1.05, x_69478_1, sourcebus
4601, 0, 1.01982, 0, 1.05, x_69478_1, sourcebus
4602, 0, 1.01787, 0, 1.05, x_69478_1, sourcebus
4603, 0, 1.01181, 0, 1.05, x_39754_1, sourcebus
4604, 0, 1.01072, 0, 1.05, x_39754_1, sourcebus
4605, 0, 1.01133, 0, 1.05, x_39754_1, sourcebus
4606, 0, 1.01309, 0, 1.05, x_39754_1, sourcebus
4607, 0, 1.01704, 0, 1.05, x_39754_1, sourcebus
4608, 0, 1.02093, 0, 1.05, x_69478_1, sourcebus
4609, 0, 1.0245, 0, 1.05, x_69478_1, sourcebus
4610, 0, 1.0262, 0, 1.05, x_69478_1, sourcebus
4611, 0, 1.02705, 0, 1.05, x_69478_1, sourcebus
4612, 0, 1.02648, 0, 1.05, x_69478_1, sourcebus
4613, 0, 1.02601, 0, 1.05, x_69478_1, sourcebus
4614, 0, 1.02384, 0, 1.05, x_69478_1, sourcebus
4615, 0, 1.01787, 0, 1.05, x_69478_1, sourcebus
4616, 0, 1.01327, 0, 1.05, x_6568_1, sourcebus
4617, 0, 1.0135, 0, 1.05, x_6568_1, sourcebus
4618, 0, 1.01381, 0, 1.05, x_6568_1, sourcebus
4619, 0, 1.01393, 0, 1.05, x_69478_1, sourcebus
4620, 0, 1.01433, 0, 1.05, x_69478_1, sourcebus
4621, 0, 1.01496, 0, 1.05, x_69478_1, sourcebus
4622, 0, 1.01677, 0, 1.05, x_69478_1, sourcebus
4623, 0, 1.01721, 0, 1.05, x_69478_1, sourcebus
4624, 0, 1.01759, 0, 1.05, x_69478_1, sourcebus
4625, 0, 1.01701, 0, 1.05, x_69478_1, sourcebus
4626, 0, 1.01517, 0, 1.05, x_69478_1, sourcebus
4627, 0, 1.0121, 0, 1.05, x_39754_1, sourcebus
4628, 0, 1.00935, 0, 1.05, x_39754_1, sourcebus
4629, 0, 1.00797, 0, 1.05, x_39754_1, sourcebus
4630, 0, 1.00792, 0, 1.05, x_39754_1, sourcebus
4631, 0, 1.00986, 0, 1.05, x_39754_1, sourcebus
4632, 0, 1.0161, 0, 1.05, x_39754_1, sourcebus
4633, 0, 1.02004, 0, 1.05, x_39754_1, sourcebus
4634, 0, 1.02285, 0, 1.05, x_69478_1, sourcebus
4635, 0, 1.02348, 0, 1.05, x_69478_1, sourcebus
4636, 0, 1.02316, 0, 1.05, x_69478_1, sourcebus
4637, 0, 1.0227, 0, 1.05, x_69478_1, sourcebus
4638, 0, 1.02029, 0, 1.05, x_69478_1, sourcebus
4639, 0, 1.01417, 0, 1.05, x_39754_1, sourcebus
4640, 0, 1.01179, 0, 1.05, x_6568_1, sourcebus
4641, 0, 1.01296, 0, 1.05, x_6568_1, sourcebus
4642, 0, 1.01304, 0, 1.05, x_69478_1, sourcebus
4643, 0, 1.01199, 0, 1.05, x_69478_1, sourcebus
4644, 0, 1.01225, 0, 1.05, x_69478_1, sourcebus
4645, 0, 1.01327, 0, 1.05, x_69478_1, sourcebus
4646, 0, 1.01354, 0, 1.05, x_69478_1, sourcebus
4647, 0, 1.01471, 0, 1.05, x_69478_1, sourcebus
4648, 0, 1.01445, 0, 1.05, x_69478_1, sourcebus
4649, 0, 1.0139, 0, 1.05, x_69478_1, sourcebus
4650, 0, 1.01201, 0, 1.05, x_69478_1, sourcebus
4651, 0, 1.00822, 0, 1.05, x_39754_1, sourcebus
4652, 0, 1.00965, 0, 1.05, x_39754_1, sourcebus
4653, 0, 1.00909, 0, 1.05, x_39754_1, sourcebus
4654, 0, 1.01219, 0, 1.05, x_39754_1, sourcebus
4655, 0, 1.0164, 0, 1.05, x_39754_1, sourcebus
4656, 0, 1.02081, 0, 1.05, x_69478_1, sourcebus
4657, 0, 1.02366, 0, 1.05, x_69478_1, sourcebus
4658, 0, 1.02543, 0, 1.05, x_69478_1, sourcebus
4659, 0, 1.02561, 0, 1.05, x_69478_1, sourcebus
4660, 0, 1.02548, 0, 1.05, x_69478_1, sourcebus
4661, 0, 1.02381, 0, 1.05, x_69478_1, sourcebus
4662, 0, 1.02145, 0, 1.05, x_69478_1, sourcebus
4663, 0, 1.01481, 0, 1.05, x_39754_1, sourcebus
4664, 0, 1.01227, 0, 1.05, x_39754_1, sourcebus
4665, 0, 1.01274, 0, 1.05, x_6568_1, sourcebus
4666, 0, 1.01166, 0, 1.05, x_69478_1, sourcebus
4667, 0, 1.01142, 0, 1.05, x_69478_1, sourcebus
4668, 0, 1.01257, 0, 1.05, x_69478_1, sourcebus
4669, 0, 1.01346, 0, 1.05, x_69478_1, sourcebus
4670, 0, 1.01414, 0, 1.05, x_69478_1, sourcebus
4671, 0, 1.0152, 0, 1.05, x_69478_1, sourcebus
4672, 0, 1.01607, 0, 1.05, x_69478_1, sourcebus
4673, 0, 1.01561, 0, 1.05, x_69478_1, sourcebus
4674, 0, 1.01372, 0, 1.05, x_69478_1, sourcebus
4675, 0, 1.01148, 0, 1.05, x_69478_1, sourcebus
4676, 0, 1.01002, 0, 1.05, x_39754_1, sourcebus
4677, 0, 1.00918, 0, 1.05, x_39754_1, sourcebus
4678, 0, 1.01036, 0, 1.05, x_39754_1, sourcebus
4679, 0, 1.00949, 0, 1.05, x_39754_1, sourcebus
4680, 0, 1.01182, 0, 1.05, x_39754_1, sourcebus
4681, 0, 1.01402, 0, 1.05, x_39754_1, sourcebus
4682, 0, 1.01472, 0, 1.05, x_39754_1, sourcebus
4683, 0, 1.01428, 0, 1.05, x_39754_1, sourcebus
4684, 0, 1.01245, 0, 1.05, x_39754_1, sourcebus
4685, 0, 1.01152, 0, 1.05, x_39754_1, sourcebus
4686, 0, 1.01, 0, 1.05, x_39754_1, sourcebus
4687, 0, 1.00698, 0, 1.05, x_39754_1, sourcebus
4688, 0, 1.00336, 0, 1.05, x_39754_1, sourcebus
4689, 0, 0.99845, 0, 1.05, x_39754_1, sourcebus
4690, 0, 0.99693, 0, 1.05, x_39754_1, sourcebus
4691, 0, 1.00119, 0, 1.05, x_39754_1, sourcebus
4692, 0, 1.00455, 0, 1.05, x_69478_1, sourcebus
4693, 0, 1.00644, 0, 1.05, x_69478_1, sourcebus
4694, 0, 1.00892, 0, 1.05, x_69478_1, sourcebus
4695, 0, 1.01077, 0, 1.05, x_69478_1, sourcebus
4696, 0, 1.01211, 0, 1.05, x_69478_1, sourcebus
4697, 0, 1.01221, 0, 1.05, x_69478_1, sourcebus
4698, 0, 1.01161, 0, 1.05, x_69478_1, sourcebus
4699, 0, 1.00783, 0, 1.05, x_39754_1, sourcebus
4700, 0, 1.00556, 0, 1.05, x_39754_1, sourcebus
4701, 0, 1.00518, 0, 1.05, x_39754_1, sourcebus
4702, 0, 1.00475, 0, 1.05, x_39754_1, sourcebus
4703, 0, 1.00737, 0, 1.05, x_39754_1, sourcebus
4704, 0, 1.00838, 0, 1.05, x_39754_1, sourcebus
4705, 0, 1.01252, 0, 1.05, x_39754_1, sourcebus
4706, 0, 1.01307, 0, 1.05, x_39754_1, sourcebus
4707, 0, 1.01312, 0, 1.05, x_39754_1, sourcebus
4708, 0, 1.01246, 0, 1.05, x_39754_1, sourcebus
4709, 0, 1.01181, 0, 1.05, x_39754_1, sourcebus
4710, 0, 1.01125, 0, 1.05, x_39754_1, sourcebus
4711, 0, 1.00986, 0, 1.05, x_39754_1, sourcebus
4712, 0, 1.00627, 0, 1.05, x_39754_1, sourcebus
4713, 0, 1.00249, 0, 1.05, x_39754_1, sourcebus
4714, 0, 1.00187, 0, 1.05, x_39754_1, sourcebus
4715, 0, 1.00187, 0, 1.05, x_39754_1, sourcebus
4716, 0, 1.00223, 0, 1.05, x_39754_1, sourcebus
4717, 0, 1.00541, 0, 1.05, x_69478_1, sourcebus
4718, 0, 1.00688, 0, 1.05, x_69478_1, sourcebus
4719, 0, 1.00822, 0, 1.05, x_69478_1, sourcebus
4720, 0, 1.00976, 0, 1.05, x_69478_1, sourcebus
4721, 0, 1.00905, 0, 1.05, x_69478_1, sourcebus
4722, 0, 1.0078, 0, 1.05, x_69478_1, sourcebus
4723, 0, 1.0043, 0, 1.05, x_39754_1, sourcebus
4724, 0, 1.00131, 0, 1.05, x_39754_1, sourcebus
4725, 0, 1.00119, 0, 1.05, x_39754_1, sourcebus
4726, 0, 1.00334, 0, 1.05, x_39754_1, sourcebus
4727, 0, 1.00604, 0, 1.05, x_39754_1, sourcebus
4728, 0, 1.01114, 0, 1.05, x_39754_1, sourcebus
4729, 0, 1.01408, 0, 1.05, x_39754_1, sourcebus
4730, 0, 1.01498, 0, 1.05, x_39754_1, sourcebus
4731, 0, 1.0152, 0, 1.05, x_39754_1, sourcebus
4732, 0, 1.01476, 0, 1.05, x_39754_1, sourcebus
4733, 0, 1.01285, 0, 1.05, x_39754_1, sourcebus
4734, 0, 1.00806, 0, 1.05, x_39754_1, sourcebus
4735, 0, 0.99966, 0, 1.05, x_39754_1, sourcebus
4736, 0, 0.995172, 0, 1.05, x_39754_1, sourcebus
4737, 0, 0.997459, 0, 1.05, x_39754_1, sourcebus
4738, 0, 1.0001, 0, 1.05, x_6568_1, sourcebus
4739, 0, 1.00211, 0, 1.05, x_6568_1, sourcebus
4740, 0, 1.00569, 0, 1.05, x_6568_1, sourcebus
4741, 0, 1.00845, 0, 1.05, x_6568_1, sourcebus
4742, 0, 1.01058, 0, 1.05, x_6568_1, sourcebus
4743, 0, 1.0122, 0, 1.05, x_6568_1, sourcebus
4744, 0, 1.01466, 0, 1.05, x_6568_1, sourcebus
4745, 0, 1.0145, 0, 1.05, x_69478_1, sourcebus
4746, 0, 1.00944, 0, 1.05, x_39754_1, sourcebus
4747, 0, 1.00078, 0, 1.05, x_39754_1, sourcebus
4748, 0, 0.996184, 0, 1.05, x_39754_1, sourcebus
4749, 0, 0.994005, 0, 1.05, x_39754_1, sourcebus
4750, 0, 0.995449, 0, 1.05, x_39754_1, sourcebus
4751, 0, 0.998678, 0, 1.05, x_39754_1, sourcebus
4752, 0, 1.00283, 0, 1.05, x_39754_1, sourcebus
4753, 0, 1.00388, 0, 1.05, x_39754_1, sourcebus
4754, 0, 1.00565, 0, 1.05, x_39754_1, sourcebus
4755, 0, 1.00514, 0, 1.05, x_39754_1, sourcebus
4756, 0, 1.00391, 0, 1.05, x_39754_1, sourcebus
4757, 0, 1.00108, 0, 1.05, x_39754_1, sourcebus
4758, 0, 0.997401, 0, 1.05, x_39754_1, sourcebus
4759, 0, 0.988471, 0, 1.05, x_39754_1, sourcebus
4760, 0, 0.986356, 0, 1.05, x_39754_1, sourcebus
4761, 0, 0.991189, 0, 1.05, x_39754_1, sourcebus
4762, 0, 0.996163, 0, 1.05, x_39754_1, sourcebus
4763, 0, 1.00134, 0, 1.05, x_39754_1, sourcebus
4764, 0, 1.00451, 0, 1.05, x_39754_1, sourcebus
4765, 0, 1.00785, 0, 1.05, x_6568_1, sourcebus
4766, 0, 1.00981, 0, 1.05, x_6568_1, sourcebus
4767, 0, 1.01339, 0, 1.05, x_6568_1, sourcebus
4768, 0, 1.01424, 0, 1.05, x_6568_1, sourcebus
4769, 0, 1.01297, 0, 1.05, x_39754_1, sourcebus
4770, 0, 1.00652, 0, 1.05, x_39754_1, sourcebus
4771, 0, 0.997154, 0, 1.05, x_39754_1, sourcebus
4772, 0, 0.992021, 0, 1.05, x_39754_1, sourcebus
4773, 0, 0.989416, 0, 1.05, x_39754_1, sourcebus
4774, 0, 0.991855, 0, 1.05, x_39754_1, sourcebus
4775, 0, 0.995725, 0, 1.05, x_39754_1, sourcebus
4776, 0, 0.99945, 0, 1.05, x_39754_1, sourcebus
4777, 0, 1.00387, 0, 1.05, x_39754_1, sourcebus
4778, 0, 1.00463, 0, 1.05, x_39754_1, sourcebus
4779, 0, 1.00589, 0, 1.05, x_39754_1, sourcebus
4780, 0, 1.00448, 0, 1.05, x_39754_1, sourcebus
4781, 0, 1.00322, 0, 1.05, x_39754_1, sourcebus
4782, 0, 0.99826, 0, 1.05, x_39754_1, sourcebus
4783, 0, 0.991462, 0, 1.05, x_39754_1, sourcebus
4784, 0, 0.990166, 0, 1.05, x_39754_1, sourcebus
4785, 0, 0.993163, 0, 1.05, x_39754_1, sourcebus
4786, 0, 0.997367, 0, 1.05, x_39754_1, sourcebus
4787, 0, 1.00008, 0, 1.05, x_39754_1, sourcebus
4788, 0, 1.00145, 0, 1.05, x_39754_1, sourcebus
4789, 0, 1.00352, 0, 1.05, x_39754_1, sourcebus
4790, 0, 1.00481, 0, 1.05, x_39754_1, sourcebus
4791, 0, 1.00673, 0, 1.05, x_69478_1, sourcebus
4792, 0, 1.00682, 0, 1.05, x_39754_1, sourcebus
4793, 0, 1.00463, 0, 1.05, x_39754_1, sourcebus
4794, 0, 1.00012, 0, 1.05, x_39754_1, sourcebus
4795, 0, 0.993855, 0, 1.05, x_39754_1, sourcebus
4796, 0, 0.991935, 0, 1.05, x_39754_1, sourcebus
4797, 0, 0.988902, 0, 1.05, x_39754_1, sourcebus
4798, 0, 0.991792, 0, 1.05, x_39754_1, sourcebus
4799, 0, 0.996798, 0, 1.05, x_39754_1, sourcebus
4800, 0, 1.00085, 0, 1.05, x_39754_1, sourcebus
4801, 0, 1.00571, 0, 1.05, x_39754_1, sourcebus
4802, 0, 1.0065, 0, 1.05, x_39754_1, sourcebus
4803, 0, 1.00823, 0, 1.05, x_39754_1, sourcebus
4804, 0, 1.00797, 0, 1.05, x_39754_1, sourcebus
4805, 0, 1.00786, 0, 1.05, x_39754_1, sourcebus
4806, 0, 1.00525, 0, 1.05, x_39754_1, sourcebus
4807, 0, 1.00151, 0, 1.05, x_39754_1, sourcebus
4808, 0, 0.997574, 0, 1.05, x_6568_1, sourcebus
4809, 0, 0.996003, 0, 1.05, x_6568_1, sourcebus
4810, 0, 0.994906, 0, 1.05, x_6568_1, sourcebus
4811, 0, 0.995622, 0, 1.05, x_6568_1, sourcebus
4812, 0, 0.995782, 0, 1.05, x_6568_1, sourcebus
4813, 0, 0.997561, 0, 1.05, x_6568_1, sourcebus
4814, 0, 0.999519, 0, 1.05, x_6568_1, sourcebus
4815, 0, 1.00047, 0, 1.05, x_6568_1, sourcebus
4816, 0, 1.00164, 0, 1.05, x_6568_1, sourcebus
4817, 0, 1.00315, 0, 1.05, x_6568_1, sourcebus
4818, 0, 1.00176, 0, 1.05, x_39754_1, sourcebus
4819, 0, 0.996568, 0, 1.05, x_39754_1, sourcebus
4820, 0, 0.994937, 0, 1.05, x_39754_1, sourcebus
4821, 0, 0.995446, 0, 1.05, x_39754_1, sourcebus
4822, 0, 0.998323, 0, 1.05, x_39754_1, sourcebus
4823, 0, 1.0039, 0, 1.05, x_39754_1, sourcebus
4824, 0, 1.0087, 0, 1.05, x_39754_1, sourcebus
4825, 0, 1.01414, 0, 1.05, x_6568_1, sourcebus
4826, 0, 1.0152, 0, 1.05, x_6568_1, sourcebus
4827, 0, 1.01507, 0, 1.05, x_6568_1, sourcebus
4828, 0, 1.01412, 0, 1.05, x_6568_1, sourcebus
4829, 0, 1.01378, 0, 1.05, x_6568_1, sourcebus
4830, 0, 1.01182, 0, 1.05, x_6568_1, sourcebus
4831, 0, 1.00379, 0, 1.05, x_39754_1, sourcebus
4832, 0, 1.00132, 0, 1.05, x_6568_1, sourcebus
4833, 0, 1.00155, 0, 1.05, x_6568_1, sourcebus
4834, 0, 1.00283, 0, 1.05, x_6568_1, sourcebus
4835, 0, 1.00411, 0, 1.05, x_6568_1, sourcebus
4836, 0, 1.00795, 0, 1.05, x_6568_1, sourcebus
4837, 0, 1.00952, 0, 1.05, x_6568_1, sourcebus
4838, 0, 1.01136, 0, 1.05, x_69478_1, sourcebus
4839, 0, 1.01245, 0, 1.05, x_69478_1, sourcebus
4840, 0, 1.01266, 0, 1.05, x_69478_1, sourcebus
4841, 0, 1.01145, 0, 1.05, x_69478_1, sourcebus
4842, 0, 1.00932, 0, 1.05, x_69478_1, sourcebus
4843, 0, 1.00566, 0, 1.05, x_39754_1, sourcebus
4844, 0, 1.00377, 0, 1.05, x_39754_1, sourcebus
4845, 0, 1.0022, 0, 1.05, x_39754_1, sourcebus
4846, 0, 1.00279, 0, 1.05, x_39754_1, sourcebus
4847, 0, 1.00435, 0, 1.05, x_39754_1, sourcebus
4848, 0, 1.00703, 0, 1.05, x_39754_1, sourcebus
4849, 0, 1.01113, 0, 1.05, x_6568_1, sourcebus
4850, 0, 1.01259, 0, 1.05, x_6568_1, sourcebus
4851, 0, 1.01379, 0, 1.05, x_6568_1, sourcebus
4852, 0, 1.01468, 0, 1.05, x_6568_1, sourcebus
4853, 0, 1.01283, 0, 1.05, x_6568_1, sourcebus
4854, 0, 1.01041, 0, 1.05, x_6568_1, sourcebus
4855, 0, 1.00878, 0, 1.05, x_6568_1, sourcebus
4856, 0, 1.00587, 0, 1.05, x_6568_1, sourcebus
4857, 0, 1.0004, 0, 1.05, x_6568_1, sourcebus
4858, 0, 0.99461, 0, 1.05, x_6568_1, sourcebus
4859, 0, 0.992232, 0, 1.05, x_6568_1, sourcebus
4860, 0, 0.993407, 0, 1.05, x_6568_1, sourcebus
4861, 0, 0.994551, 0, 1.05, x_6568_1, sourcebus
4862, 0, 0.99465, 0, 1.05, x_6568_1, sourcebus
4863, 0, 0.996579, 0, 1.05, x_6568_1, sourcebus
4864, 0, 0.999109, 0, 1.05, x_6568_1, sourcebus
4865, 0, 0.998368, 0, 1.05, x_39754_1, sourcebus
4866, 0, 0.995984, 0, 1.05, x_39754_1, sourcebus
4867, 0, 0.991735, 0, 1.05, x_39754_1, sourcebus
4868, 0, 0.991294, 0, 1.05, x_39754_1, sourcebus
4869, 0, 0.991073, 0, 1.05, x_39754_1, sourcebus
4870, 0, 0.991433, 0, 1.05, x_39754_1, sourcebus
4871, 0, 0.992897, 0, 1.05, x_39754_1, sourcebus
4872, 0, 0.994093, 0, 1.05, x_39754_1, sourcebus
4873, 0, 0.996058, 0, 1.05, x_39754_1, sourcebus
4874, 0, 0.996266, 0, 1.05, x_39754_1, sourcebus
4875, 0, 0.994779, 0, 1.05, x_39754_1, sourcebus
4876, 0, 0.992496, 0, 1.05, x_39754_1, sourcebus
4877, 0, 0.990412, 0, 1.05, x_39754_1, sourcebus
4878, 0, 0.989173, 0, 1.05, x_39754_1, sourcebus
4879, 0, 0.985393, 0, 1.05, x_39754_1, sourcebus
4880, 0, 0.981902, 0, 1.05, x_39754_1, sourcebus
4881, 0, 0.97689, 0, 1.05, x_39754_1, sourcebus
4882, 0, 0.976805, 0, 1.05, x_39754_1, sourcebus
4883, 0, 0.979909, 0, 1.05, x_39754_1, sourcebus
4884, 0, 0.984689, 0, 1.05, x_39754_1, sourcebus
4885, 0, 0.986326, 0, 1.05, x_39754_1, sourcebus
4886, 0, 0.98835, 0, 1.05, x_39754_1, sourcebus
4887, 0, 0.992707, 0, 1.05, x_39754_1, sourcebus
4888, 0, 0.994557, 0, 1.05, x_39754_1, sourcebus
4889, 0, 0.994916, 0, 1.05, x_39754_1, sourcebus
4890, 0, 0.991837, 0, 1.05, x_39754_1, sourcebus
4891, 0, 0.987133, 0, 1.05, x_39754_1, sourcebus
4892, 0, 0.982728, 0, 1.05, x_39754_1, sourcebus
4893, 0, 0.98102, 0, 1.05, x_39754_1, sourcebus
4894, 0, 0.982546, 0, 1.05, x_39754_1, sourcebus
4895, 0, 0.984758, 0, 1.05, x_39754_1, sourcebus
4896, 0, 0.988539, 0, 1.05, x_39754_1, sourcebus
4897, 0, 0.991421, 0, 1.05, x_39754_1, sourcebus
4898, 0, 0.992666, 0, 1.05, x_39754_1, sourcebus
4899, 0, 0.990825, 0, 1.05, x_39754_1, sourcebus
4900, 0, 0.991052, 0, 1.05, x_39754_1, sourcebus
4901, 0, 0.989754, 0, 1.05, x_39754_1, sourcebus
4902, 0, 0.988818, 0, 1.05, x_39754_1, sourcebus
4903, 0, 0.984993, 0, 1.05, x_39754_1, sourcebus
4904, 0, 0.982336, 0, 1.05, x_39754_1, sourcebus
4905, 0, 0.981076, 0, 1.05, x_39754_1, sourcebus
4906, 0, 0.984667, 0, 1.05, x_39754_1, sourcebus
4907, 0, 0.988942, 0, 1.05, x_39754_1, sourcebus
4908, 0, 0.993078, 0, 1.05, x_39754_1, sourcebus
